name,contract_type,buy_top5_trader_open_interest,buy_top5_trader_open_interest_per,buy_top10_trader_open_interest,buy_top10_trader_open_interest_per,sell_top5_trader_open_interest,sell_top5_trader_open_interest_per,sell_top10_trader_open_interest,sell_top10_trader_open_interest_per,market_open_interest,buy_top5_specific_open_interest,buy_top5_specific_open_interest_per,buy_top10_specific_open_interest,buy_top10_specific_open_interest_per,sell_top5_specific_open_interest,sell_top5_specific_open_interest_per,sell_top10_specific_open_interest,sell_top10_specific_open_interest_per,date,futures_id
東證期貨,all,1098,82.4,1167,87.5,1141,85.6,1191,89.3,1333,906,68.0,906,68.0,0,0.0,0,0.0,2017-03-31,TJF
東證期貨,201704,1058,85.0,1109,89.1,1172,94.1,1208,97.0,1245,874,70.2,874,70.2,0,0.0,0,0.0,2017-04-05,TJF
東證期貨,all,1078,75.5,1162,81.4,1278,89.6,1326,92.9,1427,874,61.2,874,61.2,0,0.0,0,0.0,2017-04-05,TJF
東證期貨,201704,932,81.5,990,86.5,1036,90.6,1080,94.4,1144,742,64.9,742,64.9,0,0.0,0,0.0,2017-04-06,TJF
東證期貨,all,973,71.6,1054,77.6,1144,84.2,1217,89.6,1359,742,54.6,742,54.6,0,0.0,0,0.0,2017-04-06,TJF
東證期貨,201704,658,78.9,716,85.9,724,86.8,766,91.8,834,397,47.6,397,47.6,0,0.0,0,0.0,2017-04-07,TJF
東證期貨,all,811,68.0,947,79.4,949,79.6,1020,85.6,1192,349,29.3,397,33.3,0,0.0,0,0.0,2017-04-07,TJF
東證期貨,201704,542,74.8,602,83.0,622,85.8,664,91.6,725,331,45.7,331,45.7,0,0.0,0,0.0,2017-04-10,TJF
東證期貨,all,694,66.1,796,75.8,824,78.5,880,83.8,1050,293,27.9,331,31.5,0,0.0,0,0.0,2017-04-10,TJF
東證期貨,201704,523,81.3,554,86.2,539,83.8,584,90.8,643,271,42.1,271,42.1,0,0.0,0,0.0,2017-04-11,TJF
東證期貨,all,652,66.9,740,75.9,739,75.8,798,81.8,975,233,23.9,271,27.8,0,0.0,0,0.0,2017-04-11,TJF
東證期貨,201704,379,74.9,415,82.0,431,85.2,468,92.5,506,167,33.0,167,33.0,0,0.0,0,0.0,2017-04-12,TJF
東證期貨,all,547,57.9,647,68.5,734,77.7,801,84.8,945,128,13.5,167,17.7,0,0.0,0,0.0,2017-04-12,TJF
東證期貨,201704,236,75.9,264,84.9,289,92.9,298,95.8,311,39,12.5,39,12.5,0,0.0,0,0.0,2017-04-13,TJF
東證期貨,all,415,49.3,513,61.0,684,81.3,743,88.3,841,41,4.9,41,4.9,0,0.0,0,0.0,2017-04-13,TJF
東證期貨,201705,285,49.1,358,61.6,496,85.4,523,90.0,581,0,0.0,13,2.2,0,0.0,0,0.0,2017-04-14,TJF
東證期貨,all,285,46.4,358,58.3,506,82.4,539,87.8,614,0,0.0,13,2.1,0,0.0,0,0.0,2017-04-14,TJF
東證期貨,201705,512,64.1,596,74.6,685,85.7,733,91.7,799,259,32.4,259,32.4,0,0.0,0,0.0,2017-04-17,TJF
東證期貨,all,527,61.6,615,71.8,714,83.4,765,89.4,856,259,30.3,259,30.3,0,0.0,0,0.0,2017-04-17,TJF
東證期貨,201705,750,76.5,801,81.7,828,84.5,898,91.6,980,403,41.1,403,41.1,0,0.0,0,0.0,2017-04-18,TJF
東證期貨,all,753,72.5,814,78.3,862,83.0,933,89.8,1039,403,38.8,403,38.8,0,0.0,0,0.0,2017-04-18,TJF
東證期貨,201705,956,80.3,1020,85.6,1014,85.1,1084,91.0,1191,603,50.6,603,50.6,0,0.0,0,0.0,2017-04-19,TJF
東證期貨,all,965,77.0,1034,82.5,1042,83.1,1112,88.7,1254,603,48.1,603,48.1,0,0.0,0,0.0,2017-04-19,TJF
東證期貨,201705,991,81.9,1052,86.9,981,81.1,1057,87.4,1210,651,53.8,651,53.8,0,0.0,0,0.0,2017-04-20,TJF
東證期貨,all,1010,78.8,1077,84.0,1020,79.6,1096,85.5,1282,651,50.8,651,50.8,0,0.0,0,0.0,2017-04-20,TJF
東證期貨,201705,1116,87.8,1165,91.7,976,76.8,1064,83.7,1271,1035,81.4,1035,81.4,0,0.0,0,0.0,2017-04-21,TJF
東證期貨,all,1161,85.7,1217,89.8,1015,74.9,1103,81.4,1355,1035,76.4,1035,76.4,0,0.0,0,0.0,2017-04-21,TJF
東證期貨,201705,1289,90.6,1344,94.5,1075,75.6,1173,82.5,1422,1193,83.9,1193,83.9,0,0.0,0,0.0,2017-04-24,TJF
東證期貨,all,1374,88.4,1436,92.3,1128,72.5,1233,79.3,1555,1193,76.7,1193,76.7,0,0.0,0,0.0,2017-04-24,TJF
東證期貨,201705,1276,91.3,1338,95.7,1084,77.5,1163,83.2,1398,1185,84.8,1185,84.8,0,0.0,0,0.0,2017-04-25,TJF
東證期貨,all,1360,88.1,1435,92.9,1121,72.6,1230,79.7,1544,1185,76.7,1185,76.7,0,0.0,0,0.0,2017-04-25,TJF
東證期貨,201705,1351,95.3,1386,97.8,1068,75.4,1155,81.5,1417,1290,91.0,1290,91.0,0,0.0,0,0.0,2017-04-26,TJF
東證期貨,all,1440,92.0,1486,94.9,1090,69.6,1203,76.8,1566,1290,82.4,1290,82.4,0,0.0,0,0.0,2017-04-26,TJF
東證期貨,201705,1382,96.1,1417,98.5,1053,73.2,1164,80.9,1438,1302,90.5,1302,90.5,0,0.0,0,0.0,2017-04-27,TJF
東證期貨,all,1622,95.1,1661,97.4,1165,68.3,1319,77.3,1706,1533,89.9,1533,89.9,0,0.0,0,0.0,2017-04-27,TJF
東證期貨,201705,1126,96.2,1158,98.9,827,70.6,931,79.5,1171,1073,91.6,1073,91.6,0,0.0,0,0.0,2017-04-28,TJF
東證期貨,all,1490,93.8,1541,97.0,1115,70.2,1243,78.2,1589,1419,89.3,1419,89.3,0,0.0,0,0.0,2017-04-28,TJF
東證期貨,201705,1004,98.5,1011,99.2,703,69.0,770,75.6,1019,953,93.5,953,93.5,0,0.0,0,0.0,2017-05-02,TJF
東證期貨,all,1481,93.1,1543,97.0,1095,68.9,1217,76.5,1590,1374,86.4,1374,86.4,0,0.0,0,0.0,2017-05-02,TJF
東證期貨,201705,1005,98.3,1014,99.2,708,69.3,786,76.9,1022,953,93.2,953,93.2,0,0.0,0,0.0,2017-05-03,TJF
東證期貨,all,1484,92.7,1555,97.1,1102,68.8,1235,77.1,1601,1374,85.8,1374,85.8,0,0.0,0,0.0,2017-05-03,TJF
東證期貨,201705,1008,97.1,1029,99.1,732,70.5,807,77.7,1038,966,93.1,966,93.1,0,0.0,0,0.0,2017-05-04,TJF
東證期貨,all,1482,91.9,1553,96.3,1126,69.9,1250,77.5,1612,1374,85.2,1387,86.0,0,0.0,0,0.0,2017-05-04,TJF
東證期貨,201705,1029,98.5,1041,99.6,736,70.4,813,77.8,1045,988,94.5,988,94.5,0,0.0,0,0.0,2017-05-05,TJF
東證期貨,all,1499,92.5,1576,97.3,1131,69.8,1256,77.5,1620,1409,87.0,1409,87.0,0,0.0,0,0.0,2017-05-05,TJF
東證期貨,201705,864,98.6,870,99.3,566,64.6,656,74.9,876,828,94.5,828,94.5,0,0.0,0,0.0,2017-05-08,TJF
東證期貨,all,1588,96.1,1629,98.5,1071,64.8,1210,73.2,1653,1535,92.9,1535,92.9,0,0.0,0,0.0,2017-05-08,TJF
東證期貨,201705,372,92.8,398,99.3,209,52.1,248,61.8,401,232,57.9,232,57.9,0,0.0,0,0.0,2017-05-09,TJF
東證期貨,all,1333,93.1,1393,97.3,823,57.5,956,66.8,1432,1156,80.7,1156,80.7,0,0.0,0,0.0,2017-05-09,TJF
東證期貨,201705,292,94.5,308,99.7,162,52.4,194,62.8,309,212,68.6,212,68.6,0,0.0,0,0.0,2017-05-10,TJF
東證期貨,all,1381,92.9,1445,97.2,894,60.1,1024,68.9,1487,1286,86.5,1286,86.5,0,0.0,0,0.0,2017-05-10,TJF
東證期貨,201705,159,94.1,169,100.0,77,45.6,99,58.6,169,42,24.9,42,24.9,0,0.0,0,0.0,2017-05-11,TJF
東證期貨,all,1264,91.8,1334,96.9,822,59.7,937,68.0,1377,1132,82.2,1132,82.2,0,0.0,0,0.0,2017-05-11,TJF
東證期貨,201706,1302,98.9,1311,99.5,919,69.8,1021,77.5,1317,1253,95.1,1253,95.1,0,0.0,0,0.0,2017-05-12,TJF
東證期貨,all,1328,96.9,1355,98.8,953,69.5,1062,77.5,1371,1253,91.4,1253,91.4,0,0.0,0,0.0,2017-05-12,TJF
東證期貨,201706,1481,98.6,1493,99.4,1113,74.1,1213,80.8,1502,1425,94.9,1425,94.9,0,0.0,0,0.0,2017-05-15,TJF
東證期貨,all,1490,97.2,1512,98.6,1113,72.6,1223,79.8,1533,1425,93.0,1425,93.0,0,0.0,0,0.0,2017-05-15,TJF
東證期貨,201706,1525,96.4,1562,98.7,1218,77.0,1312,82.9,1582,1425,90.1,1425,90.1,0,0.0,0,0.0,2017-05-16,TJF
東證期貨,all,1538,93.4,1606,97.6,1245,75.6,1348,81.9,1646,1425,86.6,1425,86.6,0,0.0,0,0.0,2017-05-16,TJF
東證期貨,201706,1551,98.0,1568,99.1,1231,77.8,1311,82.8,1583,1426,90.1,1426,90.1,0,0.0,0,0.0,2017-05-17,TJF
東證期貨,all,1577,95.4,1622,98.1,1268,76.7,1357,82.1,1653,1452,87.8,1452,87.8,0,0.0,0,0.0,2017-05-17,TJF
東證期貨,201706,1554,93.6,1597,96.1,1433,86.3,1494,89.9,1661,1420,85.5,1420,85.5,0,0.0,0,0.0,2017-05-18,TJF
東證期貨,all,1977,92.9,2035,95.7,1857,87.3,1924,90.5,2127,1720,80.9,1720,80.9,0,0.0,0,0.0,2017-05-18,TJF
東證期貨,201706,1625,97.8,1640,98.7,1330,80.0,1401,84.3,1662,1514,91.1,1514,91.1,0,0.0,0,0.0,2017-05-19,TJF
東證期貨,all,2122,96.7,2151,98.0,1770,80.6,1877,85.5,2195,1998,91.0,1998,91.0,0,0.0,0,0.0,2017-05-19,TJF
東證期貨,201706,1644,97.9,1664,99.0,1376,81.9,1438,85.6,1680,1532,91.2,1532,91.2,0,0.0,0,0.0,2017-05-22,TJF
東證期貨,all,2338,96.5,2380,98.3,2005,82.8,2112,87.2,2422,2213,91.4,2213,91.4,0,0.0,0,0.0,2017-05-22,TJF
東證期貨,201706,1602,98.3,1617,99.2,1332,81.7,1396,85.6,1630,1489,91.3,1489,91.3,0,0.0,0,0.0,2017-05-23,TJF
東證期貨,all,2375,97.8,2400,98.8,1995,82.2,2117,87.2,2428,2249,92.6,2249,92.6,0,0.0,0,0.0,2017-05-23,TJF
東證期貨,201706,1454,96.8,1480,98.5,1204,80.2,1268,84.4,1502,1338,89.1,1338,89.1,0,0.0,0,0.0,2017-05-24,TJF
東證期貨,all,2358,96.9,2389,98.2,1997,82.0,2119,87.1,2434,2229,91.6,2229,91.6,0,0.0,0,0.0,2017-05-24,TJF
東證期貨,201706,1172,92.5,1211,95.6,1002,79.1,1074,84.8,1267,988,78.0,988,78.0,0,0.0,0,0.0,2017-05-25,TJF
東證期貨,all,2159,94.0,2219,96.6,1928,83.9,2033,88.5,2298,1974,85.9,1974,85.9,0,0.0,0,0.0,2017-05-25,TJF
東證期貨,201706,1101,93.0,1140,96.3,946,79.9,1007,85.1,1184,899,75.9,899,75.9,0,0.0,0,0.0,2017-05-26,TJF
東證期貨,all,2088,94.2,2148,96.9,1880,84.8,1978,89.3,2216,1885,85.1,1885,85.1,0,0.0,0,0.0,2017-05-26,TJF
東證期貨,201706,1057,94.1,1088,96.9,889,79.2,943,84.0,1123,904,80.5,904,80.5,0,0.0,0,0.0,2017-05-31,TJF
東證期貨,all,2098,95.0,2150,97.3,1821,82.4,1934,87.6,2209,1939,87.8,1939,87.8,0,0.0,0,0.0,2017-05-31,TJF
東證期貨,201706,1104,93.7,1140,96.8,893,75.8,965,81.9,1178,963,81.7,963,81.7,0,0.0,0,0.0,2017-06-01,TJF
東證期貨,all,2145,94.8,2207,97.5,1751,77.4,1900,84.0,2263,2004,88.6,2004,88.6,0,0.0,0,0.0,2017-06-01,TJF
東證期貨,201706,1151,92.3,1192,95.6,931,74.7,1025,82.2,1247,813,65.2,813,65.2,0,0.0,0,0.0,2017-06-02,TJF
東證期貨,all,2351,93.2,2429,96.3,1804,71.5,2103,83.4,2523,2007,79.5,2007,79.5,0,0.0,0,0.0,2017-06-02,TJF
東證期貨,201706,962,90.8,997,94.1,833,78.7,892,84.2,1059,798,75.4,798,75.4,0,0.0,0,0.0,2017-06-05,TJF
東證期貨,all,2260,92.8,2330,95.6,1851,76.0,2091,85.8,2436,2076,85.2,2076,85.2,0,0.0,0,0.0,2017-06-05,TJF
東證期貨,201706,890,92.9,917,95.7,810,84.6,847,88.4,958,776,81.0,776,81.0,0,0.0,0,0.0,2017-06-06,TJF
東證期貨,all,2268,94.3,2309,96.0,1985,82.5,2143,89.1,2405,2118,88.1,2118,88.1,0,0.0,0,0.0,2017-06-06,TJF
東證期貨,201706,780,91.4,808,94.7,744,87.2,776,91.0,853,674,79.0,674,79.0,0,0.0,0,0.0,2017-06-07,TJF
東證期貨,all,2127,93.0,2174,95.1,1887,82.5,2046,89.5,2286,1988,87.0,1988,87.0,0,0.0,0,0.0,2017-06-07,TJF
東證期貨,201706,801,95.7,820,98.0,762,91.0,786,93.9,837,655,78.3,655,78.3,0,0.0,0,0.0,2017-06-08,TJF
東證期貨,all,2166,93.1,2218,95.4,1938,83.3,2089,89.8,2326,1986,85.4,1986,85.4,0,0.0,0,0.0,2017-06-08,TJF
東證期貨,201707,1645,91.1,1684,93.2,1578,87.4,1657,91.7,1806,1561,86.4,1561,86.4,0,0.0,0,0.0,2017-06-09,TJF
東證期貨,all,1659,88.8,1710,91.5,1582,84.7,1707,91.4,1868,1561,83.6,1561,83.6,0,0.0,0,0.0,2017-06-09,TJF
東證期貨,201707,1783,93.3,1817,95.0,1633,85.4,1713,89.6,1912,1699,88.9,1699,88.9,0,0.0,0,0.0,2017-06-12,TJF
東證期貨,all,1874,91.4,1923,93.8,1714,83.6,1840,89.8,2050,1776,86.6,1776,86.6,0,0.0,0,0.0,2017-06-12,TJF
東證期貨,201707,1768,93.4,1803,95.2,1594,84.2,1663,87.8,1893,1699,89.8,1699,89.8,0,0.0,0,0.0,2017-06-13,TJF
東證期貨,all,1868,91.5,1912,93.6,1673,81.9,1793,87.8,2042,1777,87.0,1777,87.0,0,0.0,0,0.0,2017-06-13,TJF
東證期貨,201707,1765,95.0,1793,96.6,1559,84.0,1634,88.0,1857,1698,91.4,1698,91.4,0,0.0,0,0.0,2017-06-14,TJF
東證期貨,all,1870,93.0,1911,95.1,1639,81.5,1773,88.2,2010,1778,88.5,1778,88.5,0,0.0,0,0.0,2017-06-14,TJF
東證期貨,201707,1656,93.9,1689,95.7,1508,85.5,1578,89.5,1764,1568,88.9,1568,88.9,0,0.0,0,0.0,2017-06-15,TJF
東證期貨,all,1758,91.8,1802,94.1,1586,82.8,1698,88.7,1915,1649,86.1,1649,86.1,0,0.0,0,0.0,2017-06-15,TJF
東證期貨,201707,1638,96.0,1668,97.7,1410,82.6,1486,87.1,1707,1566,91.7,1566,91.7,0,0.0,0,0.0,2017-06-16,TJF
東證期貨,all,1827,93.6,1872,96.0,1573,80.6,1688,86.5,1951,1724,88.4,1724,88.4,0,0.0,0,0.0,2017-06-16,TJF
東證期貨,201707,1690,94.6,1726,96.6,1461,81.8,1558,87.2,1786,1616,90.5,1616,90.5,0,0.0,0,0.0,2017-06-19,TJF
東證期貨,all,1947,92.5,2000,95.0,1683,79.9,1822,86.5,2106,1850,87.8,1850,87.8,0,0.0,0,0.0,2017-06-19,TJF
東證期貨,201707,1556,94.3,1594,96.6,1379,83.6,1475,89.4,1650,1466,88.8,1466,88.8,0,0.0,0,0.0,2017-06-20,TJF
東證期貨,all,1970,93.2,2028,96.0,1677,79.4,1845,87.3,2113,1853,87.7,1853,87.7,0,0.0,0,0.0,2017-06-20,TJF
東證期貨,201707,1390,93.5,1424,95.8,1246,83.8,1338,90.0,1486,1293,87.0,1293,87.0,0,0.0,0,0.0,2017-06-21,TJF
東證期貨,all,1757,92.2,1814,95.2,1520,79.7,1667,87.5,1906,1623,85.2,1623,85.2,0,0.0,0,0.0,2017-06-21,TJF
東證期貨,201707,1258,89.9,1313,93.9,1202,85.9,1256,89.8,1399,1124,80.3,1124,80.3,0,0.0,0,0.0,2017-06-22,TJF
東證期貨,all,1614,88.7,1691,92.9,1464,80.4,1600,87.9,1820,1453,79.8,1453,79.8,0,0.0,0,0.0,2017-06-22,TJF
東證期貨,201707,1133,88.7,1198,93.8,1091,85.4,1138,89.1,1277,971,76.0,971,76.0,0,0.0,0,0.0,2017-06-23,TJF
東證期貨,all,1518,87.4,1607,92.6,1404,80.9,1527,88.0,1736,1329,76.6,1329,76.6,0,0.0,0,0.0,2017-06-23,TJF
東證期貨,201707,991,89.5,1037,93.7,926,83.6,973,87.9,1107,870,78.6,870,78.6,0,0.0,0,0.0,2017-06-26,TJF
東證期貨,all,1408,88.3,1479,92.8,1267,79.5,1389,87.1,1594,1255,78.7,1255,78.7,0,0.0,0,0.0,2017-06-26,TJF
東證期貨,201707,914,89.6,960,94.1,805,78.9,862,84.5,1020,766,75.1,766,75.1,0,0.0,0,0.0,2017-06-27,TJF
東證期貨,all,1336,88.1,1416,93.3,1153,76.0,1277,84.2,1517,1159,76.4,1159,76.4,0,0.0,0,0.0,2017-06-27,TJF
東證期貨,201707,866,93.8,889,96.3,694,75.2,747,80.9,923,704,76.3,704,76.3,0,0.0,0,0.0,2017-06-28,TJF
東證期貨,all,1287,91.7,1346,95.9,1016,72.4,1149,81.8,1404,1079,76.9,1079,76.9,0,0.0,0,0.0,2017-06-28,TJF
東證期貨,201707,832,90.9,884,96.6,678,74.1,726,79.3,915,692,75.6,692,75.6,0,0.0,0,0.0,2017-06-29,TJF
東證期貨,all,1238,89.1,1321,95.1,933,67.2,1088,78.3,1389,1061,76.4,1061,76.4,0,0.0,0,0.0,2017-06-29,TJF
東證期貨,201707,732,90.9,759,94.3,628,78.0,676,84.0,805,660,82.0,660,82.0,0,0.0,0,0.0,2017-06-30,TJF
東證期貨,all,1155,90.0,1206,94.0,950,74.0,1078,84.0,1283,1037,80.8,1037,80.8,0,0.0,0,0.0,2017-06-30,TJF
東證期貨,201707,828,95.6,850,98.2,661,76.3,717,82.8,866,694,80.1,694,80.1,0,0.0,0,0.0,2017-07-03,TJF
東證期貨,all,1256,93.1,1303,96.6,941,69.8,1099,81.5,1349,1068,79.2,1075,79.7,0,0.0,0,0.0,2017-07-03,TJF
東證期貨,201707,767,93.2,790,96.0,645,78.4,680,82.6,823,581,70.6,581,70.6,0,0.0,0,0.0,2017-07-04,TJF
東證期貨,all,1215,90.1,1272,94.4,994,73.7,1123,83.3,1348,987,73.2,987,73.2,0,0.0,0,0.0,2017-07-04,TJF
東證期貨,201707,771,93.3,794,96.1,624,75.5,694,84.0,826,618,74.8,618,74.8,0,0.0,0,0.0,2017-07-05,TJF
東證期貨,all,1292,90.7,1351,94.9,978,68.7,1156,81.2,1424,1104,77.5,1104,77.5,0,0.0,0,0.0,2017-07-05,TJF
東證期貨,201707,790,94.4,811,96.9,654,78.1,724,86.5,837,678,81.0,678,81.0,0,0.0,0,0.0,2017-07-06,TJF
東證期貨,all,1394,91.2,1453,95.0,1157,75.7,1296,84.8,1529,1248,81.6,1248,81.6,0,0.0,0,0.0,2017-07-06,TJF
東證期貨,201707,624,92.7,647,96.1,532,79.0,579,86.0,673,388,57.7,388,57.7,0,0.0,0,0.0,2017-07-07,TJF
東證期貨,all,1331,89.7,1394,93.9,1136,76.5,1266,85.3,1484,1066,71.8,1066,71.8,0,0.0,0,0.0,2017-07-07,TJF
東證期貨,201707,486,94.0,502,97.1,385,74.5,425,82.2,517,261,50.5,261,50.5,0,0.0,0,0.0,2017-07-10,TJF
東證期貨,all,1321,91.3,1382,95.5,1080,74.6,1208,83.5,1447,1047,72.4,1047,72.4,0,0.0,0,0.0,2017-07-10,TJF
東證期貨,201707,409,93.0,425,96.6,298,67.7,335,76.1,440,376,85.5,376,85.5,0,0.0,0,0.0,2017-07-11,TJF
東證期貨,all,1416,91.2,1473,94.9,1113,71.7,1293,83.3,1552,1337,86.1,1337,86.1,0,0.0,0,0.0,2017-07-11,TJF
東證期貨,201707,214,85.9,231,92.8,169,67.9,195,78.3,249,36,14.5,36,14.5,92,36.9,92,36.9,2017-07-12,TJF
東證期貨,all,1375,90.2,1439,94.4,1056,69.3,1285,84.3,1524,1172,76.9,1172,76.9,92,6.0,92,6.0,2017-07-12,TJF
東證期貨,201707,119,77.8,137,89.5,102,66.7,116,75.8,153,36,23.5,36,23.5,35,22.9,35,22.9,2017-07-13,TJF
東證期貨,all,1444,89.6,1521,94.4,1204,74.7,1399,86.8,1612,1306,81.0,1306,81.0,0,0.0,35,2.2,2017-07-13,TJF
東證期貨,201708,1373,97.5,1387,98.5,1189,84.4,1258,89.3,1408,1278,90.8,1278,90.8,0,0.0,0,0.0,2017-07-14,TJF
東證期貨,all,1523,95.7,1554,97.7,1322,83.1,1419,89.2,1591,1422,89.4,1422,89.4,0,0.0,0,0.0,2017-07-14,TJF
東證期貨,201708,1380,97.5,1394,98.4,1223,86.4,1287,90.9,1416,1282,90.5,1282,90.5,0,0.0,0,0.0,2017-07-17,TJF
東證期貨,all,1530,95.7,1561,97.6,1356,84.8,1449,90.6,1599,1426,89.2,1426,89.2,0,0.0,0,0.0,2017-07-17,TJF
東證期貨,201708,1202,96.2,1221,97.8,1078,86.3,1118,89.5,1249,1172,93.8,1172,93.8,0,0.0,0,0.0,2017-07-18,TJF
東證期貨,all,1429,94.3,1468,96.9,1286,84.9,1355,89.4,1515,1388,91.6,1388,91.6,0,0.0,0,0.0,2017-07-18,TJF
東證期貨,201708,1266,97.3,1281,98.5,1066,81.9,1138,87.5,1301,1239,95.2,1239,95.2,0,0.0,0,0.0,2017-07-19,TJF
東證期貨,all,1499,95.3,1535,97.6,1271,80.8,1375,87.4,1573,1458,92.7,1458,92.7,0,0.0,0,0.0,2017-07-19,TJF
東證期貨,201708,1321,97.7,1335,98.7,1070,79.1,1152,85.2,1352,1298,96.0,1298,96.0,0,0.0,0,0.0,2017-07-20,TJF
東證期貨,all,1581,95.5,1618,97.8,1303,78.7,1415,85.5,1655,1542,93.2,1542,93.2,0,0.0,0,0.0,2017-07-20,TJF
東證期貨,201708,1193,97.6,1205,98.6,947,77.5,1027,84.0,1222,1170,95.7,1170,95.7,0,0.0,0,0.0,2017-07-21,TJF
東證期貨,all,1398,95.0,1435,97.6,1125,76.5,1235,84.0,1471,1359,92.4,1359,92.4,0,0.0,0,0.0,2017-07-21,TJF
東證期貨,201708,845,93.6,863,95.6,716,79.3,766,84.8,903,823,91.1,823,91.1,0,0.0,0,0.0,2017-07-24,TJF
東證期貨,all,983,89.7,1019,93.0,802,73.2,896,81.8,1096,943,86.0,943,86.0,0,0.0,0,0.0,2017-07-24,TJF
東證期貨,201708,791,92.8,812,95.3,652,76.5,702,82.4,852,715,83.9,715,83.9,0,0.0,0,0.0,2017-07-25,TJF
東證期貨,all,954,89.1,995,92.9,761,71.1,855,79.8,1071,863,80.6,863,80.6,0,0.0,0,0.0,2017-07-25,TJF
東證期貨,201708,757,95.3,774,97.5,570,71.8,620,78.1,794,688,86.6,688,86.6,0,0.0,0,0.0,2017-07-26,TJF
東證期貨,all,904,89.6,947,93.9,659,65.3,753,74.6,1009,818,81.1,818,81.1,0,0.0,0,0.0,2017-07-26,TJF
東證期貨,201708,813,96.6,827,98.2,583,69.2,659,78.3,842,791,93.9,791,93.9,0,0.0,0,0.0,2017-07-27,TJF
東證期貨,all,1138,92.8,1180,96.2,821,67.0,948,77.3,1226,1072,87.4,1072,87.4,0,0.0,0,0.0,2017-07-27,TJF
東證期貨,201708,715,95.2,731,97.3,522,69.5,577,76.8,751,671,89.3,671,89.3,0,0.0,0,0.0,2017-07-28,TJF
東證期貨,all,1034,91.3,1077,95.1,750,66.2,870,76.8,1133,939,82.9,950,83.8,0,0.0,0,0.0,2017-07-28,TJF
東證期貨,201708,737,94.6,754,96.8,536,68.8,615,78.9,779,717,92.0,717,92.0,0,0.0,0,0.0,2017-07-31,TJF
東證期貨,all,1103,91.8,1140,94.9,821,68.4,953,79.4,1201,1037,86.3,1037,86.3,0,0.0,0,0.0,2017-07-31,TJF
東證期貨,201708,767,96.8,781,98.6,501,63.3,580,73.2,792,728,91.9,728,91.9,0,0.0,0,0.0,2017-08-01,TJF
東證期貨,all,1144,93.5,1187,97.1,763,62.4,910,74.4,1223,1049,85.8,1060,86.7,0,0.0,0,0.0,2017-08-01,TJF
東證期貨,201708,742,96.5,755,98.2,502,65.3,587,76.3,769,697,90.6,697,90.6,0,0.0,0,0.0,2017-08-02,TJF
東證期貨,all,1134,92.9,1176,96.3,765,62.7,919,75.3,1221,1032,84.5,1043,85.4,0,0.0,0,0.0,2017-08-02,TJF
東證期貨,201708,721,97.2,732,98.7,499,67.3,579,78.0,742,681,91.8,681,91.8,0,0.0,0,0.0,2017-08-03,TJF
東證期貨,all,1150,93.6,1187,96.7,796,64.8,950,77.4,1228,1068,87.0,1068,87.0,0,0.0,0,0.0,2017-08-03,TJF
東證期貨,201708,703,97.5,714,99.0,480,66.6,560,77.7,721,663,92.0,663,92.0,0,0.0,0,0.0,2017-08-04,TJF
東證期貨,all,1163,93.9,1202,97.0,797,64.3,951,76.8,1239,1063,85.8,1074,86.7,0,0.0,0,0.0,2017-08-04,TJF
東證期貨,201708,663,96.6,674,98.3,451,65.7,529,77.1,686,627,91.4,627,91.4,0,0.0,0,0.0,2017-08-07,TJF
東證期貨,all,1107,93.5,1143,96.5,716,60.5,871,73.6,1184,1004,84.8,1015,85.7,0,0.0,0,0.0,2017-08-07,TJF
東證期貨,201708,628,96.9,639,98.6,435,67.1,512,79.0,648,598,92.3,598,92.3,0,0.0,0,0.0,2017-08-08,TJF
東證期貨,all,1084,92.5,1119,95.5,754,64.3,902,77.0,1172,988,84.3,999,85.2,0,0.0,0,0.0,2017-08-08,TJF
東證期貨,201708,394,95.4,406,98.3,330,79.9,366,88.6,413,216,52.3,216,52.3,0,0.0,0,0.0,2017-08-09,TJF
東證期貨,all,723,80.8,792,88.5,695,77.7,747,83.5,895,481,53.7,492,55.0,0,0.0,0,0.0,2017-08-09,TJF
東證期貨,201709,356,78.1,419,91.9,355,77.9,387,84.9,456,225,49.3,225,49.3,0,0.0,0,0.0,2017-08-10,TJF
東證期貨,all,375,73.0,448,87.2,406,79.0,441,85.8,514,238,46.3,238,46.3,0,0.0,0,0.0,2017-08-10,TJF
東證期貨,201709,347,70.0,426,85.9,407,82.1,442,89.1,496,180,36.3,180,36.3,52,10.5,52,10.5,2017-08-11,TJF
東證期貨,all,363,64.8,450,80.4,443,79.1,494,88.2,560,193,34.5,193,34.5,52,9.3,52,9.3,2017-08-11,TJF
東證期貨,201709,466,84.9,517,94.2,408,74.3,450,82.0,549,281,51.2,281,51.2,52,9.5,52,9.5,2017-08-14,TJF
東證期貨,all,483,79.6,548,90.3,438,72.2,494,81.4,607,294,48.4,294,48.4,52,8.6,52,8.6,2017-08-14,TJF
東證期貨,201709,475,79.2,544,90.7,420,70.0,460,76.7,600,326,54.3,326,54.3,52,8.7,52,8.7,2017-08-15,TJF
東證期貨,all,488,74.4,563,85.8,445,67.8,499,76.1,656,335,51.1,335,51.1,52,7.9,52,7.9,2017-08-15,TJF
東證期貨,201709,557,85.6,610,93.7,423,65.0,479,73.6,651,408,62.7,408,62.7,52,8.0,52,8.0,2017-08-16,TJF
