name,contract_type,buy_top5_trader_open_interest,buy_top5_trader_open_interest_per,buy_top10_trader_open_interest,buy_top10_trader_open_interest_per,sell_top5_trader_open_interest,sell_top5_trader_open_interest_per,sell_top10_trader_open_interest,sell_top10_trader_open_interest_per,market_open_interest,buy_top5_specific_open_interest,buy_top5_specific_open_interest_per,buy_top10_specific_open_interest,buy_top10_specific_open_interest_per,sell_top5_specific_open_interest,sell_top5_specific_open_interest_per,sell_top10_specific_open_interest,sell_top10_specific_open_interest_per,date,futures_id
東證期貨,all,119,86.9,127,92.7,114,83.2,124,90.5,137,111,81.0,111,81.0,0,0.0,0,0.0,2021-04-06,TJF
東證期貨,202104,37,88.1,42,100.0,35,83.3,40,95.2,42,32,76.2,32,76.2,0,0.0,0,0.0,2021-04-07,TJF
東證期貨,all,121,91.0,126,94.7,109,82.0,119,89.5,133,103,77.4,103,77.4,0,0.0,0,0.0,2021-04-07,TJF
東證期貨,202104,9,69.2,13,100.0,9,69.2,13,100.0,13,0,0.0,0,0.0,0,0.0,0,0.0,2021-04-08,TJF
東證期貨,all,81,77.9,91,87.5,91,87.5,99,95.2,104,71,68.3,71,68.3,0,0.0,0,0.0,2021-04-08,TJF
東證期貨,202105,85,95.5,89,100.0,85,95.5,89,100.0,89,70,78.7,70,78.7,0,0.0,0,0.0,2021-04-09,TJF
東證期貨,all,108,93.1,114,98.3,109,94.0,115,99.1,116,80,69.0,80,69.0,0,0.0,0,0.0,2021-04-09,TJF
東證期貨,202105,85,96.6,88,100.0,82,93.2,87,98.9,88,80,90.9,80,90.9,0,0.0,0,0.0,2021-04-12,TJF
東證期貨,all,108,94.7,113,99.1,104,91.2,111,97.4,114,101,88.6,101,88.6,0,0.0,0,0.0,2021-04-12,TJF
東證期貨,202105,67,93.1,72,100.0,65,90.3,71,98.6,72,58,80.6,58,80.6,8,11.1,8,11.1,2021-04-13,TJF
東證期貨,all,120,89.6,126,94.0,117,87.3,129,96.3,134,100,74.6,100,74.6,8,6.0,8,6.0,2021-04-13,TJF
東證期貨,202105,63,90.0,68,97.1,61,87.1,67,95.7,70,53,75.7,53,75.7,4,5.7,4,5.7,2021-04-14,TJF
東證期貨,all,128,90.1,135,95.1,123,86.6,135,95.1,142,107,75.4,107,75.4,0,0.0,4,2.8,2021-04-14,TJF
東證期貨,202105,54,88.5,59,96.7,54,88.5,59,96.7,61,48,78.7,48,78.7,0,0.0,0,0.0,2021-04-15,TJF
東證期貨,all,121,91.0,126,94.7,113,85.0,126,94.7,133,102,76.7,102,76.7,0,0.0,0,0.0,2021-04-15,TJF
東證期貨,202105,50,82.0,55,90.2,52,85.2,57,93.4,61,36,59.0,36,59.0,0,0.0,0,0.0,2021-04-16,TJF
東證期貨,all,93,85.3,99,90.8,86,78.9,99,90.8,109,78,71.6,78,71.6,0,0.0,0,0.0,2021-04-16,TJF
東證期貨,202105,34,79.1,39,90.7,36,83.7,41,95.3,43,20,46.5,20,46.5,6,14.0,6,14.0,2021-04-19,TJF
東證期貨,all,78,82.1,86,90.5,70,73.7,87,91.6,95,56,58.9,56,58.9,6,6.3,6,6.3,2021-04-19,TJF
東證期貨,202105,14,45.2,19,61.3,25,80.6,30,96.8,31,7,22.6,7,22.6,0,0.0,0,0.0,2021-04-20,TJF
東證期貨,all,50,64.9,58,75.3,62,80.5,70,90.9,77,42,54.5,42,54.5,0,0.0,0,0.0,2021-04-20,TJF
東證期貨,202105,28,65.1,35,81.4,42,97.7,43,100.0,43,20,46.5,20,46.5,0,0.0,0,0.0,2021-04-21,TJF
東證期貨,all,92,78.0,102,86.4,102,86.4,114,96.6,118,57,48.3,57,48.3,0,0.0,0,0.0,2021-04-21,TJF
東證期貨,202105,45,76.3,53,89.8,43,72.9,50,84.7,59,8,13.6,8,13.6,0,0.0,0,0.0,2021-04-22,TJF
東證期貨,all,99,79.8,110,88.7,73,58.9,99,79.8,124,8,6.5,8,6.5,10,8.1,10,8.1,2021-04-22,TJF
東證期貨,202105,26,66.7,33,84.6,31,79.5,37,94.9,39,13,33.3,13,33.3,0,0.0,0,0.0,2021-04-23,TJF
東證期貨,all,104,80.6,114,88.4,85,65.9,109,84.5,129,13,10.1,13,10.1,20,15.5,20,15.5,2021-04-23,TJF
東證期貨,202105,31,70.5,38,86.4,36,81.8,41,93.2,44,21,47.7,21,47.7,0,0.0,0,0.0,2021-04-26,TJF
東證期貨,all,108,81.2,118,88.7,82,61.7,111,83.5,133,21,15.8,21,15.8,14,10.5,14,10.5,2021-04-26,TJF
東證期貨,202105,38,67.9,49,87.5,48,85.7,53,94.6,56,22,39.3,22,39.3,0,0.0,0,0.0,2021-04-27,TJF
東證期貨,all,109,77.3,123,87.2,95,67.4,120,85.1,141,22,15.6,22,15.6,0,0.0,8,5.7,2021-04-27,TJF
東證期貨,202105,37,71.2,45,86.5,45,86.5,50,96.2,52,23,44.2,23,44.2,0,0.0,0,0.0,2021-04-28,TJF
東證期貨,all,106,78.5,118,87.4,92,68.1,115,85.2,135,23,17.0,23,17.0,0,0.0,7,5.2,2021-04-28,TJF
東證期貨,202105,37,74.0,45,90.0,45,90.0,50,100.0,50,23,46.0,23,46.0,0,0.0,0,0.0,2021-04-29,TJF
東證期貨,all,106,79.7,118,88.7,92,69.2,115,86.5,133,23,17.3,23,17.3,0,0.0,7,5.3,2021-04-29,TJF
東證期貨,202105,37,75.5,45,91.8,45,91.8,49,100.0,49,23,46.9,23,46.9,0,0.0,0,0.0,2021-05-03,TJF
東證期貨,all,106,80.3,118,89.4,92,69.7,115,87.1,132,23,17.4,23,17.4,0,0.0,7,5.3,2021-05-03,TJF
東證期貨,202105,38,77.6,45,91.8,44,89.8,49,100.0,49,20,40.8,20,40.8,0,0.0,0,0.0,2021-05-04,TJF
東證期貨,all,108,80.6,121,90.3,92,68.7,117,87.3,134,22,16.4,22,16.4,0,0.0,0,0.0,2021-05-04,TJF
東證期貨,202105,42,84.0,48,96.0,45,90.0,50,100.0,50,24,48.0,24,48.0,0,0.0,0,0.0,2021-05-05,TJF
東證期貨,all,110,82.1,123,91.8,92,68.7,120,89.6,134,24,17.9,24,17.9,0,0.0,8,6.0,2021-05-05,TJF
東證期貨,202105,42,85.7,48,98.0,43,87.8,48,98.0,49,22,44.9,22,44.9,13,26.5,13,26.5,2021-05-06,TJF
東證期貨,all,148,85.1,161,92.5,127,73.0,159,91.4,174,37,21.3,37,21.3,0,0.0,13,7.5,2021-05-06,TJF
東證期貨,202105,40,87.0,46,100.0,42,91.3,46,100.0,46,21,45.7,21,45.7,11,23.9,11,23.9,2021-05-07,TJF
東證期貨,all,164,88.2,177,95.2,128,68.8,169,90.9,186,50,26.9,50,26.9,0,0.0,11,5.9,2021-05-07,TJF
東證期貨,202105,43,91.5,47,100.0,43,91.5,47,100.0,47,24,51.1,24,51.1,16,34.0,16,34.0,2021-05-10,TJF
東證期貨,all,173,90.6,184,96.3,123,64.4,168,88.0,191,52,27.2,52,27.2,16,8.4,16,8.4,2021-05-10,TJF
東證期貨,202105,43,84.3,51,100.0,48,94.1,51,100.0,51,25,49.0,25,49.0,16,31.4,16,31.4,2021-05-11,TJF
東證期貨,all,149,86.6,163,94.8,128,74.4,157,91.3,172,46,26.7,46,26.7,16,9.3,16,9.3,2021-05-11,TJF
東證期貨,202105,18,90.0,20,100.0,20,100.0,20,100.0,20,0,0.0,0,0.0,4,20.0,4,20.0,2021-05-12,TJF
東證期貨,all,131,91.0,140,97.2,117,81.2,136,94.4,144,32,22.2,32,22.2,0,0.0,4,2.8,2021-05-12,TJF
東證期貨,202105,14,93.3,15,100.0,15,100.0,15,100.0,15,0,0.0,0,0.0,0,0.0,0,0.0,2021-05-13,TJF
東證期貨,all,66,72.5,79,86.8,80,87.9,88,96.7,91,11,12.1,11,12.1,0,0.0,2,2.2,2021-05-13,TJF
東證期貨,202106,93,94.9,98,100.0,77,78.6,91,92.9,98,25,25.5,25,25.5,0,0.0,4,4.1,2021-05-14,TJF
東證期貨,all,93,93.0,99,99.0,77,77.0,91,91.0,100,25,25.0,25,25.0,0,0.0,4,4.0,2021-05-14,TJF
東證期貨,202106,93,96.9,96,100.0,72,75.0,86,89.6,96,12,12.5,12,12.5,14,14.6,14,14.6,2021-05-17,TJF
東證期貨,all,108,94.7,114,100.0,83,72.8,100,87.7,114,22,19.3,22,19.3,14,12.3,14,12.3,2021-05-17,TJF
東證期貨,202106,62,96.9,64,100.0,51,79.7,59,92.2,64,29,45.3,29,45.3,16,25.0,16,25.0,2021-05-18,TJF
東證期貨,all,101,97.1,104,100.0,81,77.9,95,91.3,104,49,47.1,49,47.1,16,15.4,16,15.4,2021-05-18,TJF
東證期貨,202106,54,94.7,57,100.0,42,73.7,51,89.5,57,11,19.3,11,19.3,11,19.3,11,19.3,2021-05-19,TJF
東證期貨,all,97,95.1,102,100.0,72,70.6,87,85.3,102,22,21.6,22,21.6,11,10.8,11,10.8,2021-05-19,TJF
東證期貨,202106,39,86.7,44,97.8,28,62.2,38,84.4,45,26,57.8,26,57.8,0,0.0,0,0.0,2021-05-20,TJF
東證期貨,all,94,92.2,99,97.1,65,63.7,83,81.4,102,60,58.8,61,59.8,0,0.0,0,0.0,2021-05-20,TJF
東證期貨,202106,54,94.7,57,100.0,39,68.4,48,84.2,57,31,54.4,31,54.4,0,0.0,0,0.0,2021-05-21,TJF
東證期貨,all,95,94.1,101,100.0,68,67.3,85,84.2,101,54,53.5,54,53.5,0,0.0,0,0.0,2021-05-21,TJF
東證期貨,202106,56,94.9,59,100.0,38,64.4,48,81.4,59,39,66.1,39,66.1,0,0.0,0,0.0,2021-05-24,TJF
東證期貨,all,107,93.0,114,99.1,75,65.2,94,81.7,115,62,53.9,62,53.9,0,0.0,0,0.0,2021-05-24,TJF
東證期貨,202106,42,89.4,47,100.0,34,72.3,41,87.2,47,26,55.3,26,55.3,0,0.0,0,0.0,2021-05-25,TJF
東證期貨,all,84,91.3,90,97.8,67,72.8,80,87.0,92,38,41.3,38,41.3,0,0.0,0,0.0,2021-05-25,TJF
東證期貨,202106,37,90.2,41,100.0,31,75.6,36,87.8,41,8,19.5,8,19.5,0,0.0,0,0.0,2021-05-26,TJF
東證期貨,all,87,93.5,93,100.0,67,72.0,79,84.9,93,28,30.1,28,30.1,0,0.0,0,0.0,2021-05-26,TJF
東證期貨,202106,40,85.1,47,100.0,34,72.3,41,87.2,47,10,21.3,10,21.3,7,14.9,7,14.9,2021-05-27,TJF
東證期貨,all,91,89.2,100,98.0,70,68.6,87,85.3,102,32,31.4,32,31.4,7,6.9,7,6.9,2021-05-27,TJF
東證期貨,202106,39,90.7,43,100.0,33,76.7,38,88.4,43,8,18.6,8,18.6,4,9.3,4,9.3,2021-05-28,TJF
東證期貨,202304,56,88.9,62,98.4,62,98.4,63,100.0,63,33,52.4,33,52.4,3,4.8,3,4.8,2021-05-28,TJF
東證期貨,all,90,91.8,97,99.0,70,71.4,84,85.7,98,30,30.6,30,30.6,0,0.0,3,3.1,2021-05-28,TJF
東證期貨,202106,18,62.1,26,89.7,27,93.1,29,100.0,29,4,13.8,4,13.8,3,10.3,3,10.3,2021-05-31,TJF
東證期貨,all,73,83.9,82,94.3,69,79.3,80,92.0,87,26,29.9,26,29.9,0,0.0,3,3.4,2021-05-31,TJF
東證期貨,202106,34,79.1,41,95.3,39,90.7,43,100.0,43,25,58.1,25,58.1,3,7.0,3,7.0,2021-06-01,TJF
東證期貨,all,87,86.1,96,95.0,77,76.2,91,90.1,101,47,46.5,47,46.5,0,0.0,3,3.0,2021-06-01,TJF
東證期貨,202106,32,76.2,39,92.9,35,83.3,40,95.2,42,11,26.2,11,26.2,3,7.1,3,7.1,2021-06-02,TJF
東證期貨,all,89,87.3,97,95.1,73,71.6,88,86.3,102,34,33.3,34,33.3,0,0.0,3,2.9,2021-06-02,TJF
東證期貨,202106,37,90.2,41,100.0,36,87.8,41,100.0,41,12,29.3,12,29.3,5,12.2,5,12.2,2021-06-03,TJF
東證期貨,all,87,89.7,94,96.9,72,74.2,84,86.6,97,28,28.9,28,28.9,0,0.0,5,5.2,2021-06-03,TJF
東證期貨,202106,56,93.3,60,100.0,51,85.0,56,93.3,60,7,11.7,7,11.7,20,33.3,20,33.3,2021-06-04,TJF
東證期貨,all,105,89.7,113,96.6,84,71.8,98,83.8,117,13,11.1,13,11.1,17,14.5,20,17.1,2021-06-04,TJF
東證期貨,202106,96,96.0,100,100.0,87,87.0,95,95.0,100,15,15.0,15,15.0,15,15.0,18,18.0,2021-06-07,TJF
東證期貨,all,145,91.8,153,96.8,109,69.0,136,86.1,158,21,13.3,21,13.3,15,9.5,18,11.4,2021-06-07,TJF
東證期貨,202106,80,97.6,82,100.0,73,89.0,78,95.1,82,7,8.5,7,8.5,45,54.9,45,54.9,2021-06-08,TJF
東證期貨,all,140,90.9,149,96.8,112,72.7,131,85.1,154,23,14.9,23,14.9,42,27.3,45,29.2,2021-06-08,TJF
東證期貨,202106,69,100.0,69,100.0,67,97.1,69,100.0,69,0,0.0,0,0.0,44,63.8,44,63.8,2021-06-09,TJF
東證期貨,all,135,95.1,141,99.3,113,79.6,128,90.1,142,0,0.0,0,0.0,44,31.0,47,33.1,2021-06-09,TJF
東證期貨,202106,69,100.0,69,100.0,69,100.0,69,100.0,69,0,0.0,0,0.0,46,66.7,46,66.7,2021-06-10,TJF
東證期貨,all,131,94.9,136,98.6,110,79.7,125,90.6,138,0,0.0,0,0.0,43,31.2,46,33.3,2021-06-10,TJF
東證期貨,202107,51,92.7,55,100.0,47,85.5,53,96.4,55,1,1.8,1,1.8,2,3.6,2,3.6,2021-06-11,TJF
東證期貨,all,54,88.5,59,96.7,47,77.0,56,91.8,61,0,0.0,1,1.6,2,3.3,2,3.3,2021-06-11,TJF
東證期貨,202107,59,95.2,62,100.0,51,82.3,57,91.9,62,15,24.2,15,24.2,6,9.7,6,9.7,2021-06-15,TJF
東證期貨,all,63,90.0,68,97.1,52,74.3,61,87.1,70,16,22.9,16,22.9,6,8.6,6,8.6,2021-06-15,TJF
東證期貨,202107,56,96.6,58,100.0,49,84.5,55,94.8,58,14,24.1,14,24.1,4,6.9,4,6.9,2021-06-16,TJF
東證期貨,all,64,91.4,69,98.6,50,71.4,61,87.1,70,17,24.3,17,24.3,4,5.7,4,5.7,2021-06-16,TJF
東證期貨,202107,55,98.2,56,100.0,47,83.9,54,96.4,56,20,35.7,20,35.7,3,5.4,3,5.4,2021-06-17,TJF
東證期貨,all,64,91.4,69,98.6,51,72.9,63,90.0,70,26,37.1,26,37.1,3,4.3,3,4.3,2021-06-17,TJF
東證期貨,202107,50,90.9,55,100.0,47,85.5,54,98.2,55,15,27.3,15,27.3,3,5.5,3,5.5,2021-06-18,TJF
東證期貨,all,63,85.1,68,91.9,56,75.7,69,93.2,74,22,29.7,22,29.7,3,4.1,3,4.1,2021-06-18,TJF
東證期貨,202107,48,92.3,52,100.0,48,92.3,52,100.0,52,39,75.0,39,75.0,0,0.0,0,0.0,2021-06-21,TJF
東證期貨,all,73,84.9,80,93.0,74,86.0,84,97.7,86,63,73.3,63,73.3,0,0.0,0,0.0,2021-06-21,TJF
東證期貨,202107,54,94.7,57,100.0,48,84.2,54,94.7,57,40,70.2,40,70.2,0,0.0,0,0.0,2021-06-22,TJF
東證期貨,all,82,90.1,89,97.8,70,76.9,82,90.1,91,48,52.7,48,52.7,0,0.0,0,0.0,2021-06-22,TJF
東證期貨,202107,54,90.0,60,100.0,54,90.0,59,98.3,60,43,71.7,43,71.7,0,0.0,0,0.0,2021-06-23,TJF
東證期貨,all,73,78.5,83,89.2,74,79.6,86,92.5,93,43,46.2,43,46.2,0,0.0,0,0.0,2021-06-23,TJF
東證期貨,202107,50,89.3,56,100.0,51,91.1,56,100.0,56,44,78.6,44,78.6,0,0.0,0,0.0,2021-06-24,TJF
東證期貨,all,87,78.4,99,89.2,95,85.6,106,95.5,111,52,46.8,52,46.8,0,0.0,0,0.0,2021-06-24,TJF
東證期貨,202107,65,94.2,69,100.0,63,91.3,68,98.6,69,58,84.1,58,84.1,0,0.0,0,0.0,2021-06-25,TJF
東證期貨,all,101,81.5,114,91.9,105,84.7,117,94.4,124,58,46.8,58,46.8,5,4.0,5,4.0,2021-06-25,TJF
東證期貨,202107,43,93.5,46,100.0,42,91.3,46,100.0,46,36,78.3,36,78.3,0,0.0,0,0.0,2021-06-28,TJF
東證期貨,all,115,84.6,127,93.4,119,87.5,130,95.6,136,72,52.9,72,52.9,0,0.0,0,0.0,2021-06-28,TJF
東證期貨,202107,43,95.6,45,100.0,43,95.6,45,100.0,45,35,77.8,35,77.8,0,0.0,0,0.0,2021-06-29,TJF
東證期貨,all,117,83.6,131,93.6,127,90.7,137,97.9,140,74,52.9,74,52.9,0,0.0,0,0.0,2021-06-29,TJF
東證期貨,202107,47,83.9,53,94.6,56,100.0,56,100.0,56,37,66.1,37,66.1,0,0.0,0,0.0,2021-06-30,TJF
東證期貨,all,119,78.8,135,89.4,140,92.7,150,99.3,151,76,50.3,76,50.3,0,0.0,0,0.0,2021-06-30,TJF
東證期貨,202107,52,82.5,60,95.2,61,96.8,63,100.0,63,40,63.5,40,63.5,0,0.0,0,0.0,2021-07-01,TJF
東證期貨,all,129,78.2,147,89.1,145,87.9,160,97.0,165,86,52.1,86,52.1,0,0.0,0,0.0,2021-07-01,TJF
東證期貨,202107,54,83.1,61,93.8,61,93.8,65,100.0,65,41,63.1,41,63.1,0,0.0,0,0.0,2021-07-02,TJF
東證期貨,all,130,76.5,150,88.2,150,88.2,162,95.3,170,87,51.2,87,51.2,0,0.0,0,0.0,2021-07-02,TJF
東證期貨,202107,70,84.3,80,96.4,79,95.2,83,100.0,83,51,61.4,51,61.4,0,0.0,0,0.0,2021-07-05,TJF
東證期貨,all,160,76.9,184,88.5,189,90.9,201,96.6,208,108,51.9,108,51.9,0,0.0,0,0.0,2021-07-05,TJF
東證期貨,202107,66,89.2,72,97.3,71,95.9,74,100.0,74,50,67.6,50,67.6,0,0.0,0,0.0,2021-07-06,TJF
東證期貨,all,173,79.0,195,89.0,197,90.0,211,96.3,219,106,48.4,106,48.4,0,0.0,0,0.0,2021-07-06,TJF
東證期貨,202107,35,76.1,43,93.5,46,100.0,46,100.0,46,7,15.2,7,15.2,0,0.0,0,0.0,2021-07-07,TJF
東證期貨,all,147,68.4,176,81.9,198,92.1,211,98.1,215,63,29.3,63,29.3,0,0.0,0,0.0,2021-07-07,TJF
東證期貨,202107,35,71.4,45,91.8,49,100.0,49,100.0,49,0,0.0,0,0.0,0,0.0,0,0.0,2021-07-08,TJF
東證期貨,all,138,60.5,180,78.9,215,94.3,226,99.1,228,43,18.9,43,18.9,0,0.0,0,0.0,2021-07-08,TJF
東證期貨,202108,143,75.7,171,90.5,177,93.7,188,99.5,189,46,24.3,46,24.3,9,4.8,9,4.8,2021-07-09,TJF
東證期貨,all,153,72.5,184,87.2,189,89.6,207,98.1,211,56,26.5,56,26.5,9,4.3,9,4.3,2021-07-09,TJF
東證期貨,202108,139,79.4,165,94.3,163,93.1,173,98.9,175,39,22.3,39,22.3,0,0.0,3,1.7,2021-07-12,TJF
東證期貨,all,149,74.9,178,89.4,175,87.9,192,96.5,199,49,24.6,49,24.6,0,0.0,3,1.5,2021-07-12,TJF
東證期貨,202108,133,79.6,158,94.6,151,90.4,160,95.8,167,30,18.0,30,18.0,0,0.0,3,1.8,2021-07-13,TJF
東證期貨,all,142,75.1,171,90.5,164,86.8,179,94.7,189,39,20.6,39,20.6,0,0.0,3,1.6,2021-07-13,TJF
東證期貨,202108,126,77.3,153,93.9,149,91.4,156,95.7,163,27,16.6,27,16.6,0,0.0,0,0.0,2021-07-14,TJF
東證期貨,all,134,72.8,165,89.7,162,88.0,175,95.1,184,35,19.0,35,19.0,0,0.0,0,0.0,2021-07-14,TJF
東證期貨,202108,127,69.0,164,89.1,178,96.7,184,100.0,184,29,15.8,29,15.8,0,0.0,0,0.0,2021-07-15,TJF
東證期貨,all,140,64.8,184,85.2,204,94.4,214,99.1,216,35,16.2,35,16.2,0,0.0,0,0.0,2021-07-15,TJF
東證期貨,202108,114,65.5,151,86.8,169,97.1,174,100.0,174,16,9.2,16,9.2,0,0.0,0,0.0,2021-07-16,TJF
東證期貨,all,136,62.7,180,82.9,206,94.9,216,99.5,217,20,9.2,20,9.2,0,0.0,0,0.0,2021-07-16,TJF
東證期貨,202108,116,66.7,147,84.5,165,94.8,173,99.4,174,13,7.5,13,7.5,6,3.4,6,3.4,2021-07-19,TJF
東證期貨,all,144,61.3,188,80.0,212,90.2,231,98.3,235,35,14.9,35,14.9,6,2.6,6,2.6,2021-07-19,TJF
東證期貨,202108,110,65.5,142,84.5,161,95.8,167,99.4,168,0,0.0,0,0.0,16,9.5,16,9.5,2021-07-20,TJF
東證期貨,all,158,65.0,196,80.7,217,89.3,238,97.9,243,57,23.5,57,23.5,11,4.5,16,6.6,2021-07-20,TJF
東證期貨,202108,118,70.2,146,86.9,160,95.2,166,98.8,168,0,0.0,0,0.0,10,6.0,10,6.0,2021-07-21,TJF
東證期貨,all,168,68.0,209,84.6,208,84.2,237,96.0,247,64,25.9,64,25.9,0,0.0,10,4.0,2021-07-21,TJF
東證期貨,202108,121,69.9,152,87.9,160,92.5,168,97.1,173,0,0.0,7,4.0,10,5.8,10,5.8,2021-07-22,TJF
東證期貨,all,169,67.6,213,85.2,208,83.2,234,93.6,250,65,26.0,65,26.0,0,0.0,10,4.0,2021-07-22,TJF
東證期貨,202108,121,69.5,154,88.5,156,89.7,165,94.8,174,0,0.0,9,5.2,10,5.7,10,5.7,2021-07-23,TJF
東證期貨,all,171,68.1,215,85.7,206,82.1,230,91.6,251,67,26.7,67,26.7,10,4.0,10,4.0,2021-07-23,TJF
東證期貨,202108,123,73.2,153,91.1,157,93.5,164,97.6,168,16,9.5,16,9.5,2,1.2,2,1.2,2021-07-26,TJF
東證期貨,all,180,73.8,214,87.7,214,87.7,232,95.1,244,73,29.9,73,29.9,0,0.0,2,0.8,2021-07-26,TJF
東證期貨,202108,116,75.3,140,90.9,140,90.9,148,96.1,154,10,6.5,10,6.5,5,3.2,5,3.2,2021-07-27,TJF
東證期貨,all,170,74.2,202,88.2,191,83.4,212,92.6,229,63,27.5,63,27.5,0,0.0,5,2.2,2021-07-27,TJF
東證期貨,202108,113,73.9,137,89.5,143,93.5,151,98.7,153,13,8.5,13,8.5,0,0.0,0,0.0,2021-07-28,TJF
東證期貨,all,166,73.1,198,87.2,193,85.0,216,95.2,227,65,28.6,65,28.6,0,0.0,0,0.0,2021-07-28,TJF
東證期貨,202108,110,73.3,133,88.7,141,94.0,148,98.7,150,15,10.0,15,10.0,0,0.0,1,0.7,2021-07-29,TJF
東證期貨,all,170,74.6,202,88.6,193,84.6,216,94.7,228,68,29.8,68,29.8,0,0.0,0,0.0,2021-07-29,TJF
東證期貨,202108,124,78.0,147,92.5,147,92.5,155,97.5,159,29,18.2,29,18.2,0,0.0,0,0.0,2021-07-30,TJF
東證期貨,all,185,75.8,218,89.3,198,81.1,227,93.0,244,83,34.0,83,34.0,0,0.0,0,0.0,2021-07-30,TJF
東證期貨,202108,117,79.1,139,93.9,132,89.2,142,95.9,148,15,10.1,15,10.1,3,2.0,3,2.0,2021-08-02,TJF
東證期貨,all,181,76.4,214,90.3,186,78.5,208,87.8,237,70,29.5,70,29.5,0,0.0,0,0.0,2021-08-02,TJF
東證期貨,202108,117,81.2,135,93.8,137,95.1,144,100.0,144,29,20.1,29,20.1,0,0.0,0,0.0,2021-08-03,TJF
東證期貨,all,155,71.4,196,90.3,186,85.7,205,94.5,217,37,17.1,52,24.0,0,0.0,0,0.0,2021-08-03,TJF
東證期貨,202108,113,83.7,125,92.6,131,97.0,135,100.0,135,16,11.9,16,11.9,0,0.0,0,0.0,2021-08-04,TJF
東證期貨,all,162,75.7,192,89.7,186,86.9,204,95.3,214,34,15.9,34,15.9,0,0.0,0,0.0,2021-08-04,TJF
東證期貨,202108,118,84.3,131,93.6,133,95.0,138,98.6,140,51,36.4,54,38.6,0,0.0,0,0.0,2021-08-05,TJF
東證期貨,all,181,77.7,211,90.6,193,82.8,212,91.0,233,51,21.9,51,21.9,11,4.7,11,4.7,2021-08-05,TJF
東證期貨,202108,118,81.9,136,94.4,138,95.8,143,99.3,144,51,35.4,51,35.4,1,0.7,1,0.7,2021-08-06,TJF
東證期貨,all,183,76.2,220,91.7,200,83.3,221,92.1,240,51,21.2,51,21.2,10,4.2,10,4.2,2021-08-06,TJF
東證期貨,202108,118,83.1,136,95.8,137,96.5,142,100.0,142,50,35.2,50,35.2,1,0.7,1,0.7,2021-08-09,TJF
東證期貨,all,184,76.3,221,91.7,204,84.6,225,93.4,241,50,20.7,50,20.7,15,6.2,15,6.2,2021-08-09,TJF
東證期貨,202108,97,89.0,109,100.0,106,97.2,109,100.0,109,29,26.6,33,30.3,0,0.0,0,0.0,2021-08-10,TJF
東證期貨,all,171,78.4,202,92.7,184,84.4,203,93.1,218,29,13.3,33,15.1,15,6.9,15,6.9,2021-08-10,TJF
東證期貨,202108,99,93.4,106,100.0,102,96.2,106,100.0,106,33,31.1,33,31.1,0,0.0,0,0.0,2021-08-11,TJF
東證期貨,all,176,77.5,212,93.4,172,75.8,197,86.8,227,33,14.5,33,14.5,16,7.0,16,7.0,2021-08-11,TJF
東證期貨,202108,65,91.5,71,100.0,68,95.8,71,100.0,71,5,7.0,5,7.0,0,0.0,0,0.0,2021-08-12,TJF
東證期貨,all,197,86.0,221,96.5,168,73.4,194,84.7,229,0,0.0,5,2.2,18,7.9,25,10.9,2021-08-12,TJF
東證期貨,202109,141,94.0,150,100.0,97,64.7,120,80.0,150,0,0.0,0,0.0,15,10.0,15,10.0,2021-08-13,TJF
東證期貨,all,337,91.8,363,98.9,309,84.2,333,90.7,367,203,55.3,203,55.3,15,4.1,15,4.1,2021-08-13,TJF
東證期貨,202109,138,85.2,160,98.8,128,79.0,149,92.0,162,12,7.4,12,7.4,30,18.5,30,18.5,2021-08-16,TJF
東證期貨,all,138,80.7,166,97.1,132,77.2,155,90.6,171,12,7.0,12,7.0,34,19.9,34,19.9,2021-08-16,TJF
東證期貨,202109,118,92.2,128,100.0,85,66.4,109,85.2,128,0,0.0,4,3.1,16,12.5,16,12.5,2021-08-17,TJF
東證期貨,all,131,87.3,146,97.3,102,68.0,127,84.7,150,0,0.0,4,2.7,31,20.7,31,20.7,2021-08-17,TJF
東證期貨,202109,90,88.2,101,99.0,66,64.7,87,85.3,102,49,48.0,49,48.0,0,0.0,0,0.0,2021-08-18,TJF
東證期貨,all,111,78.7,132,93.6,92,65.2,119,84.4,141,44,31.2,49,34.8,32,22.7,32,22.7,2021-08-18,TJF
東證期貨,202109,104,94.5,110,100.0,63,57.3,89,80.9,110,61,55.5,61,55.5,0,0.0,0,0.0,2021-08-19,TJF
東證期貨,all,131,87.3,144,96.0,85,56.7,112,74.7,150,61,40.7,61,40.7,28,18.7,28,18.7,2021-08-19,TJF
東證期貨,202109,114,93.4,120,98.4,70,57.4,96,78.7,122,69,56.6,69,56.6,0,0.0,0,0.0,2021-08-20,TJF
東證期貨,all,138,83.6,156,94.5,99,60.0,126,76.4,165,69,41.8,69,41.8,28,17.0,28,17.0,2021-08-20,TJF
東證期貨,202109,101,97.1,104,100.0,78,75.0,94,90.4,104,65,62.5,65,62.5,0,0.0,2,1.9,2021-08-23,TJF
東證期貨,all,128,86.5,142,95.9,105,70.9,128,86.5,148,65,43.9,65,43.9,23,15.5,23,15.5,2021-08-23,TJF
東證期貨,202109,106,94.6,112,100.0,80,71.4,99,88.4,112,72,64.3,72,64.3,0,0.0,0,0.0,2021-08-24,TJF
