出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
1140817,11407,8946,雙子星,其他,44138,44553,50127,-0.9314748726236168,-11.947652961477846,333989,349203,-4.3567781490995205,-
1140817,11407,8948,北視有線,其他,65182,64816,67156,0.5646753887928907,-2.939424623265233,450920,459796,-1.9304213172798372,-
1140817,11407,8951,新竹振道,其他,50896,50003,51882,1.7858928464292143,-1.9004664430823792,352872,365859,-3.54972817396866,-
1140817,11407,8952,金頻道,其他,30412,30327,30149,0.28027829986480696,0.8723340740986434,211950,211577,0.17629515495540632,-
1140817,11407,8953,吉隆有線,其他,42877,41908,46566,2.312207693041901,-7.922089077867972,311501,324672,-4.056709540705697,-
1140817,11407,8955,北健有線,其他,52118,66733,60392,-21.900708794749224,-13.700490131143198,414039,421757,-1.8299636994762387,-
1140817,11407,8956,台灣數位,其他,33909,37618,34644,-9.859641660907013,-2.121579494284725,245433,247977,-1.0259015957125055,-
1140817,11407,8957,新唐城,其他,28446,29593,27433,-3.875916601899098,3.6926329603032846,195168,192855,1.1993466594073268,-
1140817,11407,8960,紅樹林,其他,29976,29738,31485,0.8003228192884525,-4.792758456407813,209965,219922,-4.527514300524731,-
1140817,11407,8962,新視波,其他,57313,57274,64585,0.0680937249013514,-11.259580397925214,422140,453835,-6.983815703945266,-
1140817,11407,8963,新台北,其他,35460,35167,35276,0.833167458128359,0.5216010885587935,249494,248465,0.4141428370192985,-
1140817,11407,8965,家和有線,其他,29956,30019,34589,-0.20986708418001931,-13.394431755760502,224170,239576,-6.430527264834541,-
1140817,11407,8966,鳳信有線,其他,82870,82823,85510,0.05674752182364802,-3.087358203718863,585441,604926,-3.2210551373225815,-
1140817,11407,8967,慶聯有線,其他,90851,90200,99588,0.7217294900221729,-8.77314535887858,665477,702869,-5.319910253546536,-
1140817,11407,8968,陽明山,其他,38988,38685,38570,0.7832493214424195,1.083743842364532,272687,271291,0.5145765985602176,-
1140817,11407,8969,北桃園,其他,68767,67835,69704,1.3739220166580675,-1.3442557098588317,477251,489446,-2.491592535233713,-
1140817,11407,8970,大揚有線,其他,20293,23078,21601,-12.067770170725366,-6.055275218739873,154556,165000,-6.32969696969697,-
1140817,11407,8971,南桃園,其他,125666,119801,125818,4.895618567457701,-0.12080942313500453,859963,877050,-1.9482355623966707,-
1140817,11407,8973,澎湖有線,其他,8419,8234,8392,2.246781637114404,0.3217349857006673,58197,61292,-5.049598642563467,-
1140817,11407,8974,世新有線,其他,25348,28119,28327,-9.854546747750632,-10.516468387051223,185096,193123,-4.156418448346391,-
1140817,11407,8975,觀昇有線,其他,55421,55536,56362,-0.2070728896571593,-1.6695646002625883,390205,398157,-1.9972021087159086,-
1140817,11407,8976,聯維有線,其他,14367,14265,18726,0.7150368033648791,-23.277795578340275,101403,154087,-34.191073873850485,-
1140817,11407,8977,南國有線,其他,43554,46778,45148,-6.892128778485613,-3.5306104367856825,318941,329846,-3.306088295750138,-
1140817,11407,8978,大安文山,其他,32698,30857,31229,5.966231325145023,4.703961061833552,218650,217978,0.3082879923662021,-
1140817,11407,8980,萬象有線,其他,16206,14235,16142,13.846153846153847,0.39648122909181016,111831,119309,-6.2677585094167245,-
1140817,11407,8981,麗冠有線,其他,13772,13947,15954,-1.2547501254750126,-13.676820859972421,105705,113625,-6.97029702970297,-
1140817,11407,8982,信和有線,其他,27522,27079,27715,1.6359540603419624,-0.6963738047988454,192823,195945,-1.5933042435377274,-
1140817,11407,8983,豐盟有線,其他,64227,63714,64956,0.8051605612581222,-1.1222981710696471,447899,458122,-2.2315016523982694,-
1140817,11407,8985,國聲有線,其他,16919,20496,18312,-17.452185792349727,-7.607033639143731,129821,132841,-2.2733945092253145,-
1140817,11407,8986,台灣佳光,其他,40680,40391,41153,0.7155059295387587,-1.1493694262872696,285589,297858,-4.119076875558152,-
1140817,11407,8987,東台有線,其他,11265,13858,10291,-18.711213739356328,9.464580701583909,105015,82407,27.434562597837562,-
1140817,11407,8988,大屯有線,其他,30093,30119,30679,-0.08632424715295993,-1.910101372274194,212584,219264,-3.046555750145943,-
1140817,11407,8990,港都電視,其他,59774,60133,65344,-0.5970099612525568,-8.524118511263467,441986,462268,-4.3874981612398,-
1140817,11407,8991,三大有線電視,其他,46286,46091,47821,0.4230760886073203,-3.2098868697852407,326451,339930,-3.9652281352043066,-
1140817,11407,8992,新頻道有,其他,63620,63494,63222,0.19844394745960248,0.6295276960551707,446712,388596,14.955377821696569,-
1140817,11407,8995,北港有線,其他,15035,15762,16026,-4.612358837710951,-6.1837014850867345,108105,114255,-5.382696599711172,-
1140817,11407,9963,台電,其他,95670147,87050878,86013513,9.901415353903726,11.226880129869826,513488313,447096339,14.849590168529652,-
1140817,11407,9964,欣泉投資,其他,21542,12932,13255,66.57902876585214,62.51980384760468,56651,54692,3.5818766912894024,-
1140817,11407,9968,華歌爾,其他,198165,176959,212304,11.983566814911928,-6.659789735473661,1398476,1523943,-8.233050711214265,-
1140817,11407,9971,立大開發,其他,333328,329163,431404,1.2653305505175247,-22.7341424743396,2437410,2627842,-7.246706613259092,-
1140817,11407,9977,新永安,其他,77866,78350,80848,-0.6177409061901723,-3.688402928953097,551587,576526,-4.325737260765343,-
1140817,11407,9978,長榮空廚,其他,559072,544902,500383,2.600467607019244,11.728815727153,3835509,3442367,11.42068814859078,-
1140817,11407,9982,三冠王,其他,43046,43704,48352,-1.505583012996522,-10.973692918596957,327885,339932,-3.543944082934234,-
1140817,11407,9983,永佳樂,其他,63772,63112,65787,1.045759918874382,-3.062915165610227,449069,460946,-2.576657569433296,-
1140817,11407,9984,全聯有線,其他,40857,40901,40861,-0.10757683186230166,-0.009789285626881378,285782,287864,-0.7232582052635967,-
1140817,11407,9985,觀天下,其他,31239,31143,32314,0.3082554667180426,-3.3267314476697405,220278,229785,-4.137345779750636,-
1140817,11407,9986,南天有線,其他,46878,47242,48116,-0.7705008255365988,-2.5729487072907142,331266,338149,-2.035493229316071,-
