date,stock_id,close
2017-05-25,2330,96.89
2017-05-26,2330,96.94
2017-05-31,2330,97.0
2017-06-01,2330,97.05
2017-06-02,2330,97.11
2017-06-03,2330,97.16
2017-06-05,2330,97.22
2017-06-06,2330,97.28
2017-06-07,2330,97.33
2017-06-08,2330,97.39
2017-06-09,2330,97.45
2017-06-12,2330,97.5
2017-06-13,2330,97.56
2017-06-14,2330,97.62
2017-06-15,2330,97.67
2017-06-16,2330,97.73
2017-06-19,2330,97.79
2017-06-20,2330,97.85
2017-06-21,2330,97.91
2017-06-22,2330,97.97
2017-06-23,2330,98.03
2017-06-26,2330,98.09
2017-06-27,2330,98.14
2017-06-28,2330,98.2
2017-06-29,2330,98.25
2017-06-30,2330,98.31
2017-07-03,2330,98.37
2017-07-04,2330,98.42
2017-07-05,2330,98.48
2017-07-06,2330,98.54
2017-07-07,2330,98.59
2017-07-10,2330,98.64
2017-07-11,2330,98.7
2017-07-12,2330,98.76
2017-07-13,2330,98.82
2017-07-14,2330,98.88
2017-07-17,2330,98.93
2017-07-18,2330,98.99
2017-07-19,2330,99.05
2017-07-20,2330,99.11
2017-07-21,2330,99.17
2017-07-24,2330,99.23
2017-07-25,2330,99.29
2017-07-26,2330,99.35
2017-07-27,2330,99.41
2017-07-28,2330,99.46
2017-07-31,2330,99.52
2017-08-01,2330,99.58
2017-08-02,2330,99.64
2017-08-03,2330,99.69
2017-08-04,2330,99.75
2017-08-07,2330,99.81
2017-08-08,2330,99.87
2017-08-09,2330,99.92
2017-08-10,2330,99.98
2017-08-11,2330,100.04
2017-08-14,2330,100.09
2017-08-15,2330,100.15
2017-08-16,2330,100.21
2017-08-17,2330,100.26
2017-08-18,2330,100.32
2017-08-21,2330,100.37
2017-08-22,2330,100.43
2017-08-23,2330,100.49
2017-08-24,2330,100.55
2017-08-25,2330,100.61
2017-08-28,2330,100.67
2017-08-29,2330,100.73
2017-08-30,2330,100.79
2017-08-31,2330,100.85
2017-09-01,2330,100.91
2017-09-04,2330,100.97
2017-09-05,2330,101.03
2017-09-06,2330,101.09
2017-09-07,2330,101.15
2017-09-08,2330,101.22
2017-09-11,2330,101.28
2017-09-12,2330,101.34
2017-09-13,2330,101.4
2017-09-14,2330,101.46
2017-09-15,2330,101.53
2017-09-18,2330,101.59
2017-09-19,2330,101.65
2017-09-20,2330,101.72
2017-09-21,2330,101.78
2017-09-22,2330,101.85
2017-09-25,2330,101.91
2017-09-26,2330,101.97
2017-09-27,2330,102.03
2017-09-28,2330,102.09
2017-09-29,2330,102.15
2017-09-30,2330,102.22
2017-10-02,2330,102.28
2017-10-03,2330,102.34
2017-10-05,2330,102.41
2017-10-06,2330,102.47
2017-10-11,2330,102.54
2017-10-12,2330,102.61
2017-10-13,2330,102.68
2017-10-16,2330,102.75
2017-10-17,2330,102.82
2017-10-18,2330,102.89
2017-10-19,2330,102.96
2017-10-20,2330,103.04
2017-10-23,2330,103.11
2017-10-24,2330,103.18
2017-10-25,2330,103.25
2017-10-26,2330,103.32
2017-10-27,2330,103.39
2017-10-30,2330,103.46
2017-10-31,2330,103.53
2017-11-01,2330,103.6
2017-11-02,2330,103.68
2017-11-03,2330,103.75
2017-11-06,2330,103.82
2017-11-07,2330,103.89
2017-11-08,2330,103.96
2017-11-09,2330,104.03
2017-11-10,2330,104.1
2017-11-13,2330,104.17
2017-11-14,2330,104.24
2017-11-15,2330,104.31
2017-11-16,2330,104.38
2017-11-17,2330,104.45
2017-11-20,2330,104.52
2017-11-21,2330,104.59
2017-11-22,2330,104.67
2017-11-23,2330,104.74
2017-11-24,2330,104.81
2017-11-27,2330,104.88
2017-11-28,2330,104.95
2017-11-29,2330,105.02
2017-11-30,2330,105.09
2017-12-01,2330,105.15
2017-12-04,2330,105.22
2017-12-05,2330,105.29
2017-12-06,2330,105.35
2017-12-07,2330,105.42
2017-12-08,2330,105.49
2017-12-11,2330,105.55
2017-12-12,2330,105.62
2017-12-13,2330,105.68
2017-12-14,2330,105.75
2017-12-15,2330,105.82
2017-12-18,2330,105.88
2017-12-19,2330,105.95
2017-12-20,2330,106.02
2017-12-21,2330,106.08
2017-12-22,2330,106.15
2017-12-25,2330,106.22
2017-12-26,2330,106.28
2017-12-27,2330,106.35
2017-12-28,2330,106.41
2017-12-29,2330,106.48
2018-01-02,2330,106.55
2018-01-03,2330,106.62
2018-01-04,2330,106.69
2018-01-05,2330,106.77
2018-01-08,2330,106.84
2018-01-09,2330,106.91
2018-01-10,2330,106.98
2018-01-11,2330,107.05
2018-01-12,2330,107.12
2018-01-15,2330,107.19
2018-01-16,2330,107.26
2018-01-17,2330,107.34
2018-01-18,2330,107.41
2018-01-19,2330,107.49
2018-01-22,2330,107.57
2018-01-23,2330,107.65
2018-01-24,2330,107.73
2018-01-25,2330,107.81
2018-01-26,2330,107.89
2018-01-29,2330,107.97
2018-01-30,2330,108.05
2018-01-31,2330,108.13
2018-02-01,2330,108.21
2018-02-02,2330,108.28
2018-02-05,2330,108.36
2018-02-06,2330,108.43
2018-02-07,2330,108.5
2018-02-08,2330,108.58
2018-02-09,2330,108.65
2018-02-12,2330,108.72
2018-02-21,2330,108.8
2018-02-22,2330,108.87
2018-02-23,2330,108.94
2018-02-26,2330,109.02
2018-02-27,2330,109.1
2018-03-01,2330,109.17
2018-03-02,2330,109.25
2018-03-05,2330,109.32
2018-03-06,2330,109.4
2018-03-07,2330,109.48
2018-03-08,2330,109.56
2018-03-09,2330,109.64
2018-03-12,2330,109.72
2018-03-13,2330,109.8
2018-03-14,2330,109.88
2018-03-15,2330,109.95
2018-03-16,2330,110.03
2018-03-19,2330,110.11
2018-03-20,2330,110.19
2018-03-21,2330,110.26
2018-03-22,2330,110.34
2018-03-23,2330,110.41
2018-03-26,2330,110.49
2018-03-27,2330,110.56
2018-03-28,2330,110.64
2018-03-29,2330,110.71
2018-03-30,2330,110.78
2018-03-31,2330,110.86
2018-04-02,2330,110.93
2018-04-03,2330,111.0
2018-04-09,2330,111.08
2018-04-10,2330,111.15
2018-04-11,2330,111.22
2018-04-12,2330,111.3
2018-04-13,2330,111.37
2018-04-16,2330,111.44
2018-04-17,2330,111.51
2018-04-18,2330,111.58
2018-04-19,2330,111.65
2018-04-20,2330,111.72
2018-04-23,2330,111.79
2018-04-24,2330,111.85
2018-04-25,2330,111.92
2018-04-26,2330,111.98
2018-04-27,2330,112.05
2018-04-30,2330,112.11
2018-05-02,2330,112.17
2018-05-03,2330,112.23
2018-05-04,2330,112.3
2018-05-07,2330,112.36
2018-05-08,2330,112.43
2018-05-09,2330,112.5
2018-05-10,2330,112.56
2018-05-11,2330,112.63
2018-05-14,2330,112.7
2018-05-15,2330,112.76
2018-05-16,2330,112.83
2018-05-17,2330,112.89
2018-05-18,2330,112.96
2018-05-21,2330,113.02
2018-05-22,2330,113.09
2018-05-23,2330,113.16
2018-05-24,2330,113.22
2018-05-25,2330,113.29
2018-05-28,2330,113.35
2018-05-29,2330,113.41
2018-05-30,2330,113.48
2018-05-31,2330,113.54
2018-06-01,2330,113.6
2018-06-04,2330,113.67
2018-06-05,2330,113.73
2018-06-06,2330,113.8
2018-06-07,2330,113.86
2018-06-08,2330,113.93
2018-06-11,2330,113.99
2018-06-12,2330,114.06
2018-06-13,2330,114.12
2018-06-14,2330,114.19
2018-06-15,2330,114.25
2018-06-19,2330,114.31
2018-06-20,2330,114.38
2018-06-21,2330,114.44
2018-06-22,2330,114.5
2018-06-25,2330,114.56
2018-06-26,2330,114.62
2018-06-27,2330,114.68
2018-06-28,2330,114.74
2018-06-29,2330,114.8
2018-07-02,2330,114.86
2018-07-03,2330,114.92
2018-07-04,2330,114.98
2018-07-05,2330,115.03
2018-07-06,2330,115.1
2018-07-09,2330,115.16
2018-07-10,2330,115.22
2018-07-11,2330,115.28
2018-07-12,2330,115.34
2018-07-13,2330,115.4
2018-07-16,2330,115.47
2018-07-17,2330,115.53
2018-07-18,2330,115.59
2018-07-19,2330,115.66
2018-07-20,2330,115.73
2018-07-23,2330,115.8
2018-07-24,2330,115.87
2018-07-25,2330,115.94
2018-07-26,2330,116.01
2018-07-27,2330,116.08
2018-07-30,2330,116.15
2018-07-31,2330,116.22
2018-08-01,2330,116.3
2018-08-02,2330,116.37
2018-08-03,2330,116.44
2018-08-06,2330,116.51
2018-08-07,2330,116.59
2018-08-08,2330,116.66
2018-08-09,2330,116.74
2018-08-10,2330,116.81
2018-08-13,2330,116.88
2018-08-14,2330,116.96
2018-08-15,2330,117.03
2018-08-16,2330,117.1
2018-08-17,2330,117.17
2018-08-20,2330,117.24
2018-08-21,2330,117.32
2018-08-22,2330,117.39
2018-08-23,2330,117.47
2018-08-24,2330,117.54
2018-08-27,2330,117.61
2018-08-28,2330,117.69
2018-08-29,2330,117.77
2018-08-30,2330,117.85
2018-08-31,2330,117.93
2018-09-03,2330,118.01
2018-09-04,2330,118.09
2018-09-05,2330,118.18
2018-09-06,2330,118.26
2018-09-07,2330,118.34
2018-09-10,2330,118.43
2018-09-11,2330,118.51
2018-09-12,2330,118.59
2018-09-13,2330,118.66
2018-09-14,2330,118.74
2018-09-17,2330,118.82
2018-09-18,2330,118.9
2018-09-19,2330,118.98
2018-09-20,2330,119.06
2018-09-21,2330,119.14
2018-09-25,2330,119.22
2018-09-26,2330,119.3
2018-09-27,2330,119.38
2018-09-28,2330,119.47
2018-10-01,2330,119.55
2018-10-02,2330,119.63
2018-10-03,2330,119.71
2018-10-04,2330,119.78
2018-10-05,2330,119.86
2018-10-08,2330,119.93
2018-10-09,2330,120.01
2018-10-11,2330,120.08
2018-10-12,2330,120.15
2018-10-15,2330,120.22
2018-10-16,2330,120.3
2018-10-17,2330,120.37
2018-10-18,2330,120.44
2018-10-19,2330,120.52
2018-10-22,2330,120.59
2018-10-23,2330,120.66
2018-10-24,2330,120.73
2018-10-25,2330,120.8
2018-10-26,2330,120.87
2018-10-29,2330,120.93
2018-10-30,2330,121.0
2018-10-31,2330,121.07
2018-11-01,2330,121.14
2018-11-02,2330,121.22
2018-11-05,2330,121.29
2018-11-06,2330,121.36
2018-11-07,2330,121.44
2018-11-08,2330,121.51
2018-11-09,2330,121.58
2018-11-12,2330,121.66
2018-11-13,2330,121.73
2018-11-14,2330,121.8
2018-11-15,2330,121.87
2018-11-16,2330,121.94
2018-11-19,2330,122.01
2018-11-20,2330,122.08
2018-11-21,2330,122.15
2018-11-22,2330,122.22
2018-11-23,2330,122.29
2018-11-26,2330,122.36
2018-11-27,2330,122.43
2018-11-28,2330,122.51
2018-11-29,2330,122.58
2018-11-30,2330,122.66
2018-12-03,2330,122.74
2018-12-04,2330,122.81
2018-12-05,2330,122.89
2018-12-06,2330,122.95
2018-12-07,2330,123.02
2018-12-10,2330,123.09
2018-12-11,2330,123.16
2018-12-12,2330,123.24
2018-12-13,2330,123.31
2018-12-14,2330,123.38
2018-12-17,2330,123.45
2018-12-18,2330,123.52
2018-12-19,2330,123.6
2018-12-20,2330,123.67
2018-12-21,2330,123.74
2018-12-22,2330,123.82
2018-12-24,2330,123.89
2018-12-25,2330,123.96
2018-12-26,2330,124.03
2018-12-27,2330,124.11
2018-12-28,2330,124.18
2019-01-02,2330,124.25
2019-01-03,2330,124.32
2019-01-04,2330,124.39
2019-01-07,2330,124.46
2019-01-08,2330,124.53
2019-01-09,2330,124.6
2019-01-10,2330,124.67
2019-01-11,2330,124.74
2019-01-14,2330,124.82
2019-01-15,2330,124.89
2019-01-16,2330,124.96
2019-01-17,2330,125.03
2019-01-18,2330,125.1
2019-01-21,2330,125.17
2019-01-22,2330,125.24
2019-01-23,2330,125.31
2019-01-24,2330,125.38
2019-01-25,2330,125.45
2019-01-28,2330,125.53
2019-01-29,2330,125.6
2019-01-30,2330,125.67
2019-02-11,2330,125.74
2019-02-12,2330,125.82
2019-02-13,2330,125.89
2019-02-14,2330,125.97
2019-02-15,2330,126.04
2019-02-18,2330,126.11
2019-02-19,2330,126.19
2019-02-20,2330,126.26
2019-02-21,2330,126.34
2019-02-22,2330,126.42
2019-02-25,2330,126.5
2019-02-26,2330,126.58
2019-02-27,2330,126.65
2019-03-04,2330,126.73
2019-03-05,2330,126.81
2019-03-06,2330,126.88
2019-03-07,2330,126.96
2019-03-08,2330,127.04
2019-03-11,2330,127.11
2019-03-12,2330,127.19
2019-03-13,2330,127.27
2019-03-14,2330,127.35
2019-03-15,2330,127.42
2019-03-18,2330,127.5
2019-03-19,2330,127.58
2019-03-20,2330,127.66
2019-03-21,2330,127.74
2019-03-22,2330,127.82
2019-03-25,2330,127.9
2019-03-26,2330,127.98
2019-03-27,2330,128.06
2019-03-28,2330,128.14
2019-03-29,2330,128.22
2019-04-01,2330,128.3
2019-04-02,2330,128.38
2019-04-03,2330,128.46
2019-04-08,2330,128.54
2019-04-09,2330,128.63
2019-04-10,2330,128.71
2019-04-11,2330,128.79
2019-04-12,2330,128.88
2019-04-15,2330,128.96
2019-04-16,2330,129.04
2019-04-17,2330,129.13
2019-04-18,2330,129.22
2019-04-19,2330,129.3
2019-04-22,2330,129.39
2019-04-23,2330,129.48
2019-04-24,2330,129.57
2019-04-25,2330,129.65
2019-04-26,2330,129.74
2019-04-29,2330,129.82
2019-04-30,2330,129.91
2019-05-02,2330,129.99
2019-05-03,2330,130.08
2019-05-06,2330,130.16
2019-05-07,2330,130.24
2019-05-08,2330,130.33
2019-05-09,2330,130.41
2019-05-10,2330,130.49
2019-05-13,2330,130.57
2019-05-14,2330,130.65
2019-05-15,2330,130.73
2019-05-16,2330,130.81
2019-05-17,2330,130.88
2019-05-20,2330,130.96
2019-05-21,2330,131.03
2019-05-22,2330,131.1
2019-05-23,2330,131.17
2019-05-24,2330,131.25
2019-05-27,2330,131.32
2019-05-28,2330,131.39
2019-05-29,2330,131.46
2019-05-30,2330,131.53
2019-05-31,2330,131.61
2019-06-03,2330,131.68
2019-06-04,2330,131.75
2019-06-05,2330,131.83
2019-06-06,2330,131.9
2019-06-10,2330,131.97
2019-06-11,2330,132.05
2019-06-12,2330,132.13
2019-06-13,2330,132.21
2019-06-14,2330,132.28
2019-06-17,2330,132.35
2019-06-18,2330,132.42
2019-06-19,2330,132.49
2019-06-20,2330,132.57
2019-06-21,2330,132.65
2019-06-24,2330,132.72
2019-06-25,2330,132.79
2019-06-26,2330,132.86
2019-06-27,2330,132.94
2019-06-28,2330,133.01
2019-07-01,2330,133.09
2019-07-02,2330,133.17
2019-07-03,2330,133.24
2019-07-04,2330,133.32
2019-07-05,2330,133.39
2019-07-08,2330,133.46
2019-07-09,2330,133.54
2019-07-10,2330,133.61
2019-07-11,2330,133.69
2019-07-12,2330,133.77
2019-07-15,2330,133.84
2019-07-16,2330,133.92
2019-07-17,2330,134.0
2019-07-18,2330,134.08
2019-07-19,2330,134.16
2019-07-22,2330,134.24
2019-07-23,2330,134.33
2019-07-24,2330,134.41
2019-07-25,2330,134.49
2019-07-26,2330,134.58
2019-07-29,2330,134.66
2019-07-30,2330,134.74
2019-07-31,2330,134.82
2019-08-01,2330,134.91
2019-08-02,2330,134.99
2019-08-05,2330,135.06
2019-08-06,2330,135.14
2019-08-07,2330,135.22
2019-08-08,2330,135.3
2019-08-12,2330,135.38
2019-08-13,2330,135.46
2019-08-14,2330,135.53
2019-08-15,2330,135.61
2019-08-16,2330,135.69
2019-08-19,2330,135.77
2019-08-20,2330,135.85
2019-08-21,2330,135.93
2019-08-22,2330,136.01
2019-08-23,2330,136.09
2019-08-26,2330,136.16
2019-08-27,2330,136.24
2019-08-28,2330,136.32
2019-08-29,2330,136.4
2019-08-30,2330,136.48
2019-09-02,2330,136.56
2019-09-03,2330,136.64
2019-09-04,2330,136.72
2019-09-05,2330,136.81
2019-09-06,2330,136.89
2019-09-09,2330,136.97
2019-09-10,2330,137.05
2019-09-11,2330,137.14
2019-09-12,2330,137.22
2019-09-16,2330,137.3
2019-09-17,2330,137.38
2019-09-18,2330,137.47
2019-09-19,2330,137.55
2019-09-20,2330,137.63
2019-09-23,2330,137.72
2019-09-24,2330,137.8
2019-09-25,2330,137.88
2019-09-26,2330,137.97
2019-09-27,2330,138.05
2019-10-01,2330,138.14
2019-10-02,2330,138.23
2019-10-03,2330,138.32
2019-10-04,2330,138.4
2019-10-07,2330,138.49
2019-10-08,2330,138.58
2019-10-09,2330,138.67
2019-10-14,2330,138.77
2019-10-15,2330,138.86
2019-10-16,2330,138.95
2019-10-17,2330,139.05
2019-10-18,2330,139.14
2019-10-21,2330,139.23
2019-10-22,2330,139.33
2019-10-23,2330,139.42
2019-10-24,2330,139.51
2019-10-25,2330,139.6
2019-10-28,2330,139.7
2019-10-29,2330,139.79
2019-10-30,2330,139.89
2019-10-31,2330,139.98
2019-11-01,2330,140.08
2019-11-04,2330,140.17
2019-11-05,2330,140.27
2019-11-06,2330,140.37
2019-11-07,2330,140.47
2019-11-08,2330,140.57
2019-11-11,2330,140.66
2019-11-12,2330,140.76
2019-11-13,2330,140.86
2019-11-14,2330,140.96
2019-11-15,2330,141.05
2019-11-18,2330,141.15
2019-11-19,2330,141.25
2019-11-20,2330,141.35
2019-11-21,2330,141.45
2019-11-22,2330,141.55
2019-11-25,2330,141.65
2019-11-26,2330,141.75
2019-11-27,2330,141.85
2019-11-28,2330,141.95
2019-11-29,2330,142.04
2019-12-02,2330,142.14
2019-12-03,2330,142.24
2019-12-04,2330,142.34
2019-12-05,2330,142.44
2019-12-06,2330,142.54
2019-12-09,2330,142.64
2019-12-10,2330,142.74
2019-12-11,2330,142.84
2019-12-12,2330,142.95
2019-12-13,2330,143.06
2019-12-16,2330,143.17
2019-12-17,2330,143.28
2019-12-18,2330,143.4
2019-12-19,2330,143.51
2019-12-20,2330,143.62
2019-12-23,2330,143.73
2019-12-24,2330,143.83
2019-12-25,2330,143.94
2019-12-26,2330,144.05
2019-12-27,2330,144.16
2019-12-30,2330,144.27
2019-12-31,2330,144.38
2020-01-02,2330,144.49
2020-01-03,2330,144.6
2020-01-06,2330,144.71
2020-01-07,2330,144.82
2020-01-08,2330,144.92
2020-01-09,2330,145.03
2020-01-10,2330,145.14
2020-01-13,2330,145.26
2020-01-14,2330,145.37
2020-01-15,2330,145.48
2020-01-16,2330,145.59
2020-01-17,2330,145.7
2020-01-20,2330,145.81
2020-01-30,2330,145.91
2020-01-31,2330,146.01
2020-02-03,2330,146.12
2020-02-04,2330,146.22
2020-02-05,2330,146.33
2020-02-06,2330,146.43
