futures_id,date,institutional_investors,long_deal_volume,long_deal_amount,short_deal_volume,short_deal_amount,long_open_interest_balance_volume,long_open_interest_balance_amount,short_open_interest_balance_volume,short_open_interest_balance_amount
MTX,2018-06-06,外資,31893.0,17744284.0,32980.0,18348834.0,1159.0,645598.0,2773.0,1551081.0
SF,2018-06-06,自營商,20803.0,4512513.0,23363.0,4576719.0,27670.0,3825693.0,90000.0,14617343.0
SF,2018-06-06,投信,0.0,0.0,77.0,27476.0,0.0,0.0,227.0,199012.0
SF,2018-06-06,外資,19387.0,4744438.0,20343.0,5151074.0,27640.0,9131449.0,24216.0,6202866.0
SPF,2018-06-06,自營商,84.0,46211.0,73.0,40154.0,490.0,270226.0,361.0,199067.0
SPF,2018-06-06,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-06,外資,0.0,0.0,11.0,6055.0,11.0,6073.0,51.0,28116.0
T5F,2018-06-06,自營商,38.0,31179.0,34.0,27859.0,246.0,202832.0,232.0,191192.0
T5F,2018-06-06,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-06,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-06,自營商,469.0,859793.0,552.0,1012721.0,771.0,1422252.0,572.0,1053223.0
TE,2018-06-06,投信,0.0,0.0,0.0,0.0,32.0,59104.0,24.0,44328.0
TE,2018-06-06,外資,1663.0,3054328.0,1427.0,2621606.0,2270.0,4192690.0,1872.0,3457584.0
TF,2018-06-06,自營商,215.0,274702.0,285.0,365183.0,286.0,367591.0,332.0,422376.0
TF,2018-06-06,投信,0.0,0.0,0.0,0.0,50.0,64300.0,0.0,0.0
TF,2018-06-06,外資,767.0,983587.0,572.0,733737.0,1158.0,1489188.0,1792.0,2301517.0
TJF,2018-06-06,自營商,29.0,10314.0,43.0,15281.0,74.0,26353.0,90.0,32044.0
TJF,2018-06-06,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-06,外資,6.0,2130.0,2.0,711.0,19.0,6762.0,6.0,2137.0
TX,2018-06-06,自營商,20806.0,46271438.0,24824.0,55254918.0,8355.0,18215510.0,14585.0,32277896.0
TX,2018-06-06,投信,393.0,879606.0,105.0,234643.0,1688.0,3780445.0,25817.0,57819753.0
TX,2018-06-06,外資,54950.0,122352058.0,46849.0,104329549.0,78562.0,175707537.0,22750.0,50702057.0
UDF,2018-06-06,自營商,1462.0,725198.0,1657.0,822255.0,1193.0,593980.0,65.0,32360.0
UDF,2018-06-06,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-06,外資,294.0,145809.0,294.0,145907.0,3.0,1494.0,453.0,225508.0
XIF,2018-06-06,自營商,73.0,94523.0,80.0,103635.0,306.0,397434.0,303.0,392390.0
XIF,2018-06-06,投信,0.0,0.0,0.0,0.0,1.0,1307.0,0.0,0.0
XIF,2018-06-06,外資,50.0,65090.0,42.0,54645.0,13.0,16990.0,0.0,0.0
ETF,2018-06-07,自營商,507.0,244005.0,532.0,275605.0,3214.0,1380888.0,6907.0,2170740.0
ETF,2018-06-07,投信,0.0,0.0,0.0,0.0,2653.0,1139010.0,4726.0,3559567.0
ETF,2018-06-07,外資,974.0,304215.0,974.0,304353.0,4153.0,2868883.0,5668.0,1383405.0
GTF,2018-06-07,自營商,1.0,633.0,1.0,623.0,25.0,15750.0,12.0,7510.0
GTF,2018-06-07,投信,0.0,0.0,0.0,0.0,9.0,5670.0,0.0,0.0
GTF,2018-06-07,外資,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31500.0
I5F,2018-06-07,自營商,305.0,164322.0,269.0,144934.0,55.0,29666.0,277.0,149251.0
I5F,2018-06-07,投信,2.0,1077.0,0.0,0.0,226.0,121746.0,0.0,0.0
I5F,2018-06-07,外資,92.0,49480.0,109.0,58657.0,3.0,1616.0,23.0,12408.0
MTX,2018-06-07,自營商,8880.0,4945367.0,9246.0,5142695.0,27806.0,15395810.0,9449.0,5172106.0
MTX,2018-06-07,投信,0.0,0.0,0.0,0.0,46.0,25822.0,0.0,0.0
MTX,2018-06-07,外資,35348.0,19808231.0,38105.0,21354060.0,837.0,468121.0,5208.0,2921896.0
SF,2018-06-07,自營商,22356.0,4167394.0,22614.0,4107216.0,29050.0,3910295.0,91638.0,14708413.0
SF,2018-06-07,投信,0.0,0.0,0.0,0.0,0.0,0.0,227.0,193450.0
SF,2018-06-07,外資,22380.0,5314913.0,22370.0,5188022.0,27405.0,9073645.0,23971.0,6018621.0
SPF,2018-06-07,自營商,144.0,79369.0,181.0,99875.0,444.0,246467.0,352.0,195368.0
SPF,2018-06-07,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-07,外資,10.0,5504.0,1.0,554.0,11.0,6113.0,42.0,23306.0
T5F,2018-06-07,自營商,28.0,22947.0,22.0,17957.0,236.0,195410.0,216.0,178740.0
T5F,2018-06-07,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-07,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-07,自營商,541.0,997119.0,627.0,1156260.0,747.0,1381600.0,634.0,1171046.0
TE,2018-06-07,投信,0.0,0.0,0.0,0.0,32.0,59283.0,24.0,44462.0
TE,2018-06-07,外資,1418.0,2624066.0,1496.0,2768674.0,2207.0,4088688.0,1887.0,3495856.0
TF,2018-06-07,自營商,145.0,186533.0,176.0,226498.0,270.0,347894.0,347.0,442967.0
TF,2018-06-07,投信,0.0,0.0,0.0,0.0,50.0,64470.0,0.0,0.0
TF,2018-06-07,外資,524.0,675059.0,569.0,733273.0,1104.0,1423498.0,1783.0,2296194.0
TJF,2018-06-07,自營商,47.0,16810.0,18.0,6436.0,15.0,5368.0,24.0,8588.0
TJF,2018-06-07,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-07,外資,4.0,1430.0,14.0,5000.0,5.0,1789.0,0.0,0.0
TX,2018-06-07,自營商,17719.0,39631422.0,16482.0,36852701.0,7732.0,16849179.0,12725.0,28169463.0
TX,2018-06-07,投信,121.0,271318.0,292.0,655602.0,1720.0,3862088.0,26020.0,58425308.0
