Month,Code,Name,HighestPrice,LowestPrice,WeightedAvgPriceAB,Transaction,TradeValueA,TradeVolumeB,TurnoverRatio
11408,066083,台積電富邦4B購02,0.57,0.39,0.48,123,2816530,5788000,28.94
11408,066084,台積電富邦51購02,0.68,0.58,0.66,9,247770,373000,1.86
11408,066085,台積電富邦51購03,0.63,0.46,0.52,53,401420,764000,3.82
11408,066239,台積電國票48購03,0.01,0.01,0.01,1,1500,150000,
11408,066240,台積電國票48購04,0.03,0.03,0.03,1,30,1000,
11408,066265,台積電元大4B購01,0.44,0.30,0.37,23,39240,104000,0.69
11408,06628P,台積電統一4B售03,0.30,0.18,0.21,21,33590,157000,3.14
11408,06629P,台積電統一51售06,0.46,0.31,0.36,36,737480,2006000,40.12
11408,066309,台積電中信4B購02,0.10,0.10,0.10,1,400,4000,0.02
11408,066393,台積電國票49購02,0.15,0.04,0.07,14,52800,700000,21.87
11408,066422,台積電統一51購05,0.69,0.61,0.64,8,168730,260000,5.20
11408,066423,台積電統一61購01,0.55,0.47,0.51,86,1861270,3582000,71.64
11408,066456,台積電元大4B購02,0.13,0.05,0.08,28,31730,369000,13.17
11408,066538,台積電凱基54購05,1.00,0.77,0.86,25,273880,318000,15.14
11408,066633,台積電永豐4A購04,8.60,5.30,6.27,7,43950,7000,0.70
11408,066675,台積電凱基4B購03,0.57,0.42,0.51,3,338200,660000,33.00
11408,06669P,台積電凱基4B售04,0.92,0.55,0.71,58,867830,1221000,61.05
11408,066752,台積電元大51購02,0.35,0.19,0.24,263,2662180,10667000,53.33
11408,066822,台積電凱基4C購12,1.09,1.02,1.05,8,23230,22000,1.04
11408,066995,台積電凱基48購10,0.78,0.78,0.78,1,31200,40000,
11408,066996,台積電凱基4B購05,0.69,0.55,0.61,8,150190,244000,11.61
11408,067087,台積電兆豐4B購01,0.40,0.27,0.35,40,1355810,3786000,75.72
11408,067141,台積電元大4B購03,0.34,0.21,0.29,28,125500,425000,17.00
11408,067142,台積電元大4B購04,0.32,0.30,0.31,2,129520,405000,13.96
11408,067143,台積電元大4B購05,0.51,0.34,0.41,61,2134630,5158000,156.30
11408,06714P,台積電永豐51售02,0.91,0.58,0.71,20,266370,373000,13.56
11408,067224,台積電永豐51購03,12.30,8.30,10.06,125,10653000,1058000,70.53
11408,067252,台積電國票48購06,0.77,0.50,0.76,3,127510,166000,
11408,067253,台積電國票49購03,0.65,0.39,0.51,14,380140,738000,29.52
11408,067379,台積電富邦49購05,0.55,0.27,0.46,10,223560,486000,4.86
11408,067410,台積電統一51購07,0.81,0.72,0.74,11,220510,296000,5.92
11408,067629,台積電統一51購08,0.61,0.53,0.55,8,89500,160000,3.20
11408,067707,台積電元大4A購07,0.73,0.57,0.63,10,351610,558000,22.32
11408,06778P,台積電凱基5B售03,6.70,5.55,6.01,15,1263350,210000,42.00
11408,068091,台積電元富48購06,0.17,0.17,0.17,1,170,1000,
11408,068094,台積電元富48購08,5.20,5.20,5.20,1,5200,1000,
11408,068095,台積電元富48購09,2.68,1.69,2.08,22,6237500,2994000,
11408,068097,台積電元富48購11,3.07,1.49,2.18,4,34940,16000,
11408,068217,台積電群益49購08,0.16,0.16,0.16,1,320,2000,0.40
11408,068218,台積電群益49購09,0.03,0.01,0.02,42,1120,42000,8.40
11408,068219,台積電群益4C購05,1.23,1.05,1.14,7,62850,55000,3.38
11408,068272,台積電凱基49購13,0.07,0.07,0.07,1,34930,499000,99.80
11408,068273,台積電凱基4A購16,0.51,0.22,0.33,5,214780,650000,32.50
11408,068304,台積電元大51購03,0.28,0.28,0.28,1,26320,94000,3.35
11408,068382,台積電統一62購01,0.56,0.53,0.54,17,138800,255000,5.10
11408,068383,台積電統一62購02,0.71,0.68,0.69,3,62150,90000,1.80
11408,068536,台積電富邦4C購05,0.49,0.39,0.46,4,27610,60000,0.85
11408,068537,台積電富邦4C購06,0.52,0.32,0.46,23,368490,793000,11.32
11408,068672,台積電永豐62購01,1.61,1.35,1.51,40,454790,300000,10.00
11408,068696,台積電凱基5A購01,2.80,2.61,2.68,38,472330,176000,8.38
11408,068753,台積電凱基4A購18,0.67,0.45,0.55,30,437250,787000,37.47
11408,06892P,台積電富邦4C售03,0.16,0.07,0.15,7,161720,1027000,14.67
11408,06893P,台積電富邦4C售04,0.09,0.09,0.09,1,3870,43000,0.61
11408,06899P,台積電群益4A售19,0.41,0.17,0.27,30,39030,144000,9.83
11408,069050,台積電凱基4A購19,0.78,0.60,0.68,21,755160,1105000,85.00
11408,069082,台積電元大4B購06,0.73,0.73,0.73,2,14600,20000,0.80
11408,069161,台積電統一52購06,0.78,0.68,0.75,13,548800,728000,24.26
11408,069164,台積電統一5C購02,0.75,0.71,0.73,2,21900,30000,1.20
11408,069165,台積電統一62購04,0.74,0.67,0.69,16,99410,144000,5.76
11408,069228,台積電元富62購01,17.60,14.30,15.44,42,1575300,102000,10.20
11408,069250,台積電富邦48購07,0.04,0.04,0.04,1,4000,100000,
11408,069263,台積電國泰49購01,1.51,1.40,1.45,5,29010,20000,2.00
11408,069340,台積電凱基5B購04,2.59,2.20,2.37,36,1288940,543000,45.25
11408,06934P,台積電凱基49售14,0.76,0.38,0.55,6,58120,104000,20.80
11408,069389,台積電統一54購02,0.74,0.65,0.69,5,82380,118000,2.36
11408,069466,台積電元大4B購07,0.48,0.26,0.34,37,927420,2671000,92.10
11408,069577,台積電統一5A購02,0.99,0.89,0.95,13,193890,204000,8.16
11408,069622,台積電凱基4B購06,1.84,1.43,1.70,33,262020,154000,9.05
11408,069661,台積電元大51購04,0.60,0.42,0.52,29,1503850,2868000,95.60
11408,069904,台積電元大51購05,0.66,0.60,0.63,3,628740,998000,39.92
11408,069994,台積電永豐62購02,1.00,0.84,0.90,140,2682890,2952000,98.40
11408,070081,台積電凱基4A購20,1.80,1.27,1.41,17,337290,239000,23.90
11408,070111,台積電元大51購06,0.67,0.50,0.59,55,2069610,3485000,96.80
11408,070215,台積電永豐49購16,0.56,0.52,0.54,2,9720,18000,1.20
11408,070401,台積電元富52購02,1.20,1.00,1.17,4,96510,82000,1.15
11408,07050P,台積電凱基5A售02,1.63,1.35,1.46,187,5897010,4018000,69.27
11408,070529,台積電永豐5B購01,1.11,0.97,1.07,9,110420,103000,3.43
11408,070530,台積電永豐61購01,0.95,0.79,0.85,30,137990,161000,5.36
11408,070543,台積電群益48購24,0.10,0.10,0.10,1,300,3000,
11408,070647,台積電凱基48購22,0.52,0.52,0.52,1,104000,200000,
11408,07065P,台積電永豐4A售05,0.31,0.13,0.21,70,764330,3571000,119.03
11408,070815,台積電國票4A購03,0.90,0.68,0.81,29,307820,380000,47.50
11408,070817,台積電國票4B購01,0.88,0.67,0.78,43,353560,450000,45.00
11408,071060,台積電永豐51購05,0.84,0.64,0.75,19,440220,583000,19.43
11408,07111P,台積電元大48售44,0.10,0.10,0.10,1,400,4000,
11408,071125,台積電元大4C購02,0.99,0.77,0.92,50,2719770,2943000,94.93
11408,071126,台積電元大51購07,0.97,0.79,0.87,17,709890,812000,30.07
11408,071257,台積電凱基48購26,1.25,1.13,1.19,2,35700,30000,
11408,071362,台積電元大4C購03,0.88,0.69,0.83,16,1753140,2090000,83.60
11408,071363,台積電元大51購08,0.94,0.72,0.88,17,1884210,2131000,81.96
11408,07136P,台積電元大48售47,0.08,0.04,0.04,6,8300,195000,
11408,071435,台積電國票4A購05,0.17,0.17,0.17,1,3400,20000,1.00
11408,071518,台積電元大51購09,0.74,0.55,0.66,77,3215560,4812000,141.52
11408,071606,台積電群益51購02,1.21,1.02,1.16,4,9340,8000,0.76
11408,071708,台積電元富62購02,1.18,1.02,1.12,22,654800,583000,25.34
11408,071763,台積電元大51購10,0.52,0.34,0.43,119,3062730,7035000,206.91
11408,07176P,台積電凱基4A售21,1.06,0.42,0.64,60,1486700,2319000,115.95
11408,071943,台積電群益49購11,1.02,0.86,0.88,3,13210,15000,1.87
11408,071970,台積電元富48購19,0.66,0.66,0.66,1,3960,6000,
11408,072029,台積電元大48購56,0.37,0.33,0.35,2,7000,20000,
11408,072031,台積電元大51購11,0.93,0.71,0.88,24,1331000,1498000,51.65
11408,072129,台積電統一5A購03,0.61,0.61,0.61,1,6100,10000,0.20
11408,072154,台積電國泰49購05,1.04,0.62,0.95,5,76770,80000,7.92
11408,072242,台積電元大4B購08,0.60,0.40,0.50,31,758570,1495000,46.71
11408,072243,台積電元大51購12,0.54,0.54,0.54,1,29700,55000,2.11
11408,072290,台積電元富4A購06,1.38,1.36,1.37,2,101380,74000,3.52
11408,072337,台積電統一5C購03,0.75,0.73,0.74,8,9630,13000,0.37
11408,072476,台積電元大4B購09,0.74,0.54,0.67,39,2634640,3925000,150.96
11408,072477,台積電元大51購13,0.99,0.81,0.94,21,1996790,2109000,84.36
11408,072555,台積電凱基4A購24,1.09,0.65,0.73,21,598790,820000,164.00
11408,072587,台積電中信49購04,0.48,0.48,0.48,1,4800,10000,0.05
11408,072606,台積電永豐49購17,0.22,0.17,0.19,4,23200,120000,7.50
11408,072680,台積電國票4A購06,1.40,1.07,1.21,21,351280,288000,57.60
11408,072683,台積電國票4A購07,0.97,0.51,0.73,40,1645330,2249000,74.96
11408,072684,台積電國票4B購02,1.35,0.91,1.00,76,2397610,2396000,79.86
11408,072685,台積電國票4C購02,1.64,1.19,1.37,136,1978440,1434000,143.40
11408,072686,台積電國票4C購03,1.38,0.95,1.06,52,618900,581000,58.10
11408,072687,台積電國票51購01,1.70,1.22,1.43,177,6013390,4181000,278.73
11408,072688,台積電國票51購02,1.14,0.81,0.95,49,189190,199000,19.90
11408,072689,台積電國票53購01,1.30,1.00,1.11,35,161520,145000,14.50
11408,072690,台積電國票54購01,1.42,1.06,1.20,53,259090,215000,21.50
11408,072691,台積電國票56購01,1.55,1.21,1.35,36,195840,145000,14.50
11408,072692,台積電國票59購01,2.22,1.81,2.00,61,436430,218000,21.80
11408,072693,台積電國票63購01,2.29,1.94,2.14,54,793940,370000,37.00
11408,07271P,台積電元大48售50,0.01,0.01,0.01,2,310,31000,
11408,072727,台積電元大49購08,0.53,0.53,0.53,1,157410,297000,11.42
11408,072729,台積電元大52購01,1.06,0.86,0.99,36,2969050,2970000,99.00
11408,072772,台積電群益4B購11,1.20,0.97,1.15,5,13810,12000,0.85
11408,072773,台積電群益53購01,0.69,0.63,0.66,8,13380,20000,1.90
11408,072842,台積電凱基59購01,2.74,2.22,2.58,27,240500,93000,3.72
11408,072843,台積電凱基5C購03,2.75,2.39,2.62,11,296700,113000,10.27
11408,072844,台積電凱基5C購04,4.06,3.57,3.93,9,129740,33000,4.12
11408,072921,台積電群益4A購20,1.68,1.15,1.43,43,1623740,1128000,125.33
11408,072923,台積電群益4A購22,2.09,0.41,1.19,154,2982470,2497000,116.73
11408,072964,台積電元大52購02,0.89,0.77,0.86,17,1669380,1933000,74.34
11408,072965,台積電元大56購01,0.94,0.76,0.84,154,8234510,9759000,123.53
11408,072966,台積電元大59購01,1.35,1.09,1.21,67,1264080,1044000,37.28
11408,073000,台積電富邦4B購03,2.11,2.11,2.11,1,21100,10000,0.10
11408,073001,台積電富邦4B購04,2.17,1.46,1.75,10,577230,328000,4.68
11408,073019,台積電永豐4B購03,1.05,0.65,0.72,19,1352020,1855000,61.83
11408,073020,台積電永豐4C購06,0.86,0.53,0.64,27,459930,710000,23.66
11408,073021,台積電永豐52購01,1.06,0.80,0.91,6,45650,50000,1.66
11408,073053,台積電凱基4B購07,0.82,0.47,0.70,27,148670,210000,7.00
11408,073054,台積電凱基51購06,1.84,1.47,1.71,13,179730,105000,6.56
11408,073055,台積電凱基56購09,1.96,1.54,1.83,8,14640,8000,0.32
11408,07310P,台積電元大48售51,0.03,0.03,0.03,1,90,3000,
11408,07317P,台積電中信4C售04,0.39,0.31,0.33,45,240730,721000,2.40
11408,073199,台積電群益4A購23,1.09,0.50,0.81,36,841790,1036000,85.90
11408,073216,台積電國票49購05,1.64,1.64,1.64,1,164000,100000,20.00
11408,073282,台積電永豐4B購04,0.89,0.86,0.88,7,72950,82000,2.73
11408,073283,台積電永豐4B購05,0.79,0.74,0.76,3,2290,3000,0.10
11408,073284,台積電永豐4B購06,1.17,1.14,1.14,3,100960,88000,2.93
11408,073299,台積電凱基4C購14,1.95,1.43,1.64,82,1285970,781000,52.06
11408,073300,台積電凱基54購06,1.68,1.34,1.58,13,57070,36000,1.44
11408,073301,台積電凱基54購07,1.98,1.68,1.88,24,267220,142000,8.87
11408,073319,台積電台新49購03,1.70,1.37,1.65,5,728800,440000,14.66
11408,07331P,台積電元大48售53,0.03,0.01,0.01,8,4140,220000,
11408,073324,台積電統一63購01,0.92,0.85,0.87,14,190900,217000,4.34
11408,073374,台積電元大49購11,1.20,1.20,1.20,1,1200,1000,0.03
11408,073426,台積電中信4C購05,0.97,0.76,0.87,24,1231630,1402000,7.01
11408,073447,台積電兆豐4B購02,1.37,1.37,1.37,1,12330,9000,0.18
11408,073451,台積電統一53購04,1.19,1.11,1.15,23,2034940,1766000,35.32
11408,073452,台積電統一53購05,0.87,0.74,0.81,13,436480,536000,10.72
11408,073510,台積電凱基4C購15,1.77,1.14,1.39,10,132140,95000,5.58
11408,073511,台積電凱基51購07,1.56,1.14,1.35,27,121680,90000,4.28
11408,073512,台積電凱基54購08,2.87,2.40,2.71,11,51630,19000,3.16
11408,073552,台積電群益49購13,1.24,1.10,1.17,6,12920,11000,0.91
11408,073553,台積電群益4A購25,1.37,1.37,1.37,1,13700,10000,2.00
11408,073554,台積電群益4B購13,0.92,0.84,0.88,2,88000,100000,11.11
11408,073595,台積電元富53購02,2.60,2.18,2.43,21,4592280,1884000,69.77
11408,073597,台積電元富53購04,18.40,17.80,18.03,5,396700,22000,4.40
11408,073630,台積電元大52購03,1.75,1.41,1.64,40,2750140,1667000,66.68
11408,073695,台積電中信4B購03,1.37,1.15,1.25,25,682960,543000,3.62
11408,073704,台積電國票4C購04,1.83,1.25,1.46,77,944290,645000,64.50
11408,073705,台積電國票51購03,1.81,1.31,1.54,44,331470,215000,21.50
11408,073706,台積電國票57購01,2.25,1.83,2.03,51,1782410,878000,87.80
11408,073707,台積電國票59購02,2.56,2.14,2.34,44,488670,208000,26.00
11408,073708,台積電國票5A購01,2.85,2.38,2.59,39,444240,171000,21.37
11408,073709,台積電國票5B購01,2.59,2.17,2.38,41,449150,188000,23.50
11408,073731,台積電永豐63購01,17.80,14.80,16.20,52,2090300,129000,12.90
11408,073841,台積電元大4C購04,1.03,0.86,0.94,16,1107280,1170000,43.33
11408,073842,台積電元大52購04,1.11,0.94,1.06,23,1810950,1694000,56.46
11408,073892,台積電群益49購14,2.22,1.68,2.08,3,12520,6000,1.20
11408,073893,台積電群益49購15,1.31,1.25,1.28,8,197120,154000,19.25
11408,073894,台積電群益49購16,0.76,0.52,0.61,4,15250,25000,2.64
11408,073996,台積電統一56購05,0.88,0.76,0.84,5,120430,142000,3.55
11408,074050,台積電凱基4A購25,7.15,2.59,4.66,133,2422680,519000,103.80
11408,074052,台積電凱基53購06,22.80,18.40,20.89,48,2298800,110000,22.00
11408,074093,台積電群益49購17,3.46,2.64,2.95,100,3331840,1127000,112.70
11408,074094,台積電群益49購18,4.00,3.79,3.89,2,77900,20000,4.00
11408,074138,台積電元大4C購05,1.07,0.86,1.01,10,1089070,1078000,43.12
11408,074139,台積電元大52購05,1.44,1.18,1.35,18,1857600,1374000,52.84
11408,07413P,台積電凱基55售01,4.19,3.91,4.11,4,234550,57000,5.18
11408,074189,台積電永豐4A購08,0.64,0.61,0.62,2,11250,18000,0.60
11408,074190,台積電永豐4A購09,1.03,0.67,0.85,39,2666900,3122000,104.06
11408,074220,台積電凱基49購19,7.30,6.00,6.65,2,133000,20000,4.00
11408,074221,台積電凱基49購20,2.40,2.14,2.30,8,179820,78000,15.60
11408,074222,台積電凱基56購10,17.60,15.10,16.53,22,611700,37000,7.40
11408,07423P,台積電永豐48售12,0.24,0.01,0.07,13,26100,354000,
11408,074298,台積電元富49購32,0.42,0.39,0.41,9,4560,11000,0.45
11408,074301,台積電元富4C購05,0.96,0.84,0.90,2,18000,20000,0.95
11408,074302,台積電元富63購01,1.49,1.36,1.37,6,146200,106000,10.60
11408,074346,台積電元大49購17,1.11,1.11,1.11,1,1110,1000,0.04
11408,074347,台積電元大4C購06,1.12,0.99,1.04,3,31300,30000,1.20
11408,074348,台積電元大52購06,1.20,0.98,1.10,132,7706740,6944000,178.05
11408,07438P,台積電凱基51售05,2.01,1.58,1.71,21,821080,478000,29.87
11408,074449,台積電永豐4A購11,1.31,1.29,1.30,2,23400,18000,0.60
11408,074507,台積電凱基49購21,14.20,11.50,13.15,16,302600,23000,4.60
11408,074509,台積電凱基4A購27,1.03,1.03,1.03,2,10300,10000,0.58
11408,074540,台積電群益49購20,3.79,3.08,3.51,10,330140,94000,18.80
11408,07455P,台積電凱基52售01,2.51,2.20,2.38,13,668180,280000,17.50
11408,074574,台積電元大49購18,0.64,0.64,0.64,1,172800,270000,10.38
11408,074575,台積電元大4C購07,1.38,0.98,1.26,68,2734970,2163000,77.25
11408,074576,台積電元大51購14,1.23,0.89,1.12,51,1903430,1689000,64.96
11408,074670,台積電群益49購22,3.97,3.75,3.89,4,155700,40000,8.00
11408,074671,台積電群益49購23,7.30,5.45,6.37,2,255000,40000,8.00
11408,074706,台積電元富63購02,4.50,3.91,4.09,10,257710,63000,5.25
11408,074758,台積電中信49購05,1.13,0.85,1.03,60,430550,416000,2.08
11408,074794,台積電元大49購19,2.13,2.00,2.11,2,23300,11000,0.44
11408,074795,台積電元大4C購08,1.87,1.73,1.81,3,54500,30000,1.15
11408,074796,台積電元大51購15,1.78,1.43,1.60,19,305600,190000,6.78
11408,074860,台積電統一63購02,1.02,0.95,0.97,32,918300,945000,31.50
11408,074898,台積電凱基4A購29,1.23,0.77,1.05,37,565400,537000,21.48
11408,074972,台積電元大49購20,1.22,0.66,0.91,21,1091490,1196000,46.00
11408,074973,台積電元大4C購09,1.35,0.98,1.23,48,2907160,2345000,78.16
11408,074974,台積電元大51購16,1.42,1.09,1.34,27,2024680,1510000,60.40
11408,075016,台積電群益49購25,4.83,2.97,3.89,51,1363060,350000,70.00
11408,075082,台積電國票4A購11,4.30,2.72,3.28,53,663610,202000,40.40
11408,075083,台積電國票4A購12,2.65,1.42,1.75,112,2151800,1223000,244.60
11408,075084,台積電國票4B購03,4.59,4.49,4.54,6,272600,60000,12.00
11408,075086,台積電國票55購01,3.43,2.66,2.95,64,711490,241000,30.12
11408,075106,台積電統一53購07,0.95,0.80,0.91,49,1661510,1815000,36.30
11408,075154,台積電凱基49購24,2.06,1.74,1.86,7,635700,340000,68.00
11408,075156,台積電凱基4C購16,24.40,20.00,22.64,26,1109800,49000,9.80
11408,075186,台積電群益49購27,3.17,1.98,2.36,10,177660,75000,10.41
11408,075187,台積電群益49購28,4.01,1.68,3.05,28,835720,274000,42.81
11408,075225,台積電元大49購21,0.71,0.71,0.71,1,710,1000,0.04
11408,075226,台積電元大49購22,1.22,1.12,1.17,2,23400,20000,0.76
11408,075227,台積電元大51購17,1.82,1.44,1.75,24,2422270,1382000,53.15
11408,075272,台積電國票4C購06,3.38,2.15,2.50,120,3358880,1340000,268.00
11408,075273,台積電國票51購04,4.01,3.61,3.74,5,254560,68000,13.60
11408,075274,台積電國票53購02,4.77,3.93,4.43,80,1357910,306000,61.20
11408,07532P,台積電群益4A售24,0.22,0.05,0.12,8,2160,18000,1.47
11408,075340,台積電凱基49購25,2.83,2.82,2.82,3,175390,62000,12.40
11408,075341,台積電凱基4A購31,2.05,1.41,1.87,9,18780,10000,0.66
11408,075342,台積電凱基56購11,3.02,3.02,3.02,1,3020,1000,0.20
11408,075374,台積電群益49購30,5.15,3.24,4.14,56,1464900,353000,42.02
11408,075375,台積電群益49購31,3.90,2.49,3.20,36,890150,278000,28.51
11408,075428,台積電元大49購23,0.48,0.17,0.37,75,753110,2034000,78.23
11408,075430,台積電元大51購18,1.57,1.25,1.47,23,1353230,916000,35.23
11408,075671,台積電永豐63購02,2.40,2.18,2.24,5,179670,80000,2.66
11408,075684,台積電統一63購03,1.38,1.33,1.35,2,27100,20000,0.66
11408,075694,台積電富邦4B購08,2.31,2.18,2.22,4,75780,34000,0.34
11408,075740,台積電群益51購03,2.07,1.93,2.01,7,163010,81000,16.20
11408,075741,台積電群益53購02,1.82,1.51,1.59,17,360880,226000,45.20
11408,07575P,台積電中信4B售04,1.05,0.93,1.00,4,4010,4000,0.04
11408,075782,台積電國泰4A購05,5.55,4.99,5.16,3,206400,40000,4.00
11408,075792,台積電元富4A購12,17.60,11.50,15.95,12,223400,14000,2.80
11408,075794,台積電元富4A購14,2.04,2.00,2.02,4,84840,42000,2.33
11408,075795,台積電元富4A購15,14.30,8.95,10.90,17,305200,28000,5.60
11408,075800,台積電元富53購05,1.95,1.90,1.92,2,100100,52000,4.72
11408,075813,台積電元大49購26,1.18,0.86,1.02,6,831930,810000,32.40
11408,075863,台積電永豐49購20,1.50,1.50,1.50,1,1500,1000,0.06
11408,075865,台積電永豐63購03,1.69,1.45,1.56,95,2707270,1729000,91.00
11408,075900,台積電統一57購11,0.76,0.67,0.73,19,502280,681000,13.62
11408,075916,台積電凱基49購26,2.14,1.42,1.82,19,408330,224000,44.80
11408,075918,台積電凱基4A購33,17.90,14.40,15.90,9,190800,12000,2.40
11408,075919,台積電凱基4C購17,2.43,1.80,2.10,9,59060,28000,2.15
11408,075953,台積電群益4A購28,5.25,3.45,4.24,80,2234630,526000,77.12
11408,075992,台積電元大49購28,1.33,1.33,1.33,1,6650,5000,0.20
11408,075993,台積電元大49購29,1.51,1.51,1.51,1,13590,9000,0.36
11408,075994,台積電元大51購20,1.86,1.47,1.66,182,13906490,8354000,288.06
11408,076041,台積電中信4A購03,2.00,1.63,1.82,65,1303900,715000,5.51
11408,07605P,台積電統一53售06,0.21,0.15,0.15,18,88700,563000,11.26
11408,076063,台積電統一53購08,1.51,1.24,1.42,96,3950400,2768000,55.36
11408,076080,台積電群益49購32,7.45,5.90,7.17,9,215100,30000,6.00
11408,076081,台積電群益4A購29,3.05,1.54,2.20,100,1646700,748000,69.13
11408,076082,台積電群益4A購30,0.82,0.55,0.73,7,111190,152000,16.88
11408,076083,台積電群益4A購31,0.67,0.30,0.44,11,58960,132000,14.66
11408,076131,台積電國票63購02,4.00,3.26,3.51,292,12662190,3603000,450.37
11408,076164,台積電凱基49購28,6.30,3.97,5.28,18,242950,46000,9.20
11408,076165,台積電凱基49購29,1.15,1.15,1.15,1,48300,42000,8.40
11408,076166,台積電凱基4C購18,6.50,4.86,6.04,13,96760,16000,3.20
11408,076170,台積電元富51購01,11.20,9.35,10.30,32,937750,91000,3.03
11408,076200,台積電元大49購33,1.17,0.82,0.95,5,49820,52000,2.08
11408,076201,台積電元大49購34,1.05,0.99,1.03,3,72700,70000,2.80
11408,076202,台積電元大51購21,1.62,1.28,1.53,31,1718090,1117000,42.96
11408,076254,台積電群益49購34,4.81,3.11,4.26,50,943080,221000,34.53
11408,076255,台積電群益49購35,3.68,2.37,2.97,30,487980,164000,22.77
11408,076256,台積電群益49購36,5.20,2.12,3.58,63,996640,278000,43.43
11408,076273,台積電富邦4A購04,2.35,2.07,2.25,3,18060,8000,0.11
11408,076274,台積電富邦4A購05,2.47,2.33,2.40,6,163420,68000,0.97
11408,076288,台積電凱基49購30,1.05,0.63,0.82,3,3300,4000,0.30
11408,076289,台積電凱基4A購34,6.95,4.70,5.94,32,487250,82000,16.40
11408,076291,台積電凱基51購08,7.75,5.45,7.00,20,182200,26000,5.20
11408,07632P,台積電富邦4B售07,0.41,0.28,0.34,18,282120,818000,8.18
11408,076358,台積電元大49購36,0.92,0.38,0.65,88,4060320,6157000,205.23
11408,076359,台積電元大49購37,1.32,0.94,1.01,15,380770,375000,15.00
11408,076360,台積電元大51購22,1.41,0.99,1.28,28,1331280,1038000,39.92
11408,076394,台積電永豐4B購09,2.30,2.12,2.15,9,772590,358000,17.90
11408,076417,台積電凱基4A購36,24.00,17.60,21.29,33,1235300,58000,11.60
11408,07647T,台積電凱基4C售02,0.15,0.03,0.04,34,28470,604000,3.97
11408,076508,台積電元大49購45,1.60,1.60,1.60,1,1600,1000,0.04
11408,076550,台積電富邦4A購06,3.22,2.76,2.92,7,411830,141000,2.01
11408,076551,台積電富邦4B購09,2.92,1.99,2.23,42,2092020,934000,13.34
11408,076641,台積電凱基49購32,27.20,24.30,24.62,2,221600,9000,1.80
11408,076643,台積電凱基51購09,28.30,23.50,26.47,32,1376800,52000,10.40
11408,076672,台積電群益49購37,5.80,3.71,4.86,29,539620,111000,18.28
11408,076673,台積電群益49購38,0.81,0.60,0.66,10,18610,28000,3.11
11408,076674,台積電群益4B購15,4.19,2.49,3.42,47,1169310,341000,36.08
11408,076769,台積電群益49購40,5.70,5.70,5.70,1,57000,10000,2.00
11408,076770,台積電群益49購41,4.32,3.36,3.70,34,659540,178000,24.72
11408,076796,台積電國泰4A購08,4.00,3.34,3.80,5,175040,46000,3.06
11408,076834,台積電富邦4C購07,4.30,3.28,3.91,17,336340,86000,1.72
11408,076835,台積電富邦4C購08,4.46,2.07,3.86,15,758280,196000,3.92
11408,076855,台積電元大49購47,1.80,1.34,1.65,6,876460,528000,18.85
11408,076856,台積電元大4C購10,1.89,1.41,1.76,24,1064920,602000,24.08
11408,07689P,台積電群益4B售14,0.09,0.04,0.06,5,32000,475000,31.98
11408,076906,台積電凱基49購35,25.40,17.60,21.76,28,783700,36000,7.20
11408,076907,台積電凱基49購36,5.60,4.72,5.08,5,30530,6000,1.20
11408,076908,台積電凱基53購09,2.77,2.28,2.51,60,681250,271000,45.16
11408,076942,台積電永豐52購02,2.54,2.12,2.41,17,1631020,675000,54.00
11408,076943,台積電永豐53購02,2.64,2.28,2.52,16,1286030,510000,36.42
11408,077025,台積電群益49購43,6.35,3.97,5.00,34,811600,162000,27.00
11408,077065,台積電凱基5B購05,33.00,27.10,30.62,55,2786800,91000,18.20
11408,077109,台積電元大49購50,4.52,3.64,4.09,29,1110510,271000,10.84
11408,077110,台積電元大49購51,3.32,3.22,3.27,2,65400,20000,0.54
11408,077111,台積電元大4C購11,3.27,2.55,2.94,71,3925290,1331000,31.69
11408,077155,台積電富邦4B購10,2.07,2.04,2.05,3,49320,24000,0.24
11408,077203,台積電國票52購01,4.47,3.53,4.06,65,4615420,1135000,227.00
11408,077204,台積電國票54購03,4.56,3.46,4.00,98,2620410,655000,109.16
11408,077205,台積電國票57購02,6.45,5.15,5.57,79,1722450,309000,61.80
11408,077227,台積電凱基4A購38,8.20,7.80,7.95,4,47750,6000,1.20
11408,077228,台積電凱基4A購39,2.26,1.60,2.05,28,616880,300000,42.85
11408,077261,台積電元大4A購08,5.00,4.09,4.46,5,49070,11000,0.44
11408,077262,台積電元大4A購09,1.95,1.95,1.95,1,5850,3000,0.12
11408,077263,台積電元大4A購10,3.79,3.62,3.70,3,74100,20000,0.80
11408,077265,台積電元大4A購12,5.25,3.68,4.32,35,2222820,514000,20.56
11408,077266,台積電元大54購02,2.49,2.03,2.25,27,277380,123000,4.92
11408,077314,台積電群益4A購33,7.50,4.69,5.91,33,615550,104000,20.80
11408,077368,台積電富邦4A購07,1.95,1.95,1.95,1,19500,10000,0.14
11408,077369,台積電富邦4B購11,2.47,2.44,2.45,2,49100,20000,0.20
11408,077383,台積電永豐57購01,3.27,2.77,2.93,28,2242040,764000,58.76
11408,077414,台積電凱基64購02,6.35,5.45,6.00,73,1212850,202000,40.40
11408,077415,台積電凱基64購03,6.45,5.70,6.23,17,648350,104000,20.80
11408,077493,台積電元富64購01,2.70,1.91,2.07,31,275980,133000,10.23
11408,077562,台積電元大4A購18,4.69,4.69,4.69,1,14070,3000,0.12
