Month,Code,Name,HighestPrice,LowestPrice,WeightedAvgPriceAB,Transaction,TradeValueA,TradeVolumeB,TurnoverRatio
11408,088376,台積電元大54購16,1.04,0.77,0.90,35,1393470,1545000,30.90
11408,088377,台積電元大54購17,1.06,0.75,0.98,41,1787510,1817000,36.34
11408,088413,台積電統一57購13,0.79,0.70,0.76,4,3040,4000,0.08
11408,088441,台積電永豐51購10,0.59,0.40,0.47,14,78380,165000,5.50
11408,088493,台積電元大57購04,16.90,16.90,16.90,1,16900,1000,0.02
11408,088494,台積電元大57購05,22.10,20.90,21.50,2,43000,2000,0.04
11408,08854P,台積電元大4B售23,0.23,0.22,0.22,2,15600,70000,2.69
11408,088594,台積電凱基51購24,1.64,1.53,1.62,2,53570,33000,6.60
11408,088647,台積電永豐67購01,1.85,1.61,1.78,44,3201910,1790000,59.66
11408,088692,台積電凱基53購19,1.50,1.39,1.41,14,50950,36000,1.56
11408,088754,台積電統一59購01,0.76,0.65,0.70,27,512280,726000,14.52
11408,088755,台積電統一67購04,0.74,0.66,0.70,36,555970,793000,15.86
11408,088771,台積電永豐53購05,0.95,0.75,0.90,8,48780,54000,1.80
11408,088797,台積電凱基53購21,0.78,0.70,0.74,9,27460,37000,0.74
11408,088798,台積電凱基53購22,0.76,0.75,0.75,3,11350,15000,0.30
11408,088799,台積電凱基55購03,1.01,0.92,0.97,9,23320,24000,0.48
11408,088800,台積電凱基67購08,1.82,1.59,1.71,22,290070,169000,3.38
11408,088831,台積電富邦51購12,0.91,0.64,0.78,34,449310,574000,5.74
11408,088832,台積電富邦51購13,1.29,0.94,1.10,155,3120300,2817000,40.24
11408,088904,台積電群益57購05,2.77,2.06,2.42,36,172290,71000,1.42
11408,088964,台積電富邦61購01,1.12,0.90,0.96,40,894820,927000,4.63
11408,088982,台積電中信54購04,0.39,0.33,0.37,4,10560,28000,0.18
11408,08901P,台積電永豐4B售16,0.35,0.27,0.31,5,30580,96000,3.20
11408,08902P,台積電永豐4C售08,0.50,0.37,0.42,9,67530,158000,5.26
11408,089039,台積電凱基51購25,1.41,0.90,1.19,18,69390,58000,1.16
11408,08903P,台積電永豐4C售09,0.20,0.09,0.13,5,69700,530000,17.66
11408,089040,台積電凱基51購26,0.79,0.45,0.53,8,16610,31000,0.62
11408,089041,台積電凱基53購23,1.45,1.32,1.38,2,2770,2000,0.10
11408,08904P,台積電凱基4B售20,0.33,0.29,0.31,2,15500,50000,1.92
11408,08906P,台積電凱基4B售22,0.31,0.15,0.26,15,628420,2369000,94.76
11408,089103,台積電群益51購22,8.15,5.25,6.99,27,349650,50000,1.00
11408,089104,台積電群益54購15,1.93,1.82,1.87,4,1053720,562000,28.10
11408,089105,台積電群益54購16,1.93,1.54,1.78,19,719230,402000,20.10
11408,089106,台積電群益57購06,0.64,0.52,0.59,7,24540,41000,2.03
11408,089191,台積電凱基51購27,1.56,1.01,1.33,21,63860,48000,0.96
11408,089192,台積電凱基53購25,1.58,1.36,1.50,24,93100,62000,2.95
11408,089218,台積電群益56購04,2.13,2.02,2.09,4,1193550,570000,28.50
11408,089219,台積電群益57購07,0.72,0.60,0.68,10,41250,60000,3.00
11408,08931P,台積電國泰4C售01,0.56,0.32,0.41,16,275080,667000,43.88
11408,089325,台積電凱基53購27,1.90,1.37,1.70,21,81830,48000,0.96
11408,089326,台積電凱基53購28,1.89,1.50,1.74,28,319840,183000,10.76
11408,089361,台積電群益51購23,3.05,2.30,2.51,25,1131570,450000,9.00
11408,08938P,台積電群益4C售10,0.19,0.19,0.19,2,8550,45000,4.28
11408,08946P,台積電元大4B售25,0.45,0.25,0.36,38,836500,2281000,78.65
11408,089601,台積電凱基51購29,1.29,0.90,1.16,26,74730,64000,1.28
11408,089602,台積電凱基53購29,1.47,1.33,1.38,14,58310,42000,0.84
11408,089629,台積電群益51購25,1.54,1.28,1.47,14,454700,309000,6.18
11408,089687,台積電凱基51購30,1.87,1.35,1.63,13,62000,38000,0.76
11408,089688,台積電凱基55購04,1.39,1.26,1.30,22,73310,56000,1.12
11408,08969P,台積電富邦4B售13,0.35,0.19,0.28,5,130080,456000,4.56
11408,08971P,台積電中信51售04,0.57,0.39,0.43,12,90350,206000,2.06
11408,089804,台積電元大53購02,1.12,0.82,1.04,34,1858710,1785000,35.70
11408,089857,台積電中信54購07,0.81,0.69,0.78,12,77380,98000,0.98
11408,089927,台積電永豐67購02,1.07,0.85,0.96,166,2708580,2800000,56.00
11408,089996,台積電凱基51購31,1.70,1.16,1.45,17,55140,38000,0.76
11408,089997,台積電凱基53購32,1.61,1.18,1.48,18,85940,58000,1.16
11408,2330,台積電,1200.00,1125.00,1165.46,1064428,780211195578,669441860,2.58
