date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2018-03-16,2330,台積電,TW0002330008,5461124306,20469256152,21.06,78.93,100.0,100.0,25930380458,2017-05-25,
2018-03-19,2330,台積電,TW0002330008,5454797121,20475583337,21.03,78.96,100.0,100.0,25930380458,2017-05-25,
2018-03-20,2330,台積電,TW0002330008,5450561367,20479819091,21.01,78.98,100.0,100.0,25930380458,2017-05-25,
2018-03-21,2330,台積電,TW0002330008,5450687517,20479692941,21.02,78.97,100.0,100.0,25930380458,2017-05-25,
2018-03-22,2330,台積電,TW0002330008,5449208296,20481172162,21.01,78.98,100.0,100.0,25930380458,2017-05-25,
2018-03-23,2330,台積電,TW0002330008,5450929915,20479450543,21.02,78.97,100.0,100.0,25930380458,2017-05-25,
2018-03-26,2330,台積電,TW0002330008,5468856936,20461523522,21.09,78.9,100.0,100.0,25930380458,2017-05-25,
2018-03-27,2330,台積電,TW0002330008,5466778884,20463601574,21.08,78.91,100.0,100.0,25930380458,2017-05-25,
2018-03-28,2330,台積電,TW0002330008,5473724328,20456656130,21.1,78.89,100.0,100.0,25930380458,2017-05-25,
2018-03-29,2330,台積電,TW0002330008,5485692912,20444687546,21.15,78.84,100.0,100.0,25930380458,2017-05-25,
2018-03-30,2330,台積電,TW0002330008,5483474932,20446905526,21.14,78.85,100.0,100.0,25930380458,2017-05-25,
2018-03-31,2330,台積電,TW0002330008,5483504932,20446875526,21.14,78.85,100.0,100.0,25930380458,2017-05-25,
2018-04-02,2330,台積電,TW0002330008,5484848569,20445531889,21.15,78.84,100.0,100.0,25930380458,2017-05-25,
2018-04-03,2330,台積電,TW0002330008,5495586516,20434793942,21.19,78.8,100.0,100.0,25930380458,2017-05-25,
2018-04-09,2330,台積電,TW0002330008,5492608990,20437771468,21.18,78.81,100.0,100.0,25930380458,2017-05-25,
2018-04-10,2330,台積電,TW0002330008,5493231001,20437149457,21.18,78.81,100.0,100.0,25930380458,2017-05-25,
2018-04-11,2330,台積電,TW0002330008,5494031292,20436349166,21.18,78.81,100.0,100.0,25930380458,2017-05-25,
2018-04-12,2330,台積電,TW0002330008,5502711842,20427668616,21.22,78.77,100.0,100.0,25930380458,2017-05-25,
2018-04-13,2330,台積電,TW0002330008,5502836815,20427543643,21.22,78.77,100.0,100.0,25930380458,2017-05-25,
2018-04-16,2330,台積電,TW0002330008,5510277417,20420103041,21.25,78.74,100.0,100.0,25930380458,2017-05-25,
2018-04-17,2330,台積電,TW0002330008,5521549759,20408830699,21.29,78.7,100.0,100.0,25930380458,2017-05-25,
2018-04-18,2330,台積電,TW0002330008,5526104507,20404275951,21.31,78.68,100.0,100.0,25930380458,2017-05-25,
2018-04-19,2330,台積電,TW0002330008,5517416109,20412964349,21.27,78.72,100.0,100.0,25930380458,2017-05-25,
2018-04-20,2330,台積電,TW0002330008,5587218222,20343162236,21.54,78.45,100.0,100.0,25930380458,2017-05-25,
2018-04-23,2330,台積電,TW0002330008,5630698722,20299681736,21.71,78.28,100.0,100.0,25930380458,2017-05-25,
2018-04-24,2330,台積電,TW0002330008,5647815827,20282564631,21.78,78.21,100.0,100.0,25930380458,2017-05-25,
2018-04-25,2330,台積電,TW0002330008,5666638578,20263741880,21.85,78.14,100.0,100.0,25930380458,2017-05-25,
2018-04-26,2330,台積電,TW0002330008,5683871129,20246509329,21.91,78.08,100.0,100.0,25930380458,2017-05-25,
2018-04-27,2330,台積電,TW0002330008,5690384797,20239995661,21.94,78.05,100.0,100.0,25930380458,2017-05-25,
2018-04-30,2330,台積電,TW0002330008,5699096156,20231284302,21.97,78.02,100.0,100.0,25930380458,2017-05-25,
2018-05-02,2330,台積電,TW0002330008,5711297350,20219083108,22.02,77.97,100.0,100.0,25930380458,2017-05-25, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=10705' target=_blank>4</a>
2018-05-03,2330,台積電,TW0002330008,5722938676,20207441782,22.07,77.92,100.0,100.0,25930380458,2017-05-25,
2018-05-04,2330,台積電,TW0002330008,5723164672,20207215786,22.07,77.92,100.0,100.0,25930380458,2017-05-25,
2018-05-07,2330,台積電,TW0002330008,5730555840,20199824618,22.09,77.9,100.0,100.0,25930380458,2017-05-25,
2018-05-08,2330,台積電,TW0002330008,5735998865,20194381593,22.12,77.87,100.0,100.0,25930380458,2017-05-25,
2018-05-09,2330,台積電,TW0002330008,5736975103,20193405355,22.12,77.87,100.0,100.0,25930380458,2017-05-25,
2018-05-10,2330,台積電,TW0002330008,5742956413,20187424045,22.14,77.85,100.0,100.0,25930380458,2017-05-25,
2018-05-11,2330,台積電,TW0002330008,5740103084,20190277374,22.13,77.86,100.0,100.0,25930380458,2017-05-25,
2018-05-14,2330,台積電,TW0002330008,5742930623,20187449835,22.14,77.85,100.0,100.0,25930380458,2017-05-25,
2018-05-15,2330,台積電,TW0002330008,5746812594,20183567864,22.16,77.83,100.0,100.0,25930380458,2017-05-25,
2018-05-16,2330,台積電,TW0002330008,5746151566,20184228892,22.15,77.84,100.0,100.0,25930380458,2017-05-25,
2018-05-17,2330,台積電,TW0002330008,5748797260,20181583198,22.17,77.82,100.0,100.0,25930380458,2017-05-25,
2018-05-18,2330,台積電,TW0002330008,5751410537,20178969921,22.18,77.81,100.0,100.0,25930380458,2017-05-25,
2018-05-21,2330,台積電,TW0002330008,5748387498,20181992960,22.16,77.83,100.0,100.0,25930380458,2017-05-25,
2018-05-22,2330,台積電,TW0002330008,5743657438,20186723020,22.15,77.84,100.0,100.0,25930380458,2017-05-25,
2018-05-23,2330,台積電,TW0002330008,5741325154,20189055304,22.14,77.85,100.0,100.0,25930380458,2017-05-25,
2018-05-24,2330,台積電,TW0002330008,5741810377,20188570081,22.14,77.85,100.0,100.0,25930380458,2017-05-25,
2018-05-25,2330,台積電,TW0002330008,5743810061,20186570397,22.15,77.84,100.0,100.0,25930380458,2017-05-25,
2018-05-28,2330,台積電,TW0002330008,5745863981,20184516477,22.15,77.84,100.0,100.0,25930380458,2018-05-28, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2018-05-29,2330,台積電,TW0002330008,5757310422,20173070036,22.2,77.79,100.0,100.0,25930380458,2018-05-28,
2018-05-30,2330,台積電,TW0002330008,5770530262,20159850196,22.25,77.74,100.0,100.0,25930380458,2018-05-28,
2018-05-31,2330,台積電,TW0002330008,5770395040,20159985418,22.25,77.74,100.0,100.0,25930380458,2018-05-28,
2018-06-01,2330,台積電,TW0002330008,5771222543,20159157915,22.25,77.74,100.0,100.0,25930380458,2018-05-28,
2018-06-04,2330,台積電,TW0002330008,5769067425,20161313033,22.24,77.75,100.0,100.0,25930380458,2018-05-28,
2018-06-05,2330,台積電,TW0002330008,5768202098,20162178360,22.24,77.75,100.0,100.0,25930380458,2018-05-28,
2018-06-06,2330,台積電,TW0002330008,5766771269,20163609189,22.23,77.76,100.0,100.0,25930380458,2018-05-28,
2018-06-07,2330,台積電,TW0002330008,5769678214,20160702244,22.25,77.74,100.0,100.0,25930380458,2018-05-28,
2018-06-08,2330,台積電,TW0002330008,5783638636,20146741822,22.3,77.69,100.0,100.0,25930380458,2018-05-28,
2018-06-11,2330,台積電,TW0002330008,5794841603,20135538855,22.34,77.65,100.0,100.0,25930380458,2018-05-28,
2018-06-12,2330,台積電,TW0002330008,5800915385,20129465073,22.37,77.62,100.0,100.0,25930380458,2018-05-28,
2018-06-13,2330,台積電,TW0002330008,5799236373,20131144085,22.36,77.63,100.0,100.0,25930380458,2018-05-28,
2018-06-14,2330,台積電,TW0002330008,5815397852,20114982606,22.42,77.57,100.0,100.0,25930380458,2018-05-28,
2018-06-15,2330,台積電,TW0002330008,5807689018,20122691440,22.39,77.6,100.0,100.0,25930380458,2018-05-28,
2018-06-19,2330,台積電,TW0002330008,5838307903,20092072555,22.51,77.48,100.0,100.0,25930380458,2018-05-28,
2018-06-20,2330,台積電,TW0002330008,5855974557,20074405901,22.58,77.41,100.0,100.0,25930380458,2018-05-28,
2018-06-21,2330,台積電,TW0002330008,5877934314,20052446144,22.66,77.33,100.0,100.0,25930380458,2018-05-28,
2018-06-22,2330,台積電,TW0002330008,5897949292,20032431166,22.74,77.25,100.0,100.0,25930380458,2018-05-28,
2018-06-25,2330,台積電,TW0002330008,5914741078,20015639380,22.81,77.18,100.0,100.0,25930380458,2018-05-28,
2018-06-26,2330,台積電,TW0002330008,5933980546,19996399912,22.88,77.11,100.0,100.0,25930380458,2018-05-28,
2018-06-27,2330,台積電,TW0002330008,5928923505,20001456953,22.86,77.13,100.0,100.0,25930380458,2018-05-28,
2018-06-28,2330,台積電,TW0002330008,5932918818,19997461640,22.88,77.11,100.0,100.0,25930380458,2018-05-28,
2018-06-29,2330,台積電,TW0002330008,5930886198,19999494260,22.87,77.12,100.0,100.0,25930380458,2018-05-28,
2018-07-02,2330,台積電,TW0002330008,5931487797,19998892661,22.87,77.12,100.0,100.0,25930380458,2018-05-28,
2018-07-03,2330,台積電,TW0002330008,5929211040,20001169418,22.86,77.13,100.0,100.0,25930380458,2018-05-28,
2018-07-04,2330,台積電,TW0002330008,5926870062,20003510396,22.85,77.14,100.0,100.0,25930380458,2018-05-28,
2018-07-05,2330,台積電,TW0002330008,5926917405,20003463053,22.85,77.14,100.0,100.0,25930380458,2018-05-28,
2018-07-06,2330,台積電,TW0002330008,5928220599,20002159859,22.86,77.13,100.0,100.0,25930380458,2018-05-28,
2018-07-09,2330,台積電,TW0002330008,5917510402,20012870056,22.82,77.17,100.0,100.0,25930380458,2018-05-28,
2018-07-10,2330,台積電,TW0002330008,5917055118,20013325340,22.81,77.18,100.0,100.0,25930380458,2018-05-28,
2018-07-11,2330,台積電,TW0002330008,5919253468,20011126990,22.82,77.17,100.0,100.0,25930380458,2018-05-28,
2018-07-12,2330,台積電,TW0002330008,5921377742,20009002716,22.83,77.16,100.0,100.0,25930380458,2018-05-28,
2018-07-13,2330,台積電,TW0002330008,5914833703,20015546755,22.81,77.18,100.0,100.0,25930380458,2018-05-28,
2018-07-16,2330,台積電,TW0002330008,5916904926,20013475532,22.81,77.18,100.0,100.0,25930380458,2018-05-28,
2018-07-17,2330,台積電,TW0002330008,5918208312,20012172146,22.82,77.17,100.0,100.0,25930380458,2018-05-28,
2018-07-18,2330,台積電,TW0002330008,5910691306,20019689152,22.79,77.2,100.0,100.0,25930380458,2018-05-28,
2018-07-19,2330,台積電,TW0002330008,5895848961,20034531497,22.73,77.26,100.0,100.0,25930380458,2018-05-28,
2018-07-20,2330,台積電,TW0002330008,5856069995,20074310463,22.58,77.41,100.0,100.0,25930380458,2018-05-28,
2018-07-23,2330,台積電,TW0002330008,5837849692,20092530766,22.51,77.48,100.0,100.0,25930380458,2018-05-28,
2018-07-24,2330,台積電,TW0002330008,5839213198,20091167260,22.51,77.48,100.0,100.0,25930380458,2018-05-28,
2018-07-25,2330,台積電,TW0002330008,5840803577,20089576881,22.52,77.47,100.0,100.0,25930380458,2018-05-28,
2018-07-26,2330,台積電,TW0002330008,5842921612,20087458846,22.53,77.46,100.0,100.0,25930380458,2018-05-28,
2018-07-27,2330,台積電,TW0002330008,5832778464,20097601994,22.49,77.5,100.0,100.0,25930380458,2018-05-28,
2018-07-30,2330,台積電,TW0002330008,5827348927,20103031531,22.47,77.52,100.0,100.0,25930380458,2018-05-28,
2018-07-31,2330,台積電,TW0002330008,5827441621,20102938837,22.47,77.52,100.0,100.0,25930380458,2018-05-28,
2018-08-01,2330,台積電,TW0002330008,5822623698,20107756760,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-08-02,2330,台積電,TW0002330008,5822361321,20108019137,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-08-03,2330,台積電,TW0002330008,5821508987,20108871471,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-08-06,2330,台積電,TW0002330008,5826309688,20104070770,22.46,77.53,100.0,100.0,25930380458,2018-05-28,
2018-08-07,2330,台積電,TW0002330008,5831614677,20098765781,22.48,77.51,100.0,100.0,25930380458,2018-05-28,
2018-08-08,2330,台積電,TW0002330008,5820920331,20109460127,22.44,77.55,100.0,100.0,25930380458,2018-05-28,
2018-08-09,2330,台積電,TW0002330008,5817960374,20112420084,22.43,77.56,100.0,100.0,25930380458,2018-05-28,
2018-08-10,2330,台積電,TW0002330008,5818542315,20111838143,22.43,77.56,100.0,100.0,25930380458,2018-05-28,
2018-08-13,2330,台積電,TW0002330008,5823987448,20106393010,22.46,77.53,100.0,100.0,25930380458,2018-05-28,
2018-08-14,2330,台積電,TW0002330008,5824035847,20106344611,22.46,77.53,100.0,100.0,25930380458,2018-05-28,
2018-08-15,2330,台積電,TW0002330008,5821209808,20109170650,22.44,77.55,100.0,100.0,25930380458,2018-05-28,
2018-08-16,2330,台積電,TW0002330008,5823251852,20107128606,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-08-17,2330,台積電,TW0002330008,5820898266,20109482192,22.44,77.55,100.0,100.0,25930380458,2018-05-28,
2018-08-20,2330,台積電,TW0002330008,5820561077,20109819381,22.44,77.55,100.0,100.0,25930380458,2018-05-28,
2018-08-21,2330,台積電,TW0002330008,5822691467,20107688991,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-08-22,2330,台積電,TW0002330008,5822445097,20107935361,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-08-23,2330,台積電,TW0002330008,5810718655,20119661803,22.4,77.59,100.0,100.0,25930380458,2018-05-28,
2018-08-24,2330,台積電,TW0002330008,5810025744,20120354714,22.4,77.59,100.0,100.0,25930380458,2018-05-28,
2018-08-27,2330,台積電,TW0002330008,5803623437,20126757021,22.38,77.61,100.0,100.0,25930380458,2018-05-28,
2018-08-28,2330,台積電,TW0002330008,5786126885,20144253573,22.31,77.68,100.0,100.0,25930380458,2018-05-28,
2018-08-29,2330,台積電,TW0002330008,5758985737,20171394721,22.2,77.79,100.0,100.0,25930380458,2018-05-28,
2018-08-30,2330,台積電,TW0002330008,5743021373,20187359085,22.14,77.85,100.0,100.0,25930380458,2018-05-28,
2018-08-31,2330,台積電,TW0002330008,5745957491,20184422967,22.15,77.84,100.0,100.0,25930380458,2018-05-28,
2018-09-03,2330,台積電,TW0002330008,5737553364,20192827094,22.12,77.87,100.0,100.0,25930380458,2018-05-28,
2018-09-04,2330,台積電,TW0002330008,5736389759,20193990699,22.12,77.87,100.0,100.0,25930380458,2018-05-28,
2018-09-05,2330,台積電,TW0002330008,5726206227,20204174231,22.08,77.91,100.0,100.0,25930380458,2018-05-28,
2018-09-06,2330,台積電,TW0002330008,5724192592,20206187866,22.07,77.92,100.0,100.0,25930380458,2018-05-28,
2018-09-07,2330,台積電,TW0002330008,5705360214,20225020244,22.0,77.99,100.0,100.0,25930380458,2018-05-28,
2018-09-10,2330,台積電,TW0002330008,5691258922,20239121536,21.94,78.05,100.0,100.0,25930380458,2018-05-28,
2018-09-11,2330,台積電,TW0002330008,5690456721,20239923737,21.94,78.05,100.0,100.0,25930380458,2018-05-28,
2018-09-12,2330,台積電,TW0002330008,5683407705,20246972753,21.91,78.08,100.0,100.0,25930380458,2018-05-28,
2018-09-13,2330,台積電,TW0002330008,5690653644,20239726814,21.94,78.05,100.0,100.0,25930380458,2018-05-28,
2018-09-14,2330,台積電,TW0002330008,5678500510,20251879948,21.89,78.1,100.0,100.0,25930380458,2018-05-28,
2018-09-17,2330,台積電,TW0002330008,5676114714,20254265744,21.88,78.11,100.0,100.0,25930380458,2018-05-28,
2018-09-18,2330,台積電,TW0002330008,5670934697,20259445761,21.86,78.13,100.0,100.0,25930380458,2018-05-28,
2018-09-19,2330,台積電,TW0002330008,5652934395,20277446063,21.8,78.19,100.0,100.0,25930380458,2018-05-28,
2018-09-20,2330,台積電,TW0002330008,5625946757,20304433701,21.69,78.3,100.0,100.0,25930380458,2018-05-28,
2018-09-21,2330,台積電,TW0002330008,5619647607,20310732851,21.67,78.32,100.0,100.0,25930380458,2018-05-28,
2018-09-25,2330,台積電,TW0002330008,5615418302,20314962156,21.65,78.34,100.0,100.0,25930380458,2018-05-28,
2018-09-26,2330,台積電,TW0002330008,5615032674,20315347784,21.65,78.34,100.0,100.0,25930380458,2018-05-28,
2018-09-27,2330,台積電,TW0002330008,5600689586,20329690872,21.59,78.4,100.0,100.0,25930380458,2018-05-28,
2018-09-28,2330,台積電,TW0002330008,5599229368,20331151090,21.59,78.4,100.0,100.0,25930380458,2018-05-28,
2018-10-01,2330,台積電,TW0002330008,5600781821,20329598637,21.59,78.4,100.0,100.0,25930380458,2018-05-28,
2018-10-02,2330,台積電,TW0002330008,5620451294,20309929164,21.67,78.32,100.0,100.0,25930380458,2018-05-28,
2018-10-03,2330,台積電,TW0002330008,5615802130,20314578328,21.65,78.34,100.0,100.0,25930380458,2018-05-28,
2018-10-04,2330,台積電,TW0002330008,5632321295,20298059163,21.72,78.27,100.0,100.0,25930380458,2018-05-28,
2018-10-05,2330,台積電,TW0002330008,5641111742,20289268716,21.75,78.24,100.0,100.0,25930380458,2018-05-28,
2018-10-08,2330,台積電,TW0002330008,5664873024,20265507434,21.84,78.15,100.0,100.0,25930380458,2018-05-28,
2018-10-09,2330,台積電,TW0002330008,5673159264,20257221194,21.87,78.12,100.0,100.0,25930380458,2018-05-28,
2018-10-11,2330,台積電,TW0002330008,5710741632,20219638826,22.02,77.97,100.0,100.0,25930380458,2018-05-28,
2018-10-12,2330,台積電,TW0002330008,5719567609,20210812849,22.05,77.94,100.0,100.0,25930380458,2018-05-28,
2018-10-15,2330,台積電,TW0002330008,5743726485,20186653973,22.15,77.84,100.0,100.0,25930380458,2018-05-28,
2018-10-16,2330,台積電,TW0002330008,5749668422,20180712036,22.17,77.82,100.0,100.0,25930380458,2018-05-28,
2018-10-17,2330,台積電,TW0002330008,5754105163,20176275295,22.19,77.8,100.0,100.0,25930380458,2018-05-28,
2018-10-18,2330,台積電,TW0002330008,5765369213,20165011245,22.23,77.76,100.0,100.0,25930380458,2018-05-28,
2018-10-19,2330,台積電,TW0002330008,5772249531,20158130927,22.26,77.73,100.0,100.0,25930380458,2018-05-28,
2018-10-22,2330,台積電,TW0002330008,5777587345,20152793113,22.28,77.71,100.0,100.0,25930380458,2018-05-28,
2018-10-23,2330,台積電,TW0002330008,5788829164,20141551294,22.32,77.67,100.0,100.0,25930380458,2018-05-28,
2018-10-24,2330,台積電,TW0002330008,5804995805,20125384653,22.38,77.61,100.0,100.0,25930380458,2018-05-28,
2018-10-25,2330,台積電,TW0002330008,5833605687,20096774771,22.49,77.5,100.0,100.0,25930380458,2018-05-28,
2018-10-26,2330,台積電,TW0002330008,5831310915,20099069543,22.48,77.51,100.0,100.0,25930380458,2018-05-28,
2018-10-29,2330,台積電,TW0002330008,5834287188,20096093270,22.49,77.5,100.0,100.0,25930380458,2018-05-28,
2018-10-30,2330,台積電,TW0002330008,5833373105,20097007353,22.49,77.5,100.0,100.0,25930380458,2018-05-28,
2018-10-31,2330,台積電,TW0002330008,5825812057,20104568401,22.46,77.53,100.0,100.0,25930380458,2018-05-28,
2018-11-01,2330,台積電,TW0002330008,5822365489,20108014969,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-11-02,2330,台積電,TW0002330008,5822726561,20107653897,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-11-05,2330,台積電,TW0002330008,5821742550,20108637908,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-11-06,2330,台積電,TW0002330008,5822010333,20108370125,22.45,77.54,100.0,100.0,25930380458,2018-05-28,
2018-11-07,2330,台積電,TW0002330008,5824354314,20106026144,22.46,77.53,100.0,100.0,25930380458,2018-05-28,
2018-11-08,2330,台積電,TW0002330008,5816314226,20114066232,22.43,77.56,100.0,100.0,25930380458,2018-05-28,
2018-11-09,2330,台積電,TW0002330008,5818996973,20111383485,22.44,77.55,100.0,100.0,25930380458,2018-05-28,
2018-11-12,2330,台積電,TW0002330008,5817448367,20112932091,22.43,77.56,100.0,100.0,25930380458,2018-05-28,
2018-11-13,2330,台積電,TW0002330008,5825256878,20105123580,22.46,77.53,100.0,100.0,25930380458,2018-05-28,
2018-11-14,2330,台積電,TW0002330008,5826197792,20104182666,22.46,77.53,100.0,100.0,25930380458,2018-05-28,
2018-11-15,2330,台積電,TW0002330008,5824836406,20105544052,22.46,77.53,100.0,100.0,25930380458,2018-05-28,
2018-11-16,2330,台積電,TW0002330008,5840315343,20090065115,22.52,77.47,100.0,100.0,25930380458,2018-05-28,
2018-11-19,2330,台積電,TW0002330008,5850846941,20079533517,22.56,77.43,100.0,100.0,25930380458,2018-05-28,
2018-11-20,2330,台積電,TW0002330008,5867195967,20063184491,22.62,77.37,100.0,100.0,25930380458,2018-05-28,
2018-11-21,2330,台積電,TW0002330008,5872263237,20058117221,22.64,77.35,100.0,100.0,25930380458,2018-05-28,
2018-11-22,2330,台積電,TW0002330008,5873419738,20056960720,22.65,77.34,100.0,100.0,25930380458,2018-05-28,
2018-11-23,2330,台積電,TW0002330008,5872354849,20058025609,22.64,77.35,100.0,100.0,25930380458,2018-05-28,
2018-11-26,2330,台積電,TW0002330008,5865879775,20064500683,22.62,77.37,100.0,100.0,25930380458,2018-05-28,
2018-11-27,2330,台積電,TW0002330008,5868937519,20061442939,22.63,77.36,100.0,100.0,25930380458,2018-05-28,
2018-11-28,2330,台積電,TW0002330008,5870561064,20059819394,22.63,77.36,100.0,100.0,25930380458,2018-05-28,
2018-11-29,2330,台積電,TW0002330008,5866164411,20064216047,22.62,77.37,100.0,100.0,25930380458,2018-05-28,
2018-11-30,2330,台積電,TW0002330008,5874463176,20055917282,22.65,77.34,100.0,100.0,25930380458,2018-05-28,
2018-12-03,2330,台積電,TW0002330008,5865844853,20064535605,22.62,77.37,100.0,100.0,25930380458,2018-05-28,
2018-12-04,2330,台積電,TW0002330008,5865898505,20064481953,22.62,77.37,100.0,100.0,25930380458,2018-05-28,
2018-12-05,2330,台積電,TW0002330008,5873143568,20057236890,22.64,77.35,100.0,100.0,25930380458,2018-05-28,
2018-12-06,2330,台積電,TW0002330008,5885664228,20044716230,22.69,77.3,100.0,100.0,25930380458,2018-05-28,
2018-12-07,2330,台積電,TW0002330008,5889391750,20040988708,22.71,77.28,100.0,100.0,25930380458,2018-05-28,
2018-12-10,2330,台積電,TW0002330008,5894836176,20035544282,22.73,77.26,100.0,100.0,25930380458,2018-05-28,
2018-12-11,2330,台積電,TW0002330008,5892630115,20037750343,22.72,77.27,100.0,100.0,25930380458,2018-05-28,
2018-12-12,2330,台積電,TW0002330008,5895256816,20035123642,22.73,77.26,100.0,100.0,25930380458,2018-05-28,
2018-12-13,2330,台積電,TW0002330008,5897852190,20032528268,22.74,77.25,100.0,100.0,25930380458,2018-05-28,
2018-12-14,2330,台積電,TW0002330008,5905750596,20024629862,22.77,77.22,100.0,100.0,25930380458,2018-05-28,
2018-12-17,2330,台積電,TW0002330008,5903333748,20027046710,22.76,77.23,100.0,100.0,25930380458,2018-05-28,
2018-12-18,2330,台積電,TW0002330008,5906754404,20023626054,22.77,77.22,100.0,100.0,25930380458,2018-05-28,
2018-12-19,2330,台積電,TW0002330008,5904740585,20025639873,22.77,77.22,100.0,100.0,25930380458,2018-05-28,
2018-12-20,2330,台積電,TW0002330008,5908192901,20022187557,22.78,77.21,100.0,100.0,25930380458,2018-05-28,
2018-12-21,2330,台積電,TW0002330008,5906051192,20024329266,22.77,77.22,100.0,100.0,25930380458,2018-05-28,
2018-12-22,2330,台積電,TW0002330008,5907968192,20022412266,22.78,77.21,100.0,100.0,25930380458,2018-05-28,
2018-12-24,2330,台積電,TW0002330008,5912977460,20017402998,22.8,77.19,100.0,100.0,25930380458,2018-05-28,
2018-12-25,2330,台積電,TW0002330008,5914772360,20015608098,22.81,77.18,100.0,100.0,25930380458,2018-05-28,
2018-12-26,2330,台積電,TW0002330008,5917425992,20012954466,22.82,77.17,100.0,100.0,25930380458,2018-05-28,
2018-12-27,2330,台積電,TW0002330008,5909287344,20021093114,22.78,77.21,100.0,100.0,25930380458,2018-05-28,
2018-12-28,2330,台積電,TW0002330008,5898919886,20031460572,22.74,77.25,100.0,100.0,25930380458,2018-05-28,
2019-01-02,2330,台積電,TW0002330008,5912147078,20018233380,22.8,77.19,100.0,100.0,25930380458,2018-05-28,
2019-01-03,2330,台積電,TW0002330008,5931491577,19998888881,22.87,77.12,100.0,100.0,25930380458,2018-05-28,
2019-01-04,2330,台積電,TW0002330008,5957547389,19972833069,22.97,77.02,100.0,100.0,25930380458,2018-05-28,
2019-01-07,2330,台積電,TW0002330008,5953922387,19976458071,22.96,77.03,100.0,100.0,25930380458,2018-05-28,
2019-01-08,2330,台積電,TW0002330008,5953176405,19977204053,22.95,77.04,100.0,100.0,25930380458,2018-05-28,
2019-01-09,2330,台積電,TW0002330008,5945978099,19984402359,22.93,77.06,100.0,100.0,25930380458,2018-05-28, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=10801' target=_blank>4</a>
2019-01-10,2330,台積電,TW0002330008,5944186521,19986193937,22.92,77.07,100.0,100.0,25930380458,2018-05-28,
2019-01-11,2330,台積電,TW0002330008,5932583257,19997797201,22.87,77.12,100.0,100.0,25930380458,2018-05-28,
2019-01-14,2330,台積電,TW0002330008,5934405595,19995974863,22.88,77.11,100.0,100.0,25930380458,2018-05-28,
2019-01-15,2330,台積電,TW0002330008,5925762434,20004618024,22.85,77.14,100.0,100.0,25930380458,2018-05-28,
2019-01-16,2330,台積電,TW0002330008,5930187997,20000192461,22.86,77.13,100.0,100.0,25930380458,2018-05-28,
2019-01-17,2330,台積電,TW0002330008,5928682113,20001698345,22.86,77.13,100.0,100.0,25930380458,2018-05-28,
2019-01-18,2330,台積電,TW0002330008,5942179065,19988201393,22.91,77.08,100.0,100.0,25930380458,2018-05-28,
2019-01-21,2330,台積電,TW0002330008,5939179946,19991200512,22.9,77.09,100.0,100.0,25930380458,2018-05-28,
2019-01-22,2330,台積電,TW0002330008,5934624689,19995755769,22.88,77.11,100.0,100.0,25930380458,2018-05-28,
2019-01-23,2330,台積電,TW0002330008,5940053772,19990326686,22.9,77.09,100.0,100.0,25930380458,2018-05-28,
2019-01-24,2330,台積電,TW0002330008,5938000412,19992380046,22.89,77.1,100.0,100.0,25930380458,2018-05-28,
2019-01-25,2330,台積電,TW0002330008,5922113344,20008267114,22.83,77.16,100.0,100.0,25930380458,2018-05-28,
2019-01-28,2330,台積電,TW0002330008,5913201586,20017178872,22.8,77.19,100.0,100.0,25930380458,2018-05-28,
2019-01-29,2330,台積電,TW0002330008,5930699143,19999681315,22.87,77.12,100.0,100.0,25930380458,2018-05-28,
2019-01-30,2330,台積電,TW0002330008,5942485358,19987895100,22.91,77.08,100.0,100.0,25930380458,2018-05-28,
2019-01-31,2330,台積電,TW0002330008,5942658758,19987721700,22.91,77.08,100.0,100.0,25930380458,2018-05-28,
2019-02-01,2330,台積電,TW0002330008,5942681758,19987698700,22.91,77.08,100.0,100.0,25930380458,2018-05-28,
2019-02-11,2330,台積電,TW0002330008,5913319385,20017061073,22.8,77.19,100.0,100.0,25930380458,2018-05-28,
2019-02-12,2330,台積電,TW0002330008,5898216798,20032163660,22.74,77.25,100.0,100.0,25930380458,2018-05-28,
2019-02-13,2330,台積電,TW0002330008,5887861312,20042519146,22.7,77.29,100.0,100.0,25930380458,2018-05-28,
