date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2016-01-04,2330,台積電,TW0002330008,5928802177,20001578281,22.86,77.13,100.0,100.0,25930380458,2015-05-19,
2016-01-05,2330,台積電,TW0002330008,5934706910,19995673548,22.88,77.11,100.0,100.0,25930380458,2015-05-19,
2016-01-06,2330,台積電,TW0002330008,5948363190,19982017268,22.93,77.06,100.0,100.0,25930380458,2015-05-19,
2016-01-07,2330,台積電,TW0002330008,5968658883,19961721575,23.01,76.98,100.0,100.0,25930380458,2015-05-19,
2016-01-08,2330,台積電,TW0002330008,5969159712,19961220746,23.01,76.98,100.0,100.0,25930380458,2015-05-19,
2016-01-11,2330,台積電,TW0002330008,5970769159,19959611299,23.02,76.97,100.0,100.0,25930380458,2015-05-19,
2016-01-12,2330,台積電,TW0002330008,5980442264,19949938194,23.06,76.93,100.0,100.0,25930380458,2015-05-19,
2016-01-13,2330,台積電,TW0002330008,5971840488,19958539970,23.03,76.96,100.0,100.0,25930380458,2015-05-19,
2016-01-14,2330,台積電,TW0002330008,5975924670,19954455788,23.04,76.95,100.0,100.0,25930380458,2015-05-19,
2016-01-15,2330,台積電,TW0002330008,5948820413,19981560045,22.94,77.05,100.0,100.0,25930380458,2015-05-19,
2016-01-18,2330,台積電,TW0002330008,5951072649,19979307809,22.95,77.04,100.0,100.0,25930380458,2015-05-19,
2016-01-19,2330,台積電,TW0002330008,5950575475,19979804983,22.94,77.05,100.0,100.0,25930380458,2015-05-19,
2016-01-20,2330,台積電,TW0002330008,5959135449,19971245009,22.98,77.01,100.0,100.0,25930380458,2015-05-19,
2016-01-21,2330,台積電,TW0002330008,5960256991,19970123467,22.98,77.01,100.0,100.0,25930380458,2015-05-19,
2016-01-22,2330,台積電,TW0002330008,5950895966,19979484492,22.94,77.05,100.0,100.0,25930380458,2015-05-19,
2016-01-25,2330,台積電,TW0002330008,5943538043,19986842415,22.92,77.07,100.0,100.0,25930380458,2015-05-19,
2016-01-26,2330,台積電,TW0002330008,5947220960,19983159498,22.93,77.06,100.0,100.0,25930380458,2015-05-19,
2016-01-27,2330,台積電,TW0002330008,5945091381,19985289077,22.92,77.07,100.0,100.0,25930380458,2015-05-19,
2016-01-28,2330,台積電,TW0002330008,5933484752,19996895706,22.88,77.11,100.0,100.0,25930380458,2015-05-19,
2016-01-29,2330,台積電,TW0002330008,5913593987,20016786471,22.8,77.19,100.0,100.0,25930380458,2015-05-19,
2016-01-30,2330,台積電,TW0002330008,5909359987,20021020471,22.78,77.21,100.0,100.0,25930380458,2015-05-19,
2016-02-01,2330,台積電,TW0002330008,5886826384,20043554074,22.7,77.29,100.0,100.0,25930380458,2015-05-19,
2016-02-02,2330,台積電,TW0002330008,5884713655,20045666803,22.69,77.3,100.0,100.0,25930380458,2015-05-19,
2016-02-03,2330,台積電,TW0002330008,5852901128,20077479330,22.57,77.42,100.0,100.0,25930380458,2015-05-19,
2016-02-04,2330,台積電,TW0002330008,5852901128,20077479330,22.57,77.42,100.0,100.0,25930380458,2015-05-19,
2016-02-05,2330,台積電,TW0002330008,5852901128,20077479330,22.57,77.42,100.0,100.0,25930380458,2015-05-19,
2016-02-15,2330,台積電,TW0002330008,5851916474,20078463984,22.56,77.43,100.0,100.0,25930380458,2015-05-19,
2016-02-16,2330,台積電,TW0002330008,5833884482,20096495976,22.49,77.5,100.0,100.0,25930380458,2015-05-19,
2016-02-17,2330,台積電,TW0002330008,5819832472,20110547986,22.44,77.55,100.0,100.0,25930380458,2015-05-19,
2016-02-18,2330,台積電,TW0002330008,5786451359,20143929099,22.31,77.68,100.0,100.0,25930380458,2015-05-19,
2016-02-19,2330,台積電,TW0002330008,5775703603,20154676855,22.27,77.72,100.0,100.0,25930380458,2015-05-19,
2016-02-22,2330,台積電,TW0002330008,5759891257,20170489201,22.21,77.78,100.0,100.0,25930380458,2015-05-19,
2016-02-23,2330,台積電,TW0002330008,5756976999,20173403459,22.2,77.79,100.0,100.0,25930380458,2015-05-19,
2016-02-24,2330,台積電,TW0002330008,5754001918,20176378540,22.19,77.8,100.0,100.0,25930380458,2015-05-19,
2016-02-25,2330,台積電,TW0002330008,5739249800,20191130658,22.13,77.86,100.0,100.0,25930380458,2015-05-19,
2016-02-26,2330,台積電,TW0002330008,5732614584,20197765874,22.1,77.89,100.0,100.0,25930380458,2015-05-19,
2016-03-01,2330,台積電,TW0002330008,5724898843,20205481615,22.07,77.92,100.0,100.0,25930380458,2015-05-19,
2016-03-02,2330,台積電,TW0002330008,5709118221,20221262237,22.01,77.98,100.0,100.0,25930380458,2015-05-19,
2016-03-03,2330,台積電,TW0002330008,5692334574,20238045884,21.95,78.04,100.0,100.0,25930380458,2015-05-19,
2016-03-04,2330,台積電,TW0002330008,5691237534,20239142924,21.94,78.05,100.0,100.0,25930380458,2015-05-19,
2016-03-07,2330,台積電,TW0002330008,5691260198,20239120260,21.94,78.05,100.0,100.0,25930380458,2015-05-19,
2016-03-08,2330,台積電,TW0002330008,5685666798,20244713660,21.92,78.07,100.0,100.0,25930380458,2015-05-19,
2016-03-09,2330,台積電,TW0002330008,5672555944,20257824514,21.87,78.12,100.0,100.0,25930380458,2015-05-19,
2016-03-10,2330,台積電,TW0002330008,5658206404,20272174054,21.82,78.17,100.0,100.0,25930380458,2015-05-19,
2016-03-11,2330,台積電,TW0002330008,5642228220,20288152238,21.75,78.24,100.0,100.0,25930380458,2015-05-19,
2016-03-14,2330,台積電,TW0002330008,5623657428,20306723030,21.68,78.31,100.0,100.0,25930380458,2015-05-19,
2016-03-15,2330,台積電,TW0002330008,5614938272,20315442186,21.65,78.34,100.0,100.0,25930380458,2015-05-19,
2016-03-16,2330,台積電,TW0002330008,5601095214,20329285244,21.6,78.39,100.0,100.0,25930380458,2015-05-19,
2016-03-17,2330,台積電,TW0002330008,5569765324,20360615134,21.47,78.52,100.0,100.0,25930380458,2015-05-19,
2016-03-18,2330,台積電,TW0002330008,5538713587,20391666871,21.35,78.64,100.0,100.0,25930380458,2015-05-19,
2016-03-21,2330,台積電,TW0002330008,5525653034,20404727424,21.3,78.69,100.0,100.0,25930380458,2015-05-19,
2016-03-22,2330,台積電,TW0002330008,5518560606,20411819852,21.28,78.71,100.0,100.0,25930380458,2015-05-19,
2016-03-23,2330,台積電,TW0002330008,5507560604,20422819854,21.23,78.76,100.0,100.0,25930380458,2015-05-19,
2016-03-24,2330,台積電,TW0002330008,5502877687,20427502771,21.22,78.77,100.0,100.0,25930380458,2015-05-19,
2016-03-25,2330,台積電,TW0002330008,5502627087,20427753371,21.22,78.77,100.0,100.0,25930380458,2015-05-19,
2016-03-28,2330,台積電,TW0002330008,5494561555,20435818903,21.18,78.81,100.0,100.0,25930380458,2015-05-19,
2016-03-29,2330,台積電,TW0002330008,5488984180,20441396278,21.16,78.83,100.0,100.0,25930380458,2015-05-19,
2016-03-30,2330,台積電,TW0002330008,5472330062,20458050396,21.1,78.89,100.0,100.0,25930380458,2015-05-19,
2016-03-31,2330,台積電,TW0002330008,5462630330,20467750128,21.06,78.93,100.0,100.0,25930380458,2015-05-19,
2016-04-01,2330,台積電,TW0002330008,5460189486,20470190972,21.05,78.94,100.0,100.0,25930380458,2015-05-19,
2016-04-06,2330,台積電,TW0002330008,5475540389,20454840069,21.11,78.88,100.0,100.0,25930380458,2015-05-19,
2016-04-07,2330,台積電,TW0002330008,5479736632,20450643826,21.13,78.86,100.0,100.0,25930380458,2015-05-19,
2016-04-08,2330,台積電,TW0002330008,5481250028,20449130430,21.13,78.86,100.0,100.0,25930380458,2015-05-19,
2016-04-11,2330,台積電,TW0002330008,5485644948,20444735510,21.15,78.84,100.0,100.0,25930380458,2015-05-19,
2016-04-12,2330,台積電,TW0002330008,5489540678,20440839780,21.17,78.82,100.0,100.0,25930380458,2015-05-19,
2016-04-13,2330,台積電,TW0002330008,5466885950,20463494508,21.08,78.91,100.0,100.0,25930380458,2015-05-19,
2016-04-14,2330,台積電,TW0002330008,5466255594,20464124864,21.08,78.91,100.0,100.0,25930380458,2015-05-19,
2016-04-15,2330,台積電,TW0002330008,5466977431,20463403027,21.08,78.91,100.0,100.0,25930380458,2015-05-19,
2016-04-18,2330,台積電,TW0002330008,5472157923,20458222535,21.1,78.89,100.0,100.0,25930380458,2015-05-19,
2016-04-19,2330,台積電,TW0002330008,5476725073,20453655385,21.12,78.87,100.0,100.0,25930380458,2015-05-19,
2016-04-20,2330,台積電,TW0002330008,5486892830,20443487628,21.16,78.83,100.0,100.0,25930380458,2015-05-19,
2016-04-21,2330,台積電,TW0002330008,5475613966,20454766492,21.11,78.88,100.0,100.0,25930380458,2015-05-19,
2016-04-22,2330,台積電,TW0002330008,5467994311,20462386147,21.08,78.91,100.0,100.0,25930380458,2015-05-19,
2016-04-25,2330,台積電,TW0002330008,5465899251,20464481207,21.07,78.92,100.0,100.0,25930380458,2015-05-19,
2016-04-26,2330,台積電,TW0002330008,5465588069,20464792389,21.07,78.92,100.0,100.0,25930380458,2015-05-19,
2016-04-27,2330,台積電,TW0002330008,5472023139,20458357319,21.1,78.89,100.0,100.0,25930380458,2015-05-19,
2016-04-28,2330,台積電,TW0002330008,5484774763,20445605695,21.15,78.84,100.0,100.0,25930380458,2015-05-19,
2016-04-29,2330,台積電,TW0002330008,5515899612,20414480846,21.27,78.72,100.0,100.0,25930380458,2015-05-19,
2016-05-03,2330,台積電,TW0002330008,5564422640,20365957818,21.45,78.54,100.0,100.0,25930380458,2015-05-19,
2016-05-04,2330,台積電,TW0002330008,5591354431,20339026027,21.56,78.43,100.0,100.0,25930380458,2015-05-19,
2016-05-05,2330,台積電,TW0002330008,5609802848,20320577610,21.63,78.36,100.0,100.0,25930380458,2015-05-19,
2016-05-06,2330,台積電,TW0002330008,5617075547,20313304911,21.66,78.33,100.0,100.0,25930380458,2015-05-19,
2016-05-09,2330,台積電,TW0002330008,5628535960,20301844498,21.7,78.29,100.0,100.0,25930380458,2015-05-19,
2016-05-10,2330,台積電,TW0002330008,5639810045,20290570413,21.74,78.25,100.0,100.0,25930380458,2015-05-19,
2016-05-11,2330,台積電,TW0002330008,5655906662,20274473796,21.81,78.18,100.0,100.0,25930380458,2015-05-19,
2016-05-12,2330,台積電,TW0002330008,5663569172,20266811286,21.84,78.15,100.0,100.0,25930380458,2015-05-19,
2016-05-13,2330,台積電,TW0002330008,5697065579,20233314879,21.97,78.02,100.0,100.0,25930380458,2015-05-19,
2016-05-16,2330,台積電,TW0002330008,5707710498,20222669960,22.01,77.98,100.0,100.0,25930380458,2015-05-19,
2016-05-17,2330,台積電,TW0002330008,5717785518,20212594940,22.05,77.94,100.0,100.0,25930380458,2015-05-19,
2016-05-18,2330,台積電,TW0002330008,5722773062,20207607396,22.06,77.93,100.0,100.0,25930380458,2015-05-19,
2016-05-19,2330,台積電,TW0002330008,5729752709,20200627749,22.09,77.9,100.0,100.0,25930380458,2015-05-19,
2016-05-20,2330,台積電,TW0002330008,5723931732,20206448726,22.07,77.92,100.0,100.0,25930380458,2015-05-19,
2016-05-23,2330,台積電,TW0002330008,5684415422,20245965036,21.92,78.07,100.0,100.0,25930380458,2016-05-23, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2016-05-24,2330,台積電,TW0002330008,5691044291,20239336167,21.94,78.05,100.0,100.0,25930380458,2016-05-23,
2016-05-25,2330,台積電,TW0002330008,5677997394,20252383064,21.89,78.1,100.0,100.0,25930380458,2016-05-23,
2016-05-26,2330,台積電,TW0002330008,5672486194,20257894264,21.87,78.12,100.0,100.0,25930380458,2016-05-23,
2016-05-27,2330,台積電,TW0002330008,5667454629,20262925829,21.85,78.14,100.0,100.0,25930380458,2016-05-23,
2016-05-30,2330,台積電,TW0002330008,5643664970,20286715488,21.76,78.23,100.0,100.0,25930380458,2016-05-23,
2016-05-31,2330,台積電,TW0002330008,5636408374,20293972084,21.73,78.26,100.0,100.0,25930380458,2016-05-23,
2016-06-01,2330,台積電,TW0002330008,5622465426,20307915032,21.68,78.31,100.0,100.0,25930380458,2016-05-23,
2016-06-02,2330,台積電,TW0002330008,5616214267,20314166191,21.65,78.34,100.0,100.0,25930380458,2016-05-23,
2016-06-03,2330,台積電,TW0002330008,5600316140,20330064318,21.59,78.4,100.0,100.0,25930380458,2016-05-23,
2016-06-04,2330,台積電,TW0002330008,5600792004,20329588454,21.59,78.4,100.0,100.0,25930380458,2016-05-23,
2016-06-06,2330,台積電,TW0002330008,5592247333,20338133125,21.56,78.43,100.0,100.0,25930380458,2016-05-23,
2016-06-07,2330,台積電,TW0002330008,5575814439,20354566019,21.5,78.49,100.0,100.0,25930380458,2016-05-23,
2016-06-08,2330,台積電,TW0002330008,5555558114,20374822344,21.42,78.57,100.0,100.0,25930380458,2016-05-23,
2016-06-13,2330,台積電,TW0002330008,5562687031,20367693427,21.45,78.54,100.0,100.0,25930380458,2016-05-23,
2016-06-14,2330,台積電,TW0002330008,5560516819,20369863639,21.44,78.55,100.0,100.0,25930380458,2016-05-23,
2016-06-15,2330,台積電,TW0002330008,5553922008,20376458450,21.41,78.58,100.0,100.0,25930380458,2016-05-23,
2016-06-16,2330,台積電,TW0002330008,5564446551,20365933907,21.45,78.54,100.0,100.0,25930380458,2016-05-23,
2016-06-17,2330,台積電,TW0002330008,5556082034,20374298424,21.42,78.57,100.0,100.0,25930380458,2016-05-23,
2016-06-20,2330,台積電,TW0002330008,5560976822,20369403636,21.44,78.55,100.0,100.0,25930380458,2016-05-23,
2016-06-21,2330,台積電,TW0002330008,5546968790,20383411668,21.39,78.6,100.0,100.0,25930380458,2016-05-23,
2016-06-22,2330,台積電,TW0002330008,5549741537,20380638921,21.4,78.59,100.0,100.0,25930380458,2016-05-23,
2016-06-23,2330,台積電,TW0002330008,5547914327,20382466131,21.39,78.6,100.0,100.0,25930380458,2016-05-23,
2016-06-24,2330,台積電,TW0002330008,5585249849,20345130609,21.53,78.46,100.0,100.0,25930380458,2016-05-23,
2016-06-27,2330,台積電,TW0002330008,5583893984,20346486474,21.53,78.46,100.0,100.0,25930380458,2016-05-23,
2016-06-28,2330,台積電,TW0002330008,5570214535,20360165923,21.48,78.51,100.0,100.0,25930380458,2016-05-23,
2016-06-29,2330,台積電,TW0002330008,5555166860,20375213598,21.42,78.57,100.0,100.0,25930380458,2016-05-23,
2016-06-30,2330,台積電,TW0002330008,5529972000,20400408458,21.32,78.67,100.0,100.0,25930380458,2016-05-23,
2016-07-01,2330,台積電,TW0002330008,5506676237,20423704221,21.23,78.76,100.0,100.0,25930380458,2016-05-23,
2016-07-04,2330,台積電,TW0002330008,5494277449,20436103009,21.18,78.81,100.0,100.0,25930380458,2016-05-23,
2016-07-05,2330,台積電,TW0002330008,5492154878,20438225580,21.18,78.81,100.0,100.0,25930380458,2016-05-23,
2016-07-06,2330,台積電,TW0002330008,5503498457,20426882001,21.22,78.77,100.0,100.0,25930380458,2016-05-23,
2016-07-07,2330,台積電,TW0002330008,5496311665,20434068793,21.19,78.8,100.0,100.0,25930380458,2016-05-23,
2016-07-11,2330,台積電,TW0002330008,5469518587,20460861871,21.09,78.9,100.0,100.0,25930380458,2016-05-23,
2016-07-12,2330,台積電,TW0002330008,5453384143,20476996315,21.03,78.96,100.0,100.0,25930380458,2016-05-23,
2016-07-13,2330,台積電,TW0002330008,5466377794,20464002664,21.08,78.91,100.0,100.0,25930380458,2016-05-23,
2016-07-14,2330,台積電,TW0002330008,5457877373,20472503085,21.04,78.95,100.0,100.0,25930380458,2016-05-23,
2016-07-15,2330,台積電,TW0002330008,5454533480,20475846978,21.03,78.96,100.0,100.0,25930380458,2016-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=10507' target=_blank>4</a>
2016-07-18,2330,台積電,TW0002330008,5435339868,20495040590,20.96,79.03,100.0,100.0,25930380458,2016-05-23,
2016-07-19,2330,台積電,TW0002330008,5420800237,20509580221,20.9,79.09,100.0,100.0,25930380458,2016-05-23,
2016-07-20,2330,台積電,TW0002330008,5401014144,20529366314,20.82,79.17,100.0,100.0,25930380458,2016-05-23,
2016-07-21,2330,台積電,TW0002330008,5384347598,20546032860,20.76,79.23,100.0,100.0,25930380458,2016-05-23,
2016-07-22,2330,台積電,TW0002330008,5362569304,20567811154,20.68,79.31,100.0,100.0,25930380458,2016-05-23,
2016-07-25,2330,台積電,TW0002330008,5352410231,20577970227,20.64,79.35,100.0,100.0,25930380458,2016-05-23,
2016-07-26,2330,台積電,TW0002330008,5324157598,20606222860,20.53,79.46,100.0,100.0,25930380458,2016-05-23,
2016-07-27,2330,台積電,TW0002330008,5305738598,20624641860,20.46,79.53,100.0,100.0,25930380458,2016-05-23,
2016-07-28,2330,台積電,TW0002330008,5295620358,20634760100,20.42,79.57,100.0,100.0,25930380458,2016-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=10507' target=_blank>4</a>
2016-07-29,2330,台積電,TW0002330008,5302194206,20628186252,20.44,79.55,100.0,100.0,25930380458,2016-05-23,
2016-08-01,2330,台積電,TW0002330008,5292118626,20638261832,20.4,79.59,100.0,100.0,25930380458,2016-05-23,
2016-08-02,2330,台積電,TW0002330008,5295455251,20634925207,20.42,79.57,100.0,100.0,25930380458,2016-05-23,
2016-08-03,2330,台積電,TW0002330008,5305475116,20624905342,20.46,79.53,100.0,100.0,25930380458,2016-05-23,
2016-08-04,2330,台積電,TW0002330008,5303491551,20626888907,20.45,79.54,100.0,100.0,25930380458,2016-05-23,
2016-08-05,2330,台積電,TW0002330008,5290629670,20639750788,20.4,79.59,100.0,100.0,25930380458,2016-05-23,
2016-08-08,2330,台積電,TW0002330008,5289486896,20640893562,20.39,79.6,100.0,100.0,25930380458,2016-05-23,
2016-08-09,2330,台積電,TW0002330008,5284230784,20646149674,20.37,79.62,100.0,100.0,25930380458,2016-05-23,
2016-08-10,2330,台積電,TW0002330008,5281896094,20648484364,20.36,79.63,100.0,100.0,25930380458,2016-05-23,
2016-08-11,2330,台積電,TW0002330008,5290518502,20639861956,20.4,79.59,100.0,100.0,25930380458,2016-05-23,
2016-08-12,2330,台積電,TW0002330008,5284440313,20645940145,20.37,79.62,100.0,100.0,25930380458,2016-05-23,
2016-08-15,2330,台積電,TW0002330008,5279818941,20650561517,20.36,79.63,100.0,100.0,25930380458,2016-05-23,
2016-08-16,2330,台積電,TW0002330008,5289387820,20640992638,20.39,79.6,100.0,100.0,25930380458,2016-05-23,
2016-08-17,2330,台積電,TW0002330008,5282447209,20647933249,20.37,79.62,100.0,100.0,25930380458,2016-05-23,
2016-08-18,2330,台積電,TW0002330008,5279929743,20650450715,20.36,79.63,100.0,100.0,25930380458,2016-05-23,
2016-08-19,2330,台積電,TW0002330008,5280831695,20649548763,20.36,79.63,100.0,100.0,25930380458,2016-05-23,
2016-08-22,2330,台積電,TW0002330008,5287241742,20643138716,20.39,79.6,100.0,100.0,25930380458,2016-05-23,
2016-08-23,2330,台積電,TW0002330008,5283987421,20646393037,20.37,79.62,100.0,100.0,25930380458,2016-05-23,
2016-08-24,2330,台積電,TW0002330008,5282800602,20647579856,20.37,79.62,100.0,100.0,25930380458,2016-05-23,
2016-08-25,2330,台積電,TW0002330008,5273445013,20656935445,20.33,79.66,100.0,100.0,25930380458,2016-05-23,
2016-08-26,2330,台積電,TW0002330008,5272971825,20657408633,20.33,79.66,100.0,100.0,25930380458,2016-05-23,
2016-08-29,2330,台積電,TW0002330008,5275024399,20655356059,20.34,79.65,100.0,100.0,25930380458,2016-05-23,
2016-08-30,2330,台積電,TW0002330008,5282407046,20647973412,20.37,79.62,100.0,100.0,25930380458,2016-05-23,
2016-08-31,2330,台積電,TW0002330008,5276089075,20654291383,20.34,79.65,100.0,100.0,25930380458,2016-05-23,
2016-09-01,2330,台積電,TW0002330008,5283664375,20646716083,20.37,79.62,100.0,100.0,25930380458,2016-05-23,
2016-09-02,2330,台積電,TW0002330008,5280800785,20649579673,20.36,79.63,100.0,100.0,25930380458,2016-05-23,
2016-09-05,2330,台積電,TW0002330008,5271624425,20658756033,20.32,79.67,100.0,100.0,25930380458,2016-05-23,
2016-09-06,2330,台積電,TW0002330008,5263104327,20667276131,20.29,79.7,100.0,100.0,25930380458,2016-05-23,
2016-09-07,2330,台積電,TW0002330008,5254669253,20675711205,20.26,79.73,100.0,100.0,25930380458,2016-05-23,
2016-09-08,2330,台積電,TW0002330008,5252155914,20678224544,20.25,79.74,100.0,100.0,25930380458,2016-05-23,
2016-09-09,2330,台積電,TW0002330008,5263382973,20666997485,20.29,79.7,100.0,100.0,25930380458,2016-05-23,
2016-09-10,2330,台積電,TW0002330008,5271818773,20658561685,20.33,79.66,100.0,100.0,25930380458,2016-05-23,
2016-09-12,2330,台積電,TW0002330008,5292776878,20637603580,20.41,79.58,100.0,100.0,25930380458,2016-05-23,
2016-09-13,2330,台積電,TW0002330008,5300977900,20629402558,20.44,79.55,100.0,100.0,25930380458,2016-05-23,
2016-09-14,2330,台積電,TW0002330008,5320220609,20610159849,20.51,79.48,100.0,100.0,25930380458,2016-05-23,
2016-09-19,2330,台積電,TW0002330008,5300902413,20629478045,20.44,79.55,100.0,100.0,25930380458,2016-05-23,
2016-09-20,2330,台積電,TW0002330008,5296750161,20633630297,20.42,79.57,100.0,100.0,25930380458,2016-05-23,
2016-09-21,2330,台積電,TW0002330008,5290761222,20639619236,20.4,79.59,100.0,100.0,25930380458,2016-05-23,
2016-09-22,2330,台積電,TW0002330008,5282852823,20647527635,20.37,79.62,100.0,100.0,25930380458,2016-05-23,
2016-09-23,2330,台積電,TW0002330008,5275772091,20654608367,20.34,79.65,100.0,100.0,25930380458,2016-05-23,
2016-09-26,2330,台積電,TW0002330008,5280727422,20649653036,20.36,79.63,100.0,100.0,25930380458,2016-05-23,
2016-09-29,2330,台積電,TW0002330008,5267752929,20662627529,20.31,79.68,100.0,100.0,25930380458,2016-05-23,
2016-09-30,2330,台積電,TW0002330008,5259423757,20670956701,20.28,79.71,100.0,100.0,25930380458,2016-05-23,
2016-10-03,2330,台積電,TW0002330008,5254377166,20676003292,20.26,79.73,100.0,100.0,25930380458,2016-05-23,
2016-10-04,2330,台積電,TW0002330008,5253607357,20676773101,20.26,79.73,100.0,100.0,25930380458,2016-05-23,
2016-10-05,2330,台積電,TW0002330008,5252026149,20678354309,20.25,79.74,100.0,100.0,25930380458,2016-05-23,
2016-10-06,2330,台積電,TW0002330008,5249936419,20680444039,20.24,79.75,100.0,100.0,25930380458,2016-05-23,
2016-10-07,2330,台積電,TW0002330008,5247357452,20683023006,20.23,79.76,100.0,100.0,25930380458,2016-05-23,
2016-10-11,2330,台積電,TW0002330008,5250218685,20680161773,20.24,79.75,100.0,100.0,25930380458,2016-05-23,
2016-10-12,2330,台積電,TW0002330008,5248435149,20681945309,20.24,79.75,100.0,100.0,25930380458,2016-05-23,
2016-10-13,2330,台積電,TW0002330008,5263542481,20666837977,20.29,79.7,100.0,100.0,25930380458,2016-05-23,
2016-10-14,2330,台積電,TW0002330008,5273560771,20656819687,20.33,79.66,100.0,100.0,25930380458,2016-05-23,
2016-10-17,2330,台積電,TW0002330008,5277362553,20653017905,20.35,79.64,100.0,100.0,25930380458,2016-05-23,
2016-10-18,2330,台積電,TW0002330008,5278242964,20652137494,20.35,79.64,100.0,100.0,25930380458,2016-05-23,
2016-10-19,2330,台積電,TW0002330008,5270033309,20660347149,20.32,79.67,100.0,100.0,25930380458,2016-05-23,
2016-10-20,2330,台積電,TW0002330008,5261598854,20668781604,20.29,79.7,100.0,100.0,25930380458,2016-05-23,
2016-10-21,2330,台積電,TW0002330008,5261489807,20668890651,20.29,79.7,100.0,100.0,25930380458,2016-05-23,
2016-10-24,2330,台積電,TW0002330008,5258806101,20671574357,20.28,79.71,100.0,100.0,25930380458,2016-05-23,
2016-10-25,2330,台積電,TW0002330008,5253370719,20677009739,20.25,79.74,100.0,100.0,25930380458,2016-05-23,
2016-10-26,2330,台積電,TW0002330008,5254750344,20675630114,20.26,79.73,100.0,100.0,25930380458,2016-05-23,
2016-10-27,2330,台積電,TW0002330008,5269775453,20660605005,20.32,79.67,100.0,100.0,25930380458,2016-05-23,
2016-10-28,2330,台積電,TW0002330008,5268415211,20661965247,20.31,79.68,100.0,100.0,25930380458,2016-05-23,
2016-10-31,2330,台積電,TW0002330008,5272425386,20657955072,20.33,79.66,100.0,100.0,25930380458,2016-05-23,
2016-11-01,2330,台積電,TW0002330008,5272588480,20657791978,20.33,79.66,100.0,100.0,25930380458,2016-05-23,
2016-11-02,2330,台積電,TW0002330008,5281233009,20649147449,20.36,79.63,100.0,100.0,25930380458,2016-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=10511' target=_blank>4</a>
2016-11-03,2330,台積電,TW0002330008,5290418225,20639962233,20.4,79.59,100.0,100.0,25930380458,2016-05-23,
2016-11-04,2330,台積電,TW0002330008,5295163314,20635217144,20.42,79.57,100.0,100.0,25930380458,2016-05-23,
2016-11-07,2330,台積電,TW0002330008,5295346481,20635033977,20.42,79.57,100.0,100.0,25930380458,2016-05-23,
2016-11-08,2330,台積電,TW0002330008,5296874261,20633506197,20.42,79.57,100.0,100.0,25930380458,2016-05-23,
2016-11-09,2330,台積電,TW0002330008,5326744483,20603635975,20.54,79.45,100.0,100.0,25930380458,2016-05-23,
2016-11-10,2330,台積電,TW0002330008,5330446685,20599933773,20.55,79.44,100.0,100.0,25930380458,2016-05-23,
2016-11-11,2330,台積電,TW0002330008,5361969620,20568410838,20.67,79.32,100.0,100.0,25930380458,2016-05-23,
2016-11-14,2330,台積電,TW0002330008,5391680712,20538699746,20.79,79.2,100.0,100.0,25930380458,2016-05-23,
2016-11-15,2330,台積電,TW0002330008,5404500545,20525879913,20.84,79.15,100.0,100.0,25930380458,2016-05-23,
2016-11-16,2330,台積電,TW0002330008,5418073134,20512307324,20.89,79.1,100.0,100.0,25930380458,2016-05-23,
2016-11-17,2330,台積電,TW0002330008,5423023670,20507356788,20.91,79.08,100.0,100.0,25930380458,2016-05-23,
2016-11-18,2330,台積電,TW0002330008,5432805198,20497575260,20.95,79.04,100.0,100.0,25930380458,2016-05-23,
2016-11-21,2330,台積電,TW0002330008,5440135194,20490245264,20.97,79.02,100.0,100.0,25930380458,2016-05-23,
2016-11-22,2330,台積電,TW0002330008,5433889677,20496490781,20.95,79.04,100.0,100.0,25930380458,2016-05-23,
2016-11-23,2330,台積電,TW0002330008,5429658445,20500722013,20.93,79.06,100.0,100.0,25930380458,2016-05-23,
2016-11-24,2330,台積電,TW0002330008,5437928301,20492452157,20.97,79.02,100.0,100.0,25930380458,2016-05-23,
2016-11-25,2330,台積電,TW0002330008,5440474196,20489906262,20.98,79.01,100.0,100.0,25930380458,2016-05-23,
2016-11-28,2330,台積電,TW0002330008,5439128649,20491251809,20.97,79.02,100.0,100.0,25930380458,2016-05-23,
2016-11-29,2330,台積電,TW0002330008,5440656453,20489724005,20.98,79.01,100.0,100.0,25930380458,2016-05-23,
2016-11-30,2330,台積電,TW0002330008,5442023475,20488356983,20.98,79.01,100.0,100.0,25930380458,2016-05-23,
2016-12-01,2330,台積電,TW0002330008,5444468631,20485911827,20.99,79.0,100.0,100.0,25930380458,2016-05-23,
2016-12-02,2330,台積電,TW0002330008,5481976840,20448403618,21.14,78.85,100.0,100.0,25930380458,2016-05-23,
