date,TAIEX
2025-09-19 09:05:55,25789.38
2025-09-19 09:06:00,25785.8
2025-09-19 09:06:05,25784.09
2025-09-19 09:06:10,25787.97
2025-09-19 09:06:15,25794.12
2025-09-19 09:06:20,25791.19
2025-09-19 09:06:25,25791.32
2025-09-19 09:06:30,25791.06
2025-09-19 09:06:35,25833.71
2025-09-19 09:06:40,25830.21
2025-09-19 09:06:45,25830.72
2025-09-19 09:06:50,25828.64
2025-09-19 09:06:55,25830.66
2025-09-19 09:07:00,25828.59
2025-09-19 09:07:05,25792.12
2025-09-19 09:07:10,25834.43
2025-09-19 09:07:15,25795.65
2025-09-19 09:07:20,25792.42
2025-09-19 09:07:25,25791.22
2025-09-19 09:07:30,25795.09
2025-09-19 09:07:35,25796.26
2025-09-19 09:07:40,25754.32
2025-09-19 09:07:45,25751.94
2025-09-19 09:07:50,25749.96
2025-09-19 09:07:55,25794.44
2025-09-19 09:08:00,25754.85
2025-09-19 09:08:05,25795.7
2025-09-19 09:08:10,25796.95
2025-09-19 09:08:15,25795.63
2025-09-19 09:08:20,25791.92
2025-09-19 09:08:25,25788.14
2025-09-19 09:08:30,25790.53
2025-09-19 09:08:35,25789.82
2025-09-19 09:08:40,25790.53
2025-09-19 09:08:45,25790.54
2025-09-19 09:08:50,25788.42
2025-09-19 09:08:55,25791.47
2025-09-19 09:09:00,25792.05
2025-09-19 09:09:05,25794.18
2025-09-19 09:09:10,25791.75
2025-09-19 09:09:15,25794.48
2025-09-19 09:09:20,25795.56
2025-09-19 09:09:25,25792.69
2025-09-19 09:09:30,25794.01
2025-09-19 09:09:35,25793.94
2025-09-19 09:09:40,25753.01
2025-09-19 09:09:45,25792.39
2025-09-19 09:09:50,25790.18
2025-09-19 09:09:55,25787.04
2025-09-19 09:10:00,25792.04
2025-09-19 09:10:05,25787.17
2025-09-19 09:10:10,25788.88
2025-09-19 09:10:15,25788.95
2025-09-19 09:10:20,25789.13
2025-09-19 09:10:25,25789.56
2025-09-19 09:10:30,25786.4
2025-09-19 09:10:35,25784.64
2025-09-19 09:10:40,25743.45
2025-09-19 09:10:45,25748.89
2025-09-19 09:10:50,25749.51
2025-09-19 09:10:55,25779.52
2025-09-19 09:11:00,25741.94
2025-09-19 09:11:05,25779.69
2025-09-19 09:11:10,25737.57
2025-09-19 09:11:15,25729.8
2025-09-19 09:11:20,25732.11
2025-09-19 09:11:25,25771.34
2025-09-19 09:11:30,25767.01
2025-09-19 09:11:35,25767.72
2025-09-19 09:11:40,25767.31
2025-09-19 09:11:45,25767.62
2025-09-19 09:11:50,25766.13
2025-09-19 09:11:55,25766.01
2025-09-19 09:12:00,25765.55
2025-09-19 09:12:05,25764.82
2025-09-19 09:12:10,25722.98
2025-09-19 09:12:15,25722.25
2025-09-19 09:12:20,25722.83
2025-09-19 09:12:25,25762.54
2025-09-19 09:12:30,25763.33
2025-09-19 09:12:35,25721.73
2025-09-19 09:12:40,25721.92
2025-09-19 09:12:45,25763.41
2025-09-19 09:12:50,25761.34
2025-09-19 09:12:55,25763.7
2025-09-19 09:13:00,25765.13
2025-09-19 09:13:05,25764.34
2025-09-19 09:13:10,25764.34
2025-09-19 09:13:15,25768.11
2025-09-19 09:13:20,25765.2
2025-09-19 09:13:25,25767.07
2025-09-19 09:13:30,25727.81
2025-09-19 09:13:35,25726.51
2025-09-19 09:13:40,25727.85
2025-09-19 09:13:45,25769.46
2025-09-19 09:13:50,25770.15
2025-09-19 09:13:55,25774.9
2025-09-19 09:14:00,25778.65
2025-09-19 09:14:05,25782.6
2025-09-19 09:14:10,25781.11
2025-09-19 09:14:15,25780.57
2025-09-19 09:14:20,25781.38
2025-09-19 09:14:25,25782.8
2025-09-19 09:14:30,25747.9
2025-09-19 09:14:35,25790.33
2025-09-19 09:14:40,25790.27
2025-09-19 09:14:45,25746.16
2025-09-19 09:14:50,25792.8
2025-09-19 09:14:55,25793.15
2025-09-19 09:15:00,25793.79
2025-09-19 09:15:05,25795.85
2025-09-19 09:15:10,25751.91
2025-09-19 09:15:15,25752.18
2025-09-19 09:15:20,25791.05
2025-09-19 09:15:25,25790.99
2025-09-19 09:15:30,25792.78
2025-09-19 09:15:35,25751.4
2025-09-19 09:15:40,25751.05
2025-09-19 09:15:45,25791.43
2025-09-19 09:15:50,25751.19
2025-09-19 09:15:55,25747.31
2025-09-19 09:16:00,25743.78
2025-09-19 09:16:05,25777.96
2025-09-19 09:16:10,25777.5
2025-09-19 09:16:15,25739.65
2025-09-19 09:16:20,25779.64
2025-09-19 09:16:25,25778.88
2025-09-19 09:16:30,25778.65
2025-09-19 09:16:35,25738.54
2025-09-19 09:16:40,25779.88
2025-09-19 09:16:45,25779.2
2025-09-19 09:16:50,25777.17
2025-09-19 09:16:55,25781.95
2025-09-19 09:17:00,25739.74
2025-09-19 09:17:05,25737.4
2025-09-19 09:17:10,25737.53
2025-09-19 09:17:15,25739.01
2025-09-19 09:17:20,25740.31
2025-09-19 09:17:25,25736.95
2025-09-19 09:17:30,25737.96
2025-09-19 09:17:35,25777.8
2025-09-19 09:17:40,25770.04
2025-09-19 09:17:45,25726.71
2025-09-19 09:17:50,25725.42
2025-09-19 09:17:55,25768.66
2025-09-19 09:18:00,25767.88
2025-09-19 09:18:05,25767.76
2025-09-19 09:18:10,25730.2
2025-09-19 09:18:15,25771.39
2025-09-19 09:18:20,25770.39
2025-09-19 09:18:25,25766.14
2025-09-19 09:18:30,25727.83
2025-09-19 09:18:35,25724.39
2025-09-19 09:18:40,25723.84
2025-09-19 09:18:45,25724.6
2025-09-19 09:18:50,25723.24
2025-09-19 09:18:55,25721.78
2025-09-19 09:19:00,25721.3
2025-09-19 09:19:05,25718.85
2025-09-19 09:19:10,25719.97
2025-09-19 09:19:15,25754.42
2025-09-19 09:19:20,25716.01
2025-09-19 09:19:25,25714.71
2025-09-19 09:19:30,25714.27
2025-09-19 09:19:35,25712.29
2025-09-19 09:19:40,25713.27
2025-09-19 09:19:45,25712.54
2025-09-19 09:19:50,25712.79
2025-09-19 09:19:55,25712.58
2025-09-19 09:20:00,25713.85
2025-09-19 09:20:05,25755.58
2025-09-19 09:20:10,25756.01
2025-09-19 09:20:15,25755.02
2025-09-19 09:20:20,25755.83
2025-09-19 09:20:25,25757.14
2025-09-19 09:20:30,25759.7
2025-09-19 09:20:35,25761.89
2025-09-19 09:20:40,25759.2
2025-09-19 09:20:45,25763.05
2025-09-19 09:20:50,25764.78
2025-09-19 09:20:55,25765.08
2025-09-19 09:21:00,25766.3
2025-09-19 09:21:05,25723.41
2025-09-19 09:21:10,25722.56
2025-09-19 09:21:15,25724.68
2025-09-19 09:21:20,25762.01
2025-09-19 09:21:25,25720.24
2025-09-19 09:21:30,25717.61
2025-09-19 09:21:35,25717.21
2025-09-19 09:21:40,25716.66
2025-09-19 09:21:45,25716.97
2025-09-19 09:21:50,25715.77
2025-09-19 09:21:55,25758.66
2025-09-19 09:22:00,25758.52
2025-09-19 09:22:05,25717.29
2025-09-19 09:22:10,25754.91
2025-09-19 09:22:15,25714.32
2025-09-19 09:22:20,25712.47
2025-09-19 09:22:25,25712.95
2025-09-19 09:22:30,25711.7
2025-09-19 09:22:35,25752.69
2025-09-19 09:22:40,25711.03
2025-09-19 09:22:45,25708.01
2025-09-19 09:22:50,25707.63
2025-09-19 09:22:55,25702.9
2025-09-19 09:23:00,25712.09
2025-09-19 09:23:05,25704.68
2025-09-19 09:23:10,25704.26
2025-09-19 09:23:15,25704.92
2025-09-19 09:23:20,25705.24
2025-09-19 09:23:25,25705.45
2025-09-19 09:23:30,25704.85
2025-09-19 09:23:35,25707.64
2025-09-19 09:23:40,25703.4
2025-09-19 09:23:45,25743.42
2025-09-19 09:23:50,25703.17
2025-09-19 09:23:55,25703.53
2025-09-19 09:24:00,25705.21
2025-09-19 09:24:05,25702.9
2025-09-19 09:24:10,25702.62
2025-09-19 09:24:15,25703.77
2025-09-19 09:24:20,25704.87
2025-09-19 09:24:25,25702.38
2025-09-19 09:24:30,25703.01
2025-09-19 09:24:35,25701.45
2025-09-19 09:24:40,25699.77
2025-09-19 09:24:45,25699.53
2025-09-19 09:24:50,25701.75
2025-09-19 09:24:55,25702.13
2025-09-19 09:25:00,25698.12
2025-09-19 09:25:05,25702.84
2025-09-19 09:25:10,25698.83
2025-09-19 09:25:15,25697.63
2025-09-19 09:25:20,25699.2
2025-09-19 09:25:25,25696.18
2025-09-19 09:25:30,25691.33
2025-09-19 09:25:35,25691.69
2025-09-19 09:25:40,25690.48
2025-09-19 09:25:45,25691.27
2025-09-19 09:25:50,25690.99
2025-09-19 09:25:55,25735.63
2025-09-19 09:26:00,25693.43
2025-09-19 09:26:05,25692.5
2025-09-19 09:26:10,25696.99
2025-09-19 09:26:15,25696.36
2025-09-19 09:26:20,25700.45
2025-09-19 09:26:25,25693.83
2025-09-19 09:26:30,25692.81
2025-09-19 09:26:35,25694.25
2025-09-19 09:26:40,25697.42
2025-09-19 09:26:45,25695.56
2025-09-19 09:26:50,25739.72
2025-09-19 09:26:55,25741.98
2025-09-19 09:27:00,25705.61
2025-09-19 09:27:05,25706.28
2025-09-19 09:27:10,25706.41
2025-09-19 09:27:15,25747.56
2025-09-19 09:27:20,25708.56
2025-09-19 09:27:25,25709.34
2025-09-19 09:27:30,25708.26
2025-09-19 09:27:35,25709.16
2025-09-19 09:27:40,25710.78
2025-09-19 09:27:45,25709.58
2025-09-19 09:27:50,25712.49
2025-09-19 09:27:55,25712.65
2025-09-19 09:28:00,25711.44
2025-09-19 09:28:05,25712.1
2025-09-19 09:28:10,25712.11
2025-09-19 09:28:15,25710.38
2025-09-19 09:28:20,25709.11
2025-09-19 09:28:25,25708.87
2025-09-19 09:28:30,25706.25
2025-09-19 09:28:35,25708.05
2025-09-19 09:28:40,25708.17
2025-09-19 09:28:45,25709.96
2025-09-19 09:28:50,25672.75
2025-09-19 09:28:55,25673.11
2025-09-19 09:29:00,25673.24
2025-09-19 09:29:05,25673.97
2025-09-19 09:29:10,25712.52
2025-09-19 09:29:15,25715.68
2025-09-19 09:29:20,25673.9
2025-09-19 09:29:25,25712.14
2025-09-19 09:29:30,25715.95
2025-09-19 09:29:35,25714.99
2025-09-19 09:29:40,25715.19
2025-09-19 09:29:45,25717.37
2025-09-19 09:29:50,25677.62
2025-09-19 09:29:55,25676.76
2025-09-19 09:30:00,25719.47
2025-09-19 09:30:05,25677.52
2025-09-19 09:30:10,25682.89
2025-09-19 09:30:15,25678.01
2025-09-19 09:30:20,25679.34
2025-09-19 09:30:25,25716.3
2025-09-19 09:30:30,25675.92
2025-09-19 09:30:35,25674.06
2025-09-19 09:30:40,25677.22
2025-09-19 09:30:45,25678.33
2025-09-19 09:30:50,25677.57
2025-09-19 09:30:55,25717.65
2025-09-19 09:31:00,25718.29
2025-09-19 09:31:05,25719.57
2025-09-19 09:31:10,25719.22
2025-09-19 09:31:15,25719.55
2025-09-19 09:31:20,25717.43
2025-09-19 09:31:25,25717.98
2025-09-19 09:31:30,25676.15
2025-09-19 09:31:35,25676.4
2025-09-19 09:31:40,25674.04
2025-09-19 09:31:45,25674.76
2025-09-19 09:31:50,25671.75
2025-09-19 09:31:55,25669.05
2025-09-19 09:32:00,25666.3
2025-09-19 09:32:05,25706.92
2025-09-19 09:32:10,25673.14
2025-09-19 09:32:15,25673.07
2025-09-19 09:32:20,25669.59
2025-09-19 09:32:25,25670.83
2025-09-19 09:32:30,25670.35
2025-09-19 09:32:35,25707.98
2025-09-19 09:32:40,25711.83
2025-09-19 09:32:45,25712.5
2025-09-19 09:32:50,25713.15
2025-09-19 09:32:55,25672.13
2025-09-19 09:33:00,25676.06
2025-09-19 09:33:05,25673.9
2025-09-19 09:33:10,25714.47
2025-09-19 09:33:15,25715.4
2025-09-19 09:33:20,25673.89
2025-09-19 09:33:25,25677.64
2025-09-19 09:33:30,25678.03
2025-09-19 09:33:35,25675.25
2025-09-19 09:33:40,25679.39
2025-09-19 09:33:45,25677.75
2025-09-19 09:33:50,25677.67
2025-09-19 09:33:55,25680.05
2025-09-19 09:34:00,25675.68
2025-09-19 09:34:05,25674.21
2025-09-19 09:34:10,25676.92
2025-09-19 09:34:15,25720.83
2025-09-19 09:34:20,25718.82
2025-09-19 09:34:25,25719.4
2025-09-19 09:34:30,25719.71
2025-09-19 09:34:35,25723.61
2025-09-19 09:34:40,25727.94
2025-09-19 09:34:45,25724.07
2025-09-19 09:34:50,25726.17
2025-09-19 09:34:55,25728.39
2025-09-19 09:35:00,25727.18
2025-09-19 09:35:05,25726.03
2025-09-19 09:35:10,25727.08
2025-09-19 09:35:15,25725.65
2025-09-19 09:35:20,25731.3
2025-09-19 09:35:25,25730.23
2025-09-19 09:35:30,25688.91
2025-09-19 09:35:35,25688.77
2025-09-19 09:35:40,25692.46
2025-09-19 09:35:45,25727.45
2025-09-19 09:35:50,25729.88
2025-09-19 09:35:55,25734.57
2025-09-19 09:36:00,25696.33
2025-09-19 09:36:05,25695.99
2025-09-19 09:36:10,25739.02
2025-09-19 09:36:15,25737.7
2025-09-19 09:36:20,25697.14
2025-09-19 09:36:25,25696.76
2025-09-19 09:36:30,25695.15
2025-09-19 09:36:35,25734.55
2025-09-19 09:36:40,25735.68
2025-09-19 09:36:45,25732.97
2025-09-19 09:36:50,25739.19
2025-09-19 09:36:55,25695.64
2025-09-19 09:37:00,25694.41
2025-09-19 09:37:05,25695.26
2025-09-19 09:37:10,25690.35
2025-09-19 09:37:15,25732.64
2025-09-19 09:37:20,25693.61
2025-09-19 09:37:25,25694.86
2025-09-19 09:37:30,25694.15
2025-09-19 09:37:35,25697.27
2025-09-19 09:37:40,25737.19
2025-09-19 09:37:45,25696.52
2025-09-19 09:37:50,25696.36
2025-09-19 09:37:55,25740.96
2025-09-19 09:38:00,25740.27
2025-09-19 09:38:05,25741.62
2025-09-19 09:38:10,25739.72
2025-09-19 09:38:15,25740.76
2025-09-19 09:38:20,25741.67
2025-09-19 09:38:25,25738.99
2025-09-19 09:38:30,25701.23
2025-09-19 09:38:35,25737.73
2025-09-19 09:38:40,25740.63
2025-09-19 09:38:45,25699.28
2025-09-19 09:38:50,25703.07
2025-09-19 09:38:55,25744.51
2025-09-19 09:39:00,25742.37
2025-09-19 09:39:05,25746.52
2025-09-19 09:39:10,25742.9
2025-09-19 09:39:15,25746.36
2025-09-19 09:39:20,25744.79
2025-09-19 09:39:25,25743.9
2025-09-19 09:39:30,25704.88
2025-09-19 09:39:35,25703.14
2025-09-19 09:39:40,25705.0
2025-09-19 09:39:45,25704.28
2025-09-19 09:39:50,25704.24
2025-09-19 09:39:55,25703.41
2025-09-19 09:40:00,25744.98
2025-09-19 09:40:05,25702.36
2025-09-19 09:40:10,25706.25
2025-09-19 09:40:15,25703.21
2025-09-19 09:40:20,25747.14
2025-09-19 09:40:25,25746.04
2025-09-19 09:40:30,25744.55
2025-09-19 09:40:35,25745.33
2025-09-19 09:40:40,25709.22
2025-09-19 09:40:45,25747.39
2025-09-19 09:40:50,25750.63
2025-09-19 09:40:55,25707.01
2025-09-19 09:41:00,25707.52
2025-09-19 09:41:05,25706.8
2025-09-19 09:41:10,25703.51
2025-09-19 09:41:15,25704.94
2025-09-19 09:41:20,25704.39
2025-09-19 09:41:25,25746.62
2025-09-19 09:41:30,25745.06
2025-09-19 09:41:35,25702.11
2025-09-19 09:41:40,25704.09
2025-09-19 09:41:45,25701.71
2025-09-19 09:41:50,25702.47
2025-09-19 09:41:55,25703.02
2025-09-19 09:42:00,25699.23
2025-09-19 09:42:05,25700.57
2025-09-19 09:42:10,25701.76
2025-09-19 09:42:15,25702.63
2025-09-19 09:42:20,25700.65
2025-09-19 09:42:25,25700.49
2025-09-19 09:42:30,25702.35
2025-09-19 09:42:35,25741.9
2025-09-19 09:42:40,25739.64
2025-09-19 09:42:45,25737.86
2025-09-19 09:42:50,25742.66
2025-09-19 09:42:55,25740.59
2025-09-19 09:43:00,25741.28
2025-09-19 09:43:05,25740.4
2025-09-19 09:43:10,25743.12
2025-09-19 09:43:15,25704.56
2025-09-19 09:43:20,25698.97
2025-09-19 09:43:25,25744.78
2025-09-19 09:43:30,25741.9
2025-09-19 09:43:35,25744.87
2025-09-19 09:43:40,25744.45
2025-09-19 09:43:45,25741.68
2025-09-19 09:43:50,25702.97
2025-09-19 09:43:55,25742.46
2025-09-19 09:44:00,25745.49
2025-09-19 09:44:05,25745.72
2025-09-19 09:44:10,25746.63
2025-09-19 09:44:15,25703.16
2025-09-19 09:44:20,25704.62
2025-09-19 09:44:25,25746.64
2025-09-19 09:44:30,25705.4
2025-09-19 09:44:35,25707.46
2025-09-19 09:44:40,25748.22
2025-09-19 09:44:45,25701.52
2025-09-19 09:44:50,25704.46
2025-09-19 09:44:55,25743.33
2025-09-19 09:45:00,25702.63
2025-09-19 09:45:05,25706.41
2025-09-19 09:45:10,25704.01
2025-09-19 09:45:15,25702.38
2025-09-19 09:45:20,25698.92
2025-09-19 09:45:25,25698.6
2025-09-19 09:45:30,25700.96
2025-09-19 09:45:35,25699.88
2025-09-19 09:45:40,25696.47
2025-09-19 09:45:45,25699.45
2025-09-19 09:45:50,25699.88
2025-09-19 09:45:55,25658.96
2025-09-19 09:46:00,25661.68
2025-09-19 09:46:05,25657.51
2025-09-19 09:46:10,25659.78
2025-09-19 09:46:15,25655.58
2025-09-19 09:46:20,25651.5
2025-09-19 09:46:25,25651.88
2025-09-19 09:46:30,25652.04
2025-09-19 09:46:35,25653.37
2025-09-19 09:46:40,25648.83
2025-09-19 09:46:45,25650.88
2025-09-19 09:46:50,25648.68
2025-09-19 09:46:55,25649.84
2025-09-19 09:47:00,25649.08
2025-09-19 09:47:05,25647.79
2025-09-19 09:47:10,25646.85
2025-09-19 09:47:15,25648.65
2025-09-19 09:47:20,25687.4
2025-09-19 09:47:25,25685.24
2025-09-19 09:47:30,25684.86
2025-09-19 09:47:35,25645.06
2025-09-19 09:47:40,25645.73
2025-09-19 09:47:45,25647.37
2025-09-19 09:47:50,25643.62
2025-09-19 09:47:55,25644.01
2025-09-19 09:48:00,25639.64
2025-09-19 09:48:05,25640.53
2025-09-19 09:48:10,25639.62
2025-09-19 09:48:15,25637.64
2025-09-19 09:48:20,25636.12
2025-09-19 09:48:25,25641.42
2025-09-19 09:48:30,25639.63
2025-09-19 09:48:35,25639.17
2025-09-19 09:48:40,25637.42
2025-09-19 09:48:45,25634.29
2025-09-19 09:48:50,25634.2
2025-09-19 09:48:55,25639.2
2025-09-19 09:49:00,25635.63
2025-09-19 09:49:05,25636.15
2025-09-19 09:49:10,25634.21
2025-09-19 09:49:15,25632.32
2025-09-19 09:49:20,25674.66
2025-09-19 09:49:25,25632.15
2025-09-19 09:49:30,25668.36
2025-09-19 09:49:35,25667.81
2025-09-19 09:49:40,25624.25
2025-09-19 09:49:45,25622.56
2025-09-19 09:49:50,25621.42
2025-09-19 09:49:55,25624.23
2025-09-19 09:50:00,25620.08
2025-09-19 09:50:05,25625.41
2025-09-19 09:50:10,25625.34
2025-09-19 09:50:15,25623.92
2025-09-19 09:50:20,25622.36
2025-09-19 09:50:25,25626.03
2025-09-19 09:50:30,25662.96
2025-09-19 09:50:35,25669.89
2025-09-19 09:50:40,25668.36
2025-09-19 09:50:45,25671.72
2025-09-19 09:50:50,25628.59
2025-09-19 09:50:55,25629.34
2025-09-19 09:51:00,25671.04
2025-09-19 09:51:05,25626.76
2025-09-19 09:51:10,25628.63
2025-09-19 09:51:15,25634.43
2025-09-19 09:51:20,25633.8
2025-09-19 09:51:25,25631.75
2025-09-19 09:51:30,25633.54
2025-09-19 09:51:35,25632.02
2025-09-19 09:51:40,25634.19
2025-09-19 09:51:45,25675.23
2025-09-19 09:51:50,25673.35
2025-09-19 09:51:55,25677.08
2025-09-19 09:52:00,25679.44
2025-09-19 09:52:05,25681.24
2025-09-19 09:52:10,25683.03
2025-09-19 09:52:15,25643.56
2025-09-19 09:52:20,25644.86
2025-09-19 09:52:25,25643.69
2025-09-19 09:52:30,25685.17
2025-09-19 09:52:35,25684.64
2025-09-19 09:52:40,25685.94
2025-09-19 09:52:45,25645.17
2025-09-19 09:52:50,25646.03
2025-09-19 09:52:55,25684.73
2025-09-19 09:53:00,25643.2
2025-09-19 09:53:05,25643.64
2025-09-19 09:53:10,25641.44
2025-09-19 09:53:15,25643.72
2025-09-19 09:53:20,25685.33
2025-09-19 09:53:25,25681.78
2025-09-19 09:53:30,25680.65
2025-09-19 09:53:35,25680.99
2025-09-19 09:53:40,25679.76
2025-09-19 09:53:45,25679.37
2025-09-19 09:53:50,25678.71
2025-09-19 09:53:55,25680.54
2025-09-19 09:54:00,25639.77
2025-09-19 09:54:05,25637.89
2025-09-19 09:54:10,25638.42
2025-09-19 09:54:15,25642.1
2025-09-19 09:54:20,25643.24
2025-09-19 09:54:25,25643.38
2025-09-19 09:54:30,25643.94
2025-09-19 09:54:35,25644.13
2025-09-19 09:54:40,25644.47
2025-09-19 09:54:45,25641.83
2025-09-19 09:54:50,25684.93
2025-09-19 09:54:55,25644.76
2025-09-19 09:55:00,25642.16
2025-09-19 09:55:05,25687.12
2025-09-19 09:55:10,25688.06
2025-09-19 09:55:15,25646.36
2025-09-19 09:55:20,25688.09
2025-09-19 09:55:25,25687.67
2025-09-19 09:55:30,25686.55
2025-09-19 09:55:35,25688.97
2025-09-19 09:55:40,25646.73
2025-09-19 09:55:45,25650.66
2025-09-19 09:55:50,25650.82
2025-09-19 09:55:55,25649.81
2025-09-19 09:56:00,25651.56
2025-09-19 09:56:05,25655.44
2025-09-19 09:56:10,25648.95
2025-09-19 09:56:15,25690.09
2025-09-19 09:56:20,25689.78
2025-09-19 09:56:25,25691.41
2025-09-19 09:56:30,25688.49
2025-09-19 09:56:35,25688.15
2025-09-19 09:56:40,25650.41
2025-09-19 09:56:45,25651.32
2025-09-19 09:56:50,25653.06
2025-09-19 09:56:55,25652.83
2025-09-19 09:57:00,25651.48
2025-09-19 09:57:05,25648.72
2025-09-19 09:57:10,25649.74
2025-09-19 09:57:15,25648.78
2025-09-19 09:57:20,25650.29
2025-09-19 09:57:25,25694.28
2025-09-19 09:57:30,25691.4
2025-09-19 09:57:35,25691.07
2025-09-19 09:57:40,25691.87
2025-09-19 09:57:45,25690.27
2025-09-19 09:57:50,25690.79
2025-09-19 09:57:55,25691.37
2025-09-19 09:58:00,25651.01
2025-09-19 09:58:05,25651.5
2025-09-19 09:58:10,25691.35
2025-09-19 09:58:15,25650.99
2025-09-19 09:58:20,25648.34
2025-09-19 09:58:25,25652.0
2025-09-19 09:58:30,25651.76
2025-09-19 09:58:35,25693.32
2025-09-19 09:58:40,25690.42
2025-09-19 09:58:45,25693.87
2025-09-19 09:58:50,25697.84
2025-09-19 09:58:55,25695.7
2025-09-19 09:59:00,25696.81
2025-09-19 09:59:05,25696.0
2025-09-19 09:59:10,25697.38
2025-09-19 09:59:15,25655.83
2025-09-19 09:59:20,25654.62
2025-09-19 09:59:25,25654.06
2025-09-19 09:59:30,25694.8
2025-09-19 09:59:35,25652.86
2025-09-19 09:59:40,25693.79
2025-09-19 09:59:45,25651.52
2025-09-19 09:59:50,25653.12
2025-09-19 09:59:55,25654.96
2025-09-19 10:00:00,25656.0
2025-09-19 10:00:05,25695.27
2025-09-19 10:00:10,25654.71
2025-09-19 10:00:15,25692.57
2025-09-19 10:00:20,25694.84
2025-09-19 10:00:25,25658.27
2025-09-19 10:00:30,25655.88
2025-09-19 10:00:35,25659.05
2025-09-19 10:00:40,25657.65
2025-09-19 10:00:45,25656.88
2025-09-19 10:00:50,25693.12
2025-09-19 10:00:55,25698.04
2025-09-19 10:01:00,25697.42
2025-09-19 10:01:05,25698.07
2025-09-19 10:01:10,25651.61
2025-09-19 10:01:15,25693.85
2025-09-19 10:01:20,25693.54
2025-09-19 10:01:25,25697.42
2025-09-19 10:01:30,25652.24
2025-09-19 10:01:35,25696.94
2025-09-19 10:01:40,25696.97
2025-09-19 10:01:45,25658.21
2025-09-19 10:01:50,25694.81
2025-09-19 10:01:55,25697.2
2025-09-19 10:02:00,25697.15
2025-09-19 10:02:05,25699.1
2025-09-19 10:02:10,25698.73
2025-09-19 10:02:15,25740.6
2025-09-19 10:02:20,25743.24
2025-09-19 10:02:25,25742.13
2025-09-19 10:02:30,25742.54
2025-09-19 10:02:35,25743.02
2025-09-19 10:02:40,25741.97
2025-09-19 10:02:45,25742.77
2025-09-19 10:02:50,25740.61
2025-09-19 10:02:55,25744.48
2025-09-19 10:03:00,25746.41
2025-09-19 10:03:05,25743.8
2025-09-19 10:03:10,25744.86
2025-09-19 10:03:15,25746.24
2025-09-19 10:03:20,25749.48
2025-09-19 10:03:25,25745.77
2025-09-19 10:03:30,25743.17
2025-09-19 10:03:35,25744.72
2025-09-19 10:03:40,25745.78
2025-09-19 10:03:45,25705.45
2025-09-19 10:03:50,25746.16
2025-09-19 10:03:55,25744.0
2025-09-19 10:04:00,25746.26
2025-09-19 10:04:05,25744.96
2025-09-19 10:04:10,25748.73
2025-09-19 10:04:15,25747.17
2025-09-19 10:04:20,25748.68
2025-09-19 10:04:25,25747.34
2025-09-19 10:04:30,25748.99
2025-09-19 10:04:35,25746.71
