Year,Code,Name,TradeVolume,TradeValue,Transaction,HighestPrice,HDate,LowestPrice,LDate,AvgClosingPrice
113,030026,台積電群益51購26,1167000,3911710,239,6.65,7月11日,0.97,5月02日,3.33
113,030027,台積電群益51購27,19269000,23064440,787,5.80,7月11日,0.38,4月22日,2.15
113,030028,台積電群益51購28,6635000,5777890,185,1.54,5月21日,0.02,9月27日,0.75
113,03006P,台積電凱基3C售35,11192000,17283080,1444,4.35,8月06日,0.08,12月06日,1.32
113,03007P,台積電凱基3C售36,9170000,8235750,635,2.23,8月06日,0.01,12月10日,0.80
113,03008P,台積電凱基41售20,5035000,4676600,633,2.50,8月06日,0.10,12月13日,0.90
113,030204,台積電元大52購12,12297000,2212500,269,0.88,4月30日,0.01,9月02日,0.22
113,030205,台積電元大53購03,8804000,8761630,392,2.05,5月27日,0.43,10月11日,1.01
113,030236,台積電富邦53購06,13894000,31267670,128,4.23,10月15日,1.14,4月26日,2.36
113,030265,台積電元富53購06,9508000,7540520,276,1.54,4月25日,0.27,11月25日,0.79
113,030266,台積電元富53購07,2253000,3768990,144,2.38,5月20日,0.19,10月23日,1.56
113,030267,台積電元富53購08,5348000,4018360,225,1.43,6月07日,0.24,12月13日,1.02
113,030268,台積電元富53購09,10777000,10156830,485,1.39,6月17日,0.19,12月31日,0.80
113,030269,台積電元富53購10,3000000,2809730,229,1.69,4月23日,0.17,12月27日,0.84
113,030270,台積電元富53購11,3404000,2560780,125,1.19,5月17日,0.01,10月23日,0.68
113,030271,台積電元富53購12,35507000,46729840,1992,4.44,7月09日,0.45,4月23日,1.64
113,03035P,台積電凱基41售25,4546000,6490180,304,2.94,8月05日,0.09,12月13日,1.35
113,030362,台積電元大54購19,13021000,11859460,519,2.11,5月06日,0.02,9月27日,0.82
113,03036P,台積電凱基41售26,30413000,14041410,1182,3.12,8月05日,0.01,12月24日,0.82
113,03037P,台積電凱基42售11,20963000,10663940,557,2.40,8月05日,0.05,12月31日,0.75
113,030418,台積電永豐55購04,43096000,64333680,2590,3.80,7月09日,0.35,12月31日,1.55
113,030439,台積電統一54購01,266284000,231818030,21270,1.73,6月26日,0.57,8月05日,0.82
113,030573,台積電統一68購01,5553000,7423070,138,1.61,4月25日,0.69,6月20日,1.12
113,030631,台積電元大52購13,11787000,10680970,268,1.29,5月15日,0.13,8月09日,0.82
113,030632,台積電元大54購20,16739000,52310480,1257,4.44,6月21日,0.85,8月06日,2.94
113,03064P,台積電國票3C售06,19865000,21712420,700,2.84,8月05日,0.01,12月12日,1.17
113,03065P,台積電國票41售06,7581000,7804030,471,3.50,8月06日,0.01,12月31日,1.22
113,03070T,台積電國泰34售02,3735000,718690,153,0.50,3月08日,0.01,4月12日,0.21
113,030775,台積電永豐53購06,114000,48830,15,0.55,5月08日,0.32,8月05日,0.44
113,030833,台積電元大52購14,2715000,4329880,201,3.70,7月09日,1.00,4月24日,1.86
113,03084P,台積電永豐3C售16,16620000,14648210,618,2.20,8月05日,0.18,11月12日,1.00
113,03086P,台積電中信3C售14,17942000,7759780,770,1.33,8月05日,0.10,12月16日,0.53
113,03089P,台積電國票3C售07,8028000,9950040,334,1.72,8月05日,0.37,11月12日,1.08
113,03090P,台積電國票42售04,41460000,30143700,1330,3.62,8月05日,0.09,12月31日,1.56
113,03093P,台積電群益3C售35,19246000,19375950,884,2.00,8月05日,0.25,11月11日,1.03
113,030950,台積電兆豐54購01,9659000,16850920,562,2.40,5月06日,0.86,8月07日,1.60
113,03095P,台積電元大3C售57,31098000,17508890,874,1.85,8月06日,0.02,12月09日,0.72
113,03096P,台積電元大3C售58,19207000,14448670,609,1.90,8月05日,0.05,12月05日,0.78
113,03097P,台積電元大3C售59,47622000,35464200,2104,1.85,8月05日,0.03,12月13日,0.74
113,031003,台積電元大52購16,9877000,31119110,185,4.96,10月18日,1.76,4月25日,3.35
113,031004,台積電群益46購09,11671000,34471040,292,4.68,10月18日,1.68,4月25日,3.20
113,031005,台積電群益48購01,14125000,41069440,738,4.80,12月04日,1.64,4月25日,3.26
113,03102P,台積電凱基3C售38,14445000,11955460,303,1.87,8月08日,0.25,11月22日,0.99
113,03103P,台積電凱基3C售39,2412000,2095710,50,1.43,8月02日,0.69,7月11日,1.04
113,03104P,台積電凱基3C售40,3641000,4432380,158,2.74,8月06日,0.17,12月02日,1.45
113,03121P,台積電國票42售05,5948000,4542860,454,2.10,8月05日,0.14,12月31日,0.91
113,031225,台積電元大52購17,9639000,5021150,111,2.26,5月15日,0.05,10月14日,1.04
113,031226,台積電元大52購18,8042000,18614390,408,5.15,6月18日,0.01,11月15日,2.41
113,03122P,台積電國票42售06,9097000,6771680,215,2.07,9月04日,0.02,12月25日,0.67
113,031230,台積電統一47購02,93476000,245435010,4821,3.99,10月18日,1.55,8月05日,2.70
113,03128P,台積電永豐3C售17,13206000,7162580,440,1.59,8月05日,0.20,11月21日,0.65
113,03132P,台積電凱基3C售42,6781000,4003440,269,1.49,8月05日,0.01,12月20日,0.69
113,03133P,台積電凱基3C售43,2171000,1722440,109,1.93,8月06日,0.12,12月03日,0.90
113,03134P,台積電凱基51售01,5264000,10832230,280,3.33,8月06日,1.45,12月31日,2.04
113,03135P,台積電凱基51售02,8911000,9046810,451,2.39,8月05日,0.45,12月27日,1.12
113,031414,台積電富邦52購05,18306000,11973840,690,2.26,6月19日,0.01,12月16日,0.74
113,031479,台積電元大52購19,6210000,4515640,338,1.96,5月29日,0.07,11月29日,0.75
113,031480,台積電元大52購20,716000,1163220,61,2.54,7月05日,0.11,11月11日,1.45
113,031481,台積電元大52購21,5491000,4777280,442,3.10,10月07日,0.40,9月11日,0.87
113,031489,台積電群益48購02,4261000,18408370,468,6.45,11月08日,2.42,8月05日,4.47
113,031490,台積電群益48購03,13618000,58554910,1306,7.10,7月12日,2.45,8月05日,4.37
113,031491,台積電群益48購04,7972000,39227830,897,7.60,7月11日,2.77,8月05日,5.01
113,031599,台積電永豐52購05,19606000,19589240,626,1.67,7月17日,0.01,10月24日,0.82
113,031600,台積電永豐52購06,13273000,12823410,292,1.47,7月17日,0.10,8月12日,0.84
113,03161P,台積電元富3C售19,24085000,17695590,624,2.80,8月05日,0.01,12月23日,0.72
113,031622,台積電兆豐55購01,11749000,6537370,377,1.11,5月29日,0.09,11月15日,0.59
113,031644,台積電凱基54購13,7656000,10422680,266,2.07,7月03日,0.78,8月23日,1.47
113,031645,台積電凱基58購10,11678000,10898060,467,1.72,9月24日,0.34,7月29日,0.95
113,031678,台積電元富68購01,6751000,2607680,184,0.87,5月03日,0.04,9月10日,0.35
113,031697,台積電國泰53購04,14030000,60936000,1695,6.75,6月21日,1.50,8月06日,4.44
113,031708,台積電群益54購18,3314000,4855000,380,3.05,5月27日,0.23,8月07日,1.52
113,03172P,台積電凱基3C售45,1973000,2093170,41,2.68,8月05日,0.77,7月11日,1.29
113,03173P,台積電凱基3C售46,8789000,6413720,230,1.63,8月05日,0.20,12月03日,0.77
113,03174P,台積電凱基51售03,24520000,41446870,1363,3.23,9月19日,1.00,12月30日,1.61
113,03175P,台積電凱基51售04,7846000,10756420,394,2.52,8月06日,0.68,12月27日,1.33
113,03179P,台積電元大3C售63,69869000,12154840,1647,1.33,8月05日,0.01,12月11日,0.30
113,03180P,台積電元大3C售64,29178000,24063080,1242,1.84,8月06日,0.01,12月11日,0.74
113,03181P,台積電元大3C售65,18980000,14326050,610,1.66,8月06日,0.10,12月06日,0.87
113,031929,台積電群益54購19,2062000,904040,114,1.87,5月03日,0.03,12月27日,0.61
113,031956,台積電元大54購21,23715000,28912960,869,2.04,7月11日,0.09,11月27日,1.05
113,03211P,台積電中信43售03,2938000,2527890,163,2.07,8月06日,0.22,12月30日,0.88
113,03211T,台積電第一37售01,30404000,3819000,949,0.56,1月05日,0.01,7月04日,0.12
113,032237,台積電富邦52購07,4642000,3865050,152,1.54,5月17日,0.27,8月06日,0.88
113,032276,台積電元大53購04,15009000,9924850,443,1.51,7月08日,0.29,6月11日,0.71
113,032277,台積電元大54購22,16447000,9888400,472,1.37,7月09日,0.34,6月11日,0.65
113,032317,台積電永豐52購07,556000,265720,24,0.88,5月08日,0.25,7月22日,0.46
113,032352,台積電兆豐55購02,36229000,34485510,1146,1.50,7月11日,0.48,8月05日,0.96
113,032366,台積電富邦52購08,94718000,35875030,3117,0.73,5月28日,0.17,12月31日,0.38
113,032388,台積電凱基5B購06,13758000,11947370,331,1.56,6月20日,0.04,8月06日,0.79
113,03238P,台積電永豐3C售22,1848000,941540,56,2.50,8月06日,0.02,12月12日,0.55
113,03239P,台積電永豐3C售23,4226000,3845430,203,3.02,8月05日,0.08,12月09日,1.10
113,032457,台積電元大53購05,2333000,6281020,231,6.70,5月16日,1.74,5月08日,3.76
113,032458,台積電元大54購23,4603000,6732690,267,3.10,6月18日,0.09,10月09日,1.58
113,032603,台積電元大54購24,11134000,22127740,711,4.16,7月17日,0.04,10月09日,2.31
113,032654,台積電群益52購09,3040000,2149330,120,1.46,5月29日,0.22,10月25日,0.67
113,032686,台積電中信58購01,5715000,9406470,282,2.51,5月21日,0.24,10月14日,1.44
113,03269T,台積電元大34售09,2890000,214570,71,0.12,1月03日,0.01,4月02日,0.05
113,032737,台積電元大54購25,19504000,49571030,773,3.97,10月28日,1.63,5月30日,2.67
113,032820,台積電凱基54購14,2224000,774030,81,0.97,5月09日,0.14,7月08日,0.41
113,032840,台積電中信58購02,9865000,9424360,311,1.67,7月16日,0.25,12月31日,0.89
113,03284P,台積電富邦41售08,8252000,4532110,307,1.33,8月05日,0.10,12月09日,0.63
113,032882,台積電凱基53購35,6477000,6694560,182,1.48,7月17日,0.19,12月04日,1.01
113,032972,台積電群益54購22,5565000,6156860,190,2.72,6月14日,0.20,10月08日,1.47
113,033007,台積電元大54購26,40340000,28520870,916,2.36,6月19日,0.04,10月16日,0.93
113,03305P,台積電國泰43售03,29309000,33499120,652,3.98,8月05日,0.22,12月30日,1.29
113,033068,台積電凱基54購16,14660000,11722600,464,1.52,7月11日,0.06,11月01日,0.76
113,03306P,台積電國泰43售04,3771000,4575540,312,2.28,9月04日,0.63,10月21日,1.35
113,033101,台積電群益54購23,1107000,101460,66,0.28,1月02日,0.01,3月14日,0.12
113,03312P,台積電群益41售17,10833000,9775100,197,1.25,7月30日,0.70,7月11日,0.95
113,03313P,台積電群益42售12,11997000,8869210,210,1.56,8月05日,0.06,12月23日,0.75
113,033148,台積電元大54購27,16122000,23610130,774,2.82,7月11日,0.71,5月09日,1.58
113,033195,台積電富邦53購07,19098000,22619760,883,3.20,11月08日,0.53,8月06日,1.21
113,03324T,台積電群益34售07,3831000,787890,88,0.63,1月03日,0.05,2月23日,0.28
113,033275,台積電元大54購28,92329000,119482530,4901,7.50,6月19日,0.72,1月05日,3.22
113,033324,台積電凱基53購37,6325000,5627850,264,1.68,5月29日,0.01,11月28日,0.85
113,033413,台積電永豐58購02,20971000,14619270,346,1.14,5月14日,0.06,11月04日,0.59
113,033414,台積電永豐58購03,20410000,13088600,668,0.86,5月17日,0.21,9月05日,0.60
113,033476,台積電元大54購29,16610000,12371890,382,2.61,7月01日,0.03,12月27日,0.89
113,033517,台積電群益53購05,18470000,36446420,893,3.57,7月11日,1.04,8月05日,2.07
113,033551,台積電統一5C購05,8239000,13152530,417,4.39,6月28日,0.49,11月01日,2.12
113,033552,台積電統一68購02,19547000,22635870,521,3.67,7月17日,0.32,11月19日,1.66
113,03365P,台積電中信43售04,6047000,3327200,212,1.18,8月06日,0.27,12月31日,0.61
113,03368P,台積電富邦41售10,7917000,4067540,158,0.96,9月04日,0.01,12月30日,0.52
113,03374T,台積電國泰35售02,8962000,1923560,322,0.47,1月05日,0.01,5月15日,0.16
113,03378P,台積電台新41售02,4293000,4320710,71,2.33,8月06日,0.16,12月04日,1.03
113,033838,台積電永豐55購05,2658000,951190,128,2.34,10月07日,0.11,9月12日,0.49
113,033839,台積電永豐55購06,18820000,14990800,505,1.66,8月05日,0.06,12月31日,0.87
113,033850,台積電富邦54購03,1888000,1203240,58,0.88,7月08日,0.40,7月22日,0.62
113,03389P,台積電永豐43售12,10225000,10855010,328,2.15,8月08日,0.47,12月27日,1.19
113,03396T,台積電元大33售03,10000,850,2,0.09,1月04日,0.08,1月02日,0.09
113,03397T,台積電元大33售05,952000,437360,73,0.80,1月03日,0.01,3月05日,0.48
113,033993,台積電元大53購06,12275000,8286430,254,1.52,5月20日,0.31,9月13日,0.79
113,03401P,台積電群益41售22,9755000,13575440,561,2.52,8月05日,0.33,12月17日,1.17
113,03411T,台積電麥證33售08,,,,,8月06日,,7月17日,
113,03421P,台積電國票41售10,3302000,565490,41,1.08,9月30日,0.05,12月30日,0.55
113,03422P,台積電國票42售11,10124000,6541410,196,1.81,8月08日,0.28,12月30日,0.91
113,034236,台積電元大53購07,23621000,18845520,416,1.31,6月21日,0.24,12月27日,0.82
113,03427P,台積電元大41售43,15574000,13942490,769,2.38,8月05日,0.15,12月27日,1.22
113,03429T,台積電群益33售09,577000,419170,31,0.91,1月05日,0.18,1月24日,0.71
113,03430T,台積電群益33售10,2554000,1680480,97,0.96,1月05日,0.02,2月15日,0.53
113,03441P,台積電永豐43售15,12039000,10954560,385,2.70,8月08日,0.36,12月27日,1.15
113,034431,台積電元大53購08,3758000,3183990,106,1.26,7月11日,0.28,7月30日,0.86
113,03448P,台積電統一41售05,9996000,4423620,185,1.07,8月05日,0.10,12月23日,0.50
113,034492,台積電凱基54購19,18125000,12903480,456,1.71,5月28日,0.10,12月16日,0.74
113,03449P,台積電統一47售03,34312000,19834550,941,1.13,8月05日,0.33,12月30日,0.62
113,03462T,台積電元大33售10,4000,800,1,0.20,1月12日,0.20,1月12日,0.20
113,034681,台積電凱基55購08,1486000,6253520,128,6.65,9月02日,2.44,6月11日,4.12
113,03468P,台積電元大41售46,16279000,11987640,493,1.33,9月09日,0.20,12月25日,0.79
113,03475P,台積電永豐41售09,3337000,3792700,140,2.54,8月13日,0.11,12月30日,1.23
113,034823,台積電富邦55購08,13883000,6955420,339,2.00,7月15日,0.04,10月30日,0.53
113,034833,台積電凱基55購10,5687000,3403760,200,1.27,5月29日,0.17,11月27日,0.55
113,03486T,台積電國泰35售03,1803000,531670,212,0.60,1月05日,0.05,3月15日,0.32
113,03491P,台積電凱基41售39,3875000,3755060,117,1.80,8月05日,0.22,12月30日,0.98
113,03492P,台積電凱基43售28,5854000,4799740,163,2.48,8月05日,0.35,12月03日,0.99
113,03493P,台積電凱基45售03,4596000,7499130,209,2.63,8月08日,0.96,12月25日,1.64
113,03494P,台積電凱基45售04,14562000,12521180,240,2.87,8月05日,0.34,12月31日,1.05
113,034960,台積電群益53購06,18711000,15919470,448,1.85,9月20日,0.24,8月05日,0.99
113,03496T,台積電元大33售12,,,,,8月05日,,12月02日,
113,03497T,台積電元大33售13,,,,,8月06日,,12月27日,
113,03498T,台積電元大33售14,102000,8230,4,0.14,1月19日,0.05,1月25日,0.10
113,035022,台積電凱基55購11,5794000,5561430,206,1.18,6月11日,0.11,10月16日,0.71
113,035097,台積電元富53購13,50938000,39745800,1245,1.33,5月28日,0.21,12月27日,0.69
113,03518P,台積電元富41售06,6316000,4009990,114,2.14,8月08日,0.26,12月12日,0.81
113,035194,台積電群益57購10,10304000,7819790,158,1.36,7月02日,0.15,12月11日,0.69
113,03519P,台積電元富41售07,942000,1789240,46,3.61,8月05日,0.51,11月13日,1.81
113,03520P,台積電元富41售08,692000,1031660,56,3.59,8月07日,0.17,12月06日,2.25
113,035218,台積電永豐69購01,23073000,9541630,291,1.38,5月22日,0.01,12月30日,0.44
113,03521P,台積電元富44售09,2733000,2349210,100,2.36,8月08日,0.33,12月17日,1.03
113,03524P,台積電台新41售04,2920000,3331180,121,2.57,8月05日,0.32,12月04日,1.34
113,035280,台積電國泰54購01,2928000,8342760,71,4.10,7月11日,0.37,9月05日,2.21
113,035281,台積電國泰54購02,22353000,25435000,926,1.68,11月20日,0.34,8月05日,1.10
113,03528P,台積電元大41售51,26115000,20344090,486,2.48,8月05日,0.05,12月31日,1.01
113,03529P,台積電元大41售52,14157000,13705990,379,2.47,8月05日,0.23,12月25日,1.23
113,035303,台積電凱基54購21,25021000,86796640,610,5.30,7月09日,1.49,12月23日,2.94
113,03530P,台積電元大41售53,39622000,34497800,1019,2.49,8月05日,0.17,12月30日,1.08
113,035402,台積電元大54購30,7399000,5991460,303,1.15,5月30日,0.03,10月24日,0.74
113,03544P,台積電永豐43售16,19991000,24847170,386,2.87,8月05日,0.23,12月27日,1.15
113,03545P,台積電永豐43售17,13996000,20778470,251,2.88,8月05日,0.32,12月17日,1.15
113,03547P,台積電凱基41售46,2053000,1367120,181,1.89,8月08日,0.09,12月25日,0.72
113,03548P,台積電凱基43售31,2666000,2316610,55,1.59,8月19日,0.20,12月10日,0.79
113,03549P,台積電凱基45售06,11449000,13134410,437,2.13,8月13日,0.70,12月30日,1.24
113,035501,台積電凱基54購22,26850000,25629480,397,1.23,6月18日,0.07,12月24日,0.69
113,035528,台積電元富69購01,8128000,10819260,268,2.22,7月02日,0.55,8月05日,1.43
113,03561T,台積電國票33售06,60000,6300,4,0.11,1月16日,0.10,1月17日,0.10
113,03562T,台積電國票34售06,,,,,8月06日,,11月28日,
113,035638,台積電群益54購24,11200000,6068740,360,2.18,6月06日,0.05,12月05日,0.73
113,03575P,台積電凱基45售07,4622000,6187400,145,2.92,8月08日,0.73,12月18日,1.63
113,03576P,台積電凱基4A售07,9840000,13560110,369,2.53,8月05日,1.00,12月26日,1.48
113,03581P,台積電群益41售26,3377000,3206570,180,8.00,8月05日,0.01,12月25日,1.92
113,03581T,台積電元大33售24,10000,1350,2,0.21,1月09日,0.06,1月19日,0.14
113,03582P,台積電群益43售26,12724000,9093380,415,1.97,8月06日,0.37,12月30日,0.86
113,035858,台積電中信42購07,18400000,13662530,609,1.55,7月11日,0.32,11月29日,0.72
113,03587P,台積電富邦43售10,9823000,5711900,507,1.18,8月05日,0.34,12月24日,0.61
113,03588T,台積電國票34售07,3156000,808270,58,0.42,1月03日,0.01,4月22日,0.10
113,03595T,台積電康和34售01,12000,1200,2,0.10,2月16日,0.10,2月16日,0.10
113,03596T,台積電兆豐38售01,7206000,583680,438,0.16,1月03日,0.01,6月20日,0.06
113,035978,台積電元大3B購43,13638000,19819540,330,2.36,7月11日,0.50,8月05日,1.29
113,035979,台積電元大44購03,118091000,158593570,5298,1.97,7月11日,0.61,8月05日,1.26
113,035980,台積電元大45購03,38685000,60862570,1099,2.67,7月11日,0.70,8月05日,1.50
113,03599T,台積電元大34售11,121000,1210,15,0.01,1月31日,0.01,1月31日,0.01
113,03600T,台積電元大34售12,2000,520,2,0.36,1月18日,0.16,1月22日,0.26
113,03601T,台積電元大34售13,4000,610,4,0.16,1月12日,0.14,1月17日,0.15
113,03602T,台積電麥證34售06,,,,,8月05日,,12月18日,
113,036057,台積電富邦3B購07,13672000,15326320,414,2.12,7月11日,0.52,8月05日,1.27
113,036058,台積電富邦42購03,20216000,21569770,760,2.74,7月11日,0.03,1月30日,0.94
113,036070,台積電永豐3C購11,7685000,14324810,309,3.35,7月16日,0.99,6月05日,2.00
113,03611P,台積電凱基41售48,2910000,3234280,149,2.20,8月08日,0.26,12月19日,1.26
113,03612P,台積電凱基41售49,996000,1402100,34,3.22,8月13日,0.13,11月20日,1.41
113,036199,台積電元大3C購30,36329000,42139390,1109,2.19,7月11日,0.47,8月05日,1.11
113,036200,台積電元大45購04,60988000,64257610,2648,1.85,7月11日,0.50,8月05日,0.99
113,036232,台積電凱基3C購03,3511000,11278890,297,14.10,7月11日,2.50,1月05日,6.38
113,036297,台積電國泰42購01,8111000,11819870,266,2.50,10月08日,0.56,8月05日,1.44
113,036315,台積電元大3B購44,26181000,14103210,959,2.80,7月11日,0.01,11月25日,0.61
113,036316,台積電元大3B購45,21715000,21151060,721,2.10,7月11日,0.19,11月26日,1.03
113,036317,台積電元大43購03,9798000,7424660,372,2.27,7月11日,0.42,11月29日,0.92
113,036395,台積電元富3B購10,2053000,5105660,177,5.65,7月11日,0.76,8月05日,2.68
113,036396,台積電元富3C購15,10474000,14368040,218,2.39,7月11日,0.63,12月02日,1.30
113,036397,台積電元富45購04,5727000,11009170,340,3.12,7月08日,0.79,8月05日,2.03
113,036560,台積電元大3B購47,9481000,14441270,318,2.33,7月11日,0.68,6月05日,1.37
113,036561,台積電元大43購04,29937000,19691780,1110,1.98,7月11日,0.36,11月28日,0.86
113,03656P,台積電元富47售04,4344000,5491120,135,4.35,8月13日,0.60,12月30日,1.37
113,036606,台積電永豐43購04,8030000,25952880,391,4.61,7月11日,1.01,8月05日,3.03
113,03669T,台積電凱基36售09,2261000,85720,38,0.10,1月08日,0.02,2月02日,0.05
113,036716,台積電元大3C購31,10674000,13829100,687,3.33,7月11日,0.01,11月15日,1.10
113,036717,台積電元大3C購32,10880000,18421490,352,2.65,7月11日,0.30,11月28日,1.39
113,036718,台積電元大43購05,11956000,11144090,558,2.15,7月11日,0.35,11月29日,0.92
113,03672P,台積電統一42售07,6880000,3349210,129,1.10,8月06日,0.21,12月13日,0.58
113,03676P,台積電群益42售14,888000,653690,34,1.78,9月11日,0.09,12月17日,0.87
113,03677P,台積電群益42售15,970000,687550,57,1.32,9月05日,0.27,12月11日,0.75
113,03678P,台積電群益42售16,40000,50500,3,1.44,9月05日,1.10,9月12日,1.32
113,03679P,台積電群益42售17,3552000,1742170,56,1.60,9月09日,0.18,12月13日,0.52
113,03680P,台積電群益43售27,18394000,5596490,506,3.24,8月05日,0.06,12月10日,0.66
113,036815,台積電凱基3C購21,3461000,5989130,183,2.34,6月21日,0.87,8月05日,1.82
113,036816,台積電凱基43購14,3324000,11396210,315,6.40,7月12日,1.56,11月29日,3.29
113,03683T,台積電凱基34售06,50000,2700,6,0.18,1月08日,0.01,3月08日,0.06
113,036897,台積電元大3C購33,32820000,49214970,1502,2.34,7月11日,0.53,11月28日,1.52
113,036898,台積電元大41購20,37602000,41325710,1295,2.00,7月11日,0.58,8月05日,1.20
113,036899,台積電元大43購06,31635000,22396400,1102,2.20,7月11日,0.36,11月29日,0.95
113,036968,台積電永豐3C購12,4777000,15310880,250,6.15,10月21日,1.65,8月05日,3.86
113,036969,台積電永豐41購03,2471000,9506880,257,5.15,11月06日,2.00,6月04日,4.06
113,036970,台積電永豐46購01,6689000,12056040,220,2.42,7月11日,1.06,6月11日,1.70
113,036992,台積電凱基41購15,5882000,10039330,271,3.25,7月11日,0.15,11月28日,1.62
113,036993,台積電凱基43購15,3574000,7041450,201,3.03,10月18日,1.13,8月05日,2.10
113,03700T,台積電凱基34售09,1096000,44460,64,0.16,1月03日,0.01,3月28日,0.04
113,037067,台積電元大3C購34,13517000,12930230,541,1.90,7月11日,0.58,8月05日,1.15
113,037068,台積電元大41購21,15071000,16291330,718,1.97,7月11日,0.64,8月05日,1.24
113,037069,台積電元大43購07,9463000,10804210,526,1.72,7月11日,0.49,8月05日,1.13
113,03708T,台積電群益34售08,1109000,147790,56,0.48,1月03日,0.06,2月02日,0.25
113,037120,台積電群益3C購09,10238000,21309890,65,2.95,7月08日,1.01,6月05日,2.06
113,037121,台積電群益3C購10,13424000,21719580,165,2.64,10月18日,0.31,6月13日,1.76
113,037122,台積電群益44購06,17340000,18420570,691,1.62,7月12日,0.37,8月05日,0.96
113,037123,台積電群益45購04,10973000,11213210,825,4.00,10月07日,0.40,8月05日,1.17
113,037158,台積電永豐43購05,27274000,40527500,791,2.82,7月11日,0.71,11月29日,1.46
113,037170,台積電國泰42購03,6164000,10691610,191,2.59,7月11日,0.96,8月05日,1.82
113,037189,台積電元富42購10,3055000,10589880,58,4.83,12月05日,2.29,8月05日,3.63
113,037190,台積電元富43購02,1901000,6105100,123,5.25,8月12日,1.41,8月06日,3.52
113,037191,台積電元富46購01,2056000,3831540,106,3.22,10月18日,1.52,8月05日,2.10
113,037193,台積電元富42購01,13695000,60695240,1583,14.90,10月18日,1.46,1月05日,6.17
113,037217,台積電凱基3C購22,4895000,6379050,299,2.79,7月09日,0.09,10月29日,1.17
113,037218,台積電凱基41購16,2044000,4902830,73,3.15,7月11日,0.99,9月05日,2.16
113,037251,台積電元大3C購35,6704000,12501240,428,3.03,10月18日,0.90,8月05日,1.95
113,037252,台積電元大41購22,8635000,11070380,344,2.07,7月11日,0.60,8月05日,1.29
113,037253,台積電元大43購08,27608000,35208900,912,2.00,7月11日,0.60,8月05日,1.31
113,03725T,台積電凱基34售10,1485000,54160,39,0.19,1月16日,0.01,2月26日,0.05
113,03726T,台積電凱基34售11,721000,74740,45,0.36,1月17日,0.03,2月21日,0.12
113,037306,台積電國票3C購03,5715000,19602510,426,6.85,7月11日,1.83,8月05日,3.89
113,037307,台積電國票41購02,24588000,90426800,328,7.35,10月18日,2.76,9月09日,4.29
113,037308,台積電國票43購01,11913000,46851730,561,6.25,10月18日,2.82,9月09日,4.17
113,037355,台積電群益44購07,12558000,16200500,298,2.06,7月11日,0.70,9月06日,1.23
113,037356,台積電群益44購08,18104000,20511210,359,1.84,7月11日,0.47,8月05日,0.98
113,03736T,台積電元大34售30,22000,1640,4,0.14,1月19日,0.06,1月30日,0.10
113,03737T,台積電元大34售31,10000,2200,1,0.22,1月19日,0.22,1月19日,0.22
113,03738T,台積電元大34售32,153000,12490,4,0.23,1月03日,0.08,1月19日,0.16
113,037418,台積電凱基41購17,3560000,5368390,234,5.35,7月10日,0.14,12月19日,2.52
113,037419,台積電凱基43購16,5545000,12255810,442,3.77,10月18日,1.18,8月05日,2.44
113,037452,台積電統一56購01,40307000,40604130,1710,1.31,7月11日,0.67,8月05日,0.98
113,037478,台積電元富45購05,5463000,23482230,1097,6.40,10月18日,2.06,8月05日,4.54
113,03748P,台積電統一47售10,7893000,2831640,272,0.81,8月05日,0.18,12月30日,0.42
113,03750P,台積電台新42售04,202000,302710,14,4.21,8月07日,0.52,11月21日,1.93
113,037554,台積電群益44購09,7837000,10572410,83,1.76,7月08日,0.87,6月11日,1.22
113,037555,台積電群益44購10,36924000,34817740,457,1.72,7月11日,0.62,8月02日,0.99
113,03757T,台積電元大34售36,29000,4090,5,0.18,1月05日,0.13,1月10日,0.15
113,03758T,台積電元大34售37,171000,39330,4,0.25,1月03日,0.21,1月02日,0.23
113,03759T,台積電元大34售38,36000,5170,14,0.33,1月17日,0.08,1月29日,0.16
113,037640,台積電凱基3C購23,5899000,16817750,654,7.00,7月11日,0.19,11月22日,2.39
113,037641,台積電凱基43購17,1077000,2837150,163,4.96,7月09日,1.13,8月05日,2.69
113,037681,台積電元大3C購36,6761000,9517320,268,2.56,7月11日,0.56,8月05日,1.49
113,037682,台積電元大3C購37,22193000,26978650,624,2.60,7月11日,0.78,8月05日,1.52
113,037683,台積電元大41購23,4835000,8495390,178,3.05,7月11日,0.19,12月23日,1.55
113,037732,台積電群益3C購11,680000,2896710,114,6.30,10月21日,3.46,8月02日,4.29
113,037733,台積電群益43購09,13836000,14266750,146,1.73,7月11日,0.66,6月07日,1.06
113,037759,台積電永豐41購05,4041000,9277060,206,3.60,10月18日,1.29,8月05日,2.42
113,03775T,台積電國泰36售03,4558000,1484090,127,0.62,1月05日,0.02,4月16日,0.31
113,037781,台積電凱基3C購24,3333000,6372510,333,5.10,7月11日,0.09,11月25日,2.02
113,037782,台積電凱基46購07,8642000,26430670,668,5.35,7月11日,1.41,8月05日,2.97
113,037851,台積電元大3C購38,7854000,12637890,299,2.49,7月11日,0.54,8月05日,1.42
113,037852,台積電元大3C購39,6290000,8165630,211,2.24,7月11日,0.58,8月05日,1.37
113,037853,台積電元大41購24,5750000,12581580,272,4.17,10月18日,1.06,8月09日,2.69
113,03788T,台積電凱基34售16,4819000,788870,123,0.66,1月05日,0.01,4月08日,0.25
