Year,Code,Name,TradeVolume,TradeValue,Transaction,HighestPrice,HDate,LowestPrice,LDate,AvgClosingPrice
113,04204P,台積電元大43售89,4843000,1800610,37,0.67,9月23日,0.30,11月22日,0.38
113,04205P,台積電元大43售90,8846000,4075630,67,1.04,9月04日,0.26,12月06日,0.49
113,04205T,台積電永豐37售03,5469000,213130,317,0.31,1月03日,0.01,6月19日,0.05
113,042067,台積電群益41購19,15552000,22761260,385,2.42,7月11日,0.54,8月05日,1.21
113,042068,台積電群益41購20,10374000,13821040,164,1.75,7月09日,0.30,12月24日,0.94
113,042069,台積電群益47購03,21912000,17161350,915,1.16,7月11日,0.42,8月06日,0.76
113,04206P,台積電元大43售91,8922000,4146470,270,1.06,9月04日,0.18,12月31日,0.49
113,042070,台積電群益47購04,7152000,5289550,287,1.12,7月16日,0.39,8月05日,0.75
113,042103,台積電元大41購37,1139403000,191089080,35707,1.21,7月11日,0.01,12月27日,0.22
113,042104,台積電元大41購38,14230000,7854750,248,9.95,1月16日,0.01,12月10日,0.67
113,042105,台積電元大43購21,59318000,13823590,1274,1.03,7月11日,0.08,12月31日,0.32
113,042150,台積電台新41購01,2009000,2393800,154,2.10,7月12日,0.82,8月02日,1.21
113,042160,台積電凱基41購32,2039000,877780,219,0.70,10月18日,0.19,8月05日,0.43
113,042161,台積電凱基41購33,3433000,1459220,102,0.81,7月11日,0.19,8月05日,0.46
113,042162,台積電凱基41購34,2711000,1190040,98,0.82,7月11日,0.18,12月02日,0.42
113,042163,台積電凱基43購23,1712000,940470,111,0.79,7月11日,0.34,8月02日,0.49
113,042164,台積電凱基43購24,2651000,1633490,122,0.87,10月18日,0.40,9月11日,0.61
113,042165,台積電凱基47購03,46286000,14930320,1035,0.73,7月11日,0.18,9月05日,0.33
113,04217P,台積電永豐48售01,7583000,6626580,263,1.56,9月09日,0.60,12月30日,0.94
113,04218P,台積電永豐48售02,3941000,2445180,82,1.40,9月04日,0.28,12月27日,0.61
113,042199,台積電國泰43購07,13318000,10239510,238,1.40,7月12日,0.37,8月06日,0.78
113,04225P,台積電元大43售94,319000,111340,34,0.72,9月09日,0.19,11月08日,0.45
113,042266,台積電凱基41購35,24065000,6708720,660,0.92,7月11日,0.01,12月17日,0.23
113,042267,台積電凱基43購25,775000,384880,67,0.71,7月11日,0.26,9月13日,0.41
113,042268,台積電凱基43購26,2377000,981830,106,0.71,7月11日,0.22,11月27日,0.39
113,042304,台積電群益41購21,21106000,22907420,724,2.00,7月16日,0.55,8月05日,1.06
113,042305,台積電群益44購17,4337000,3128080,236,1.17,7月11日,0.41,8月06日,0.75
113,042306,台積電群益45購10,5931000,4820710,511,1.11,10月22日,0.41,8月06日,0.78
113,042307,台積電群益47購05,15999000,9493320,358,0.95,7月11日,0.23,8月05日,0.54
113,042353,台積電元大41購40,5530000,4571640,125,1.20,7月11日,0.44,8月02日,0.84
113,042354,台積電元大43購22,18290000,6026450,424,1.30,7月12日,0.12,12月31日,0.37
113,042393,台積電台新41購03,4564000,2396500,157,1.28,7月16日,0.06,12月25日,0.60
113,042403,台積電永豐41購08,199302000,27073010,6230,0.59,7月16日,0.01,12月23日,0.12
113,042413,台積電國泰43購08,3924000,3297660,61,1.85,7月12日,0.43,9月04日,0.78
113,042454,台積電群益44購18,3443000,4482780,111,1.85,7月16日,0.55,8月05日,1.03
113,042455,台積電群益44購19,1767000,2122660,52,1.74,7月16日,0.57,9月09日,0.95
113,042456,台積電群益44購20,766000,595640,21,1.14,10月18日,0.52,11月27日,0.76
113,042457,台積電群益44購21,11626000,2148160,292,0.67,7月11日,0.09,12月20日,0.23
113,042458,台積電群益47購06,1204000,785720,61,1.03,7月11日,0.39,9月05日,0.62
113,042459,台積電群益47購07,80000,50100,5,0.93,9月30日,0.49,7月22日,0.71
113,042490,台積電凱基41購36,3155000,1419320,102,1.34,1月04日,0.20,8月05日,0.48
113,042491,台積電凱基41購37,10371000,4390520,182,0.70,7月11日,0.15,12月23日,0.40
113,042492,台積電凱基41購38,1540000,534940,76,0.70,7月11日,0.06,12月26日,0.32
113,042493,台積電凱基43購27,2738000,1142180,88,0.96,7月11日,0.17,9月04日,0.40
113,042523,台積電元大43購23,29913000,6854530,390,1.12,7月11日,0.07,12月31日,0.30
113,042572,台積電永豐43購13,8102000,3773380,136,0.75,7月15日,0.25,12月20日,0.43
113,042573,台積電永豐43購14,8380000,4877520,205,1.07,7月16日,0.33,12月31日,0.53
113,042593,台積電元富41購03,1250000,854230,62,5.10,1月29日,0.13,12月24日,0.97
113,042594,台積電元富42購16,4644000,3583860,138,1.03,8月20日,0.49,8月05日,0.73
113,042595,台積電元富43購06,1592000,1300510,39,1.16,7月18日,0.58,9月09日,0.83
113,042596,台積電元富44購07,1950000,2095760,98,4.57,3月07日,0.59,9月09日,2.00
113,042633,台積電群益41購23,868000,753460,25,1.32,8月21日,0.37,8月08日,0.80
113,042634,台積電群益46購11,2274000,1586740,33,0.91,7月16日,0.49,8月28日,0.69
113,042635,台積電群益47購08,2676000,1605160,71,0.83,7月12日,0.35,9月04日,0.60
113,042636,台積電群益47購09,78000,45470,20,0.89,7月17日,0.40,9月05日,0.58
113,042637,台積電群益47購10,160000,89400,8,0.80,7月17日,0.45,12月11日,0.57
113,042689,台積電國票41購07,1722000,912910,63,0.87,7月16日,0.25,11月28日,0.49
113,042690,台積電國票41購08,6213000,3271630,177,0.94,7月16日,0.23,12月31日,0.51
113,042691,台積電國票41購09,1710000,773620,38,0.81,7月16日,0.30,8月07日,0.45
113,04269T,台積電凱基35售25,2123000,3150690,55,2.09,1月03日,0.19,2月27日,1.18
113,04270T,台積電凱基35售26,386000,151210,9,0.57,1月04日,0.03,2月15日,0.36
113,042726,台積電元大41購41,2805000,1405270,58,0.74,10月18日,0.16,8月05日,0.51
113,042727,台積電元大41購42,30004000,8713520,1149,1.00,7月15日,0.05,12月27日,0.27
113,042728,台積電元大43購24,1232000,408850,40,0.83,7月16日,0.09,12月02日,0.33
113,042810,台積電永豐44購05,4432000,3966460,111,1.58,8月16日,0.32,11月29日,0.95
113,04286T,台積電元大35售18,6167000,1485990,244,1.04,1月05日,0.01,3月13日,0.41
113,042870,台積電統一49購06,797000,415050,55,0.68,7月16日,0.38,9月10日,0.52
113,042871,台積電統一49購07,2339000,1324270,166,0.72,7月16日,0.32,8月06日,0.53
113,042872,台積電統一57購02,1361000,802310,82,0.67,7月16日,0.40,8月05日,0.56
113,042873,台積電統一57購03,20580000,9186790,765,0.65,7月16日,0.35,8月05日,0.46
113,042925,台積電國票42購12,16503000,6132770,613,0.74,7月17日,0.14,12月31日,0.33
113,042926,台積電國票42購13,1351000,482710,52,0.76,7月17日,0.15,8月05日,0.36
113,042927,台積電國票42購14,3965000,2393730,103,0.90,7月16日,0.37,9月05日,0.60
113,042942,台積電元富44購01,50462000,91485690,4256,5.70,10月21日,0.60,1月12日,3.20
113,042978,台積電元大43購25,3908000,1456830,128,1.03,7月17日,0.12,12月30日,0.37
113,043024,台積電永豐41購10,2883000,1392060,64,0.65,10月18日,0.31,10月29日,0.44
113,043041,台積電中信43購05,3548000,604370,69,0.63,7月16日,0.06,12月23日,0.22
113,043054,台積電元富41購04,1510000,799710,23,0.70,10月18日,0.38,9月19日,0.50
113,043055,台積電元富42購17,2287000,755560,33,0.42,8月01日,0.15,8月05日,0.31
113,043056,台積電元富43購07,1054000,546080,50,1.02,8月12日,0.22,8月05日,0.58
113,043083,台積電凱基45購05,6746000,1546950,156,0.61,7月16日,0.12,12月20日,0.25
113,043084,台積電凱基57購01,54103000,42023970,1569,1.16,7月16日,0.45,8月05日,0.78
113,043125,台積電富邦41購11,12858000,6648290,391,1.53,2月19日,0.20,8月05日,0.59
113,043126,台積電富邦41購12,14915000,4282810,381,4.12,4月22日,0.02,12月23日,0.84
113,043153,台積電元大41購47,1216000,668620,30,0.79,10月18日,0.16,8月05日,0.58
113,043154,台積電元大41購48,1460000,816830,30,0.76,10月21日,0.37,7月22日,0.54
113,043155,台積電元大43購26,223583000,30068560,5868,0.72,7月16日,0.05,12月31日,0.18
113,043226,台積電國泰43購09,6110000,2445680,79,0.70,7月17日,0.18,8月05日,0.42
113,043273,台積電元富41購05,7358000,2799770,89,1.62,8月16日,0.01,12月13日,0.79
113,043274,台積電元富44購08,8017000,4043820,233,0.86,7月17日,0.18,8月05日,0.45
113,043288,台積電國票41購11,2922000,1946520,93,1.61,7月17日,0.20,12月12日,0.77
113,043332,台積電元大41購49,24058000,8860580,479,1.20,7月17日,0.01,12月24日,0.34
113,043333,台積電元大41購50,10741000,4965010,152,0.85,8月12日,0.20,11月27日,0.47
113,043334,台積電元大43購27,14295000,4613080,217,1.25,8月16日,0.14,12月31日,0.43
113,043372,台積電群益48購05,673000,504710,22,0.99,10月24日,0.46,8月06日,0.71
113,043373,台積電群益48購06,398000,292730,16,0.94,10月15日,0.50,9月04日,0.72
113,043398,台積電凱基41購40,2926000,540220,149,0.54,7月17日,0.08,11月19日,0.23
113,043399,台積電凱基41購41,12893000,6896750,501,2.86,4月12日,0.02,12月18日,1.02
113,043400,台積電凱基41購42,514000,237890,26,0.79,8月20日,0.04,12月19日,0.39
113,043401,台積電凱基41購43,478000,152790,25,0.64,7月17日,0.16,9月04日,0.33
113,043402,台積電凱基41購44,1718000,833660,66,0.82,8月19日,0.23,8月05日,0.54
113,043403,台積電凱基41購45,1655000,695790,69,0.58,8月09日,0.23,9月04日,0.41
113,043404,台積電凱基43購29,13835000,4407700,378,4.24,3月01日,0.08,12月19日,0.63
113,04341T,台積電凱基35售28,3662000,923300,74,1.67,1月03日,0.02,3月08日,0.48
113,043443,台積電永豐43購18,5066000,2851020,108,0.84,9月12日,0.31,12月02日,0.53
113,043474,台積電凱基43購30,694000,309280,75,1.30,8月20日,0.10,12月12日,0.59
113,043475,台積電凱基4A購05,25786000,11010160,370,0.64,10月18日,0.25,12月10日,0.46
113,043499,台積電元富41購09,1290000,542890,58,0.58,8月14日,0.15,11月28日,0.38
113,043500,台積電元富41購10,36086000,9018340,592,0.43,7月18日,0.02,12月31日,0.19
113,043501,台積電元富41購11,4309000,1840490,134,0.71,10月18日,0.16,8月05日,0.40
113,04350T,台積電台新35售04,2436000,1805060,89,1.86,1月08日,0.02,2月20日,0.78
113,043513,台積電台新41購05,342000,268960,23,1.51,10月18日,0.36,9月04日,0.82
113,043529,台積電統一47購04,608000,436490,12,0.84,10月18日,0.49,7月23日,0.70
113,043530,台積電統一47購05,8384000,3882940,335,0.60,10月18日,0.33,8月05日,0.46
113,043538,台積電元富45購01,6206000,18174400,572,10.20,12月17日,1.44,1月05日,5.26
113,043581,台積電群益41購24,1007000,1800410,49,2.86,7月18日,0.79,8月05日,1.83
113,043582,台積電群益46購12,464000,224880,28,1.12,8月12日,0.36,8月02日,0.77
113,043583,台積電群益46購13,284000,147920,6,0.59,10月22日,0.43,11月01日,0.52
113,043584,台積電群益47購11,1118000,812420,52,0.85,10月18日,0.49,9月03日,0.67
113,043585,台積電群益47購12,11793000,4658380,319,0.80,10月18日,0.26,9月09日,0.42
113,043586,台積電群益47購13,6881000,6113760,522,1.82,1月02日,0.40,9月13日,0.91
113,043587,台積電群益47購14,10000,4450,2,0.49,8月01日,0.40,8月02日,0.45
113,043588,台積電群益47購15,82000,43300,20,0.75,8月09日,0.31,8月05日,0.52
113,043621,台積電國票43購06,598000,392570,89,1.00,8月19日,0.21,8月05日,0.70
113,043654,台積電元大41購54,3768000,2768070,129,2.52,2月29日,0.29,8月05日,0.80
113,043655,台積電元大43購28,7342000,7171280,262,25.90,4月09日,0.29,8月05日,3.22
113,043656,台積電元大47購01,19987000,11027820,515,5.45,4月03日,0.30,8月05日,1.16
113,04369T,台積電凱基36售26,638000,508520,15,1.12,1月05日,0.28,1月31日,0.81
113,043717,台積電永豐47購02,11598000,6032040,189,0.82,10月18日,0.29,8月05日,0.55
113,04373P,台積電凱基44售08,4722000,5783010,281,2.18,10月01日,0.40,12月31日,1.07
113,043751,台積電統一4C購04,220000,103440,9,0.66,10月21日,0.45,8月06日,0.55
113,043826,台積電凱基41購47,7320000,1309710,114,0.35,7月22日,0.01,12月23日,0.17
113,043827,台積電凱基43購32,214000,54630,25,0.47,10月18日,0.14,12月02日,0.27
113,043828,台積電凱基4A購06,8992000,4001820,196,0.67,10月21日,0.26,8月05日,0.48
113,043853,台積電群益41購25,1204000,1478880,116,2.30,7月19日,0.38,12月20日,1.22
113,043854,台積電群益42購13,2014000,1841940,28,1.24,8月19日,0.58,9月04日,0.93
113,043855,台積電群益43購25,3816000,3163080,91,1.35,7月19日,0.37,12月17日,0.80
113,043857,台積電群益49購01,6000,8100,2,1.36,8月14日,1.34,8月13日,1.35
113,043882,台積電富邦43購09,22374000,9461910,442,1.62,1月03日,0.21,8月05日,0.49
113,04388P,台積電富邦43售12,1762000,695440,20,0.72,9月10日,0.29,10月28日,0.45
113,04389P,台積電富邦43售13,4010000,1555990,19,0.52,9月20日,0.21,10月25日,0.38
113,04392T,台積電永豐35售01,13661000,9002840,296,1.15,1月03日,0.01,4月09日,0.53
113,043968,台積電永豐47購03,9215000,9381520,292,1.54,7月23日,0.66,8月05日,1.02
113,043969,台積電永豐47購04,24981000,18874550,407,1.33,7月23日,0.43,11月29日,0.73
113,04400T,台積電凱基35售31,1104000,560980,17,1.55,1月05日,0.06,3月04日,0.69
113,04401T,台積電凱基35售32,723000,269390,18,1.40,1月03日,0.02,3月05日,0.42
113,04402P,台積電凱基44售09,3134000,2734980,110,3.00,9月11日,0.27,12月31日,1.24
113,044110,台積電群益48購07,3838000,3510670,38,1.26,10月18日,0.45,7月26日,0.91
113,044111,台積電群益48購08,15000,20000,3,1.34,10月24日,1.32,10月24日,1.32
113,044112,台積電群益49購02,18707000,14231420,227,1.02,10月18日,0.07,1月02日,0.75
113,044152,台積電凱基43購33,618000,217990,15,0.97,8月08日,0.28,8月02日,0.42
113,044153,台積電凱基4A購08,12282000,5304930,310,0.63,10月18日,0.23,8月05日,0.44
113,044193,台積電國泰43購10,14462000,22081080,448,5.10,2月19日,0.68,8月05日,1.50
113,04434T,台積電凱基35售34,417000,565430,15,1.74,1月04日,0.10,3月14日,1.15
113,04435T,台積電凱基35售35,840000,400410,58,1.07,1月10日,0.06,2月16日,0.56
113,044450,台積電元富42購18,2330000,2915720,54,6.05,1月09日,0.81,9月09日,1.49
113,044451,台積電元富42購19,6173000,8706350,208,2.10,10月15日,0.03,1月08日,1.51
113,044452,台積電元富43購08,2002000,1865710,67,1.43,10月18日,0.61,9月04日,1.02
113,044453,台積電元富43購09,1104000,1273700,40,2.56,8月12日,0.20,1月09日,1.01
113,044454,台積電元富44購10,2820000,3080270,69,1.31,10月18日,0.77,11月28日,1.01
113,044455,台積電元富45購07,500000,370930,16,1.16,8月09日,0.58,8月05日,0.85
113,044456,台積電元富4A購02,1304000,1564040,52,1.64,10月21日,0.91,9月09日,1.27
113,044457,台積電元富51購02,5808000,6879050,196,1.67,10月21日,0.57,8月05日,1.25
113,044516,台積電永豐45購08,29457000,24509950,639,1.31,10月18日,0.52,8月05日,0.93
113,044517,台積電永豐45購09,10303000,7297410,151,1.30,10月18日,0.24,2月01日,0.90
113,044518,台積電永豐47購05,6507000,6843200,186,1.33,10月21日,0.06,1月05日,1.04
113,044534,台積電統一47購06,792000,732470,34,1.04,10月15日,0.39,8月06日,0.88
113,044535,台積電統一47購07,4083000,2605030,121,0.85,10月18日,0.45,9月11日,0.65
113,044536,台積電統一49購08,43104000,32361710,698,0.95,8月12日,0.59,11月29日,0.75
113,044537,台積電統一57購04,3523000,1123150,118,0.77,10月21日,0.02,3月15日,0.41
113,044570,台積電中信47購01,1351000,606990,51,0.67,8月19日,0.26,9月09日,0.47
113,044615,台積電凱基42購18,1296000,1965040,68,22.50,3月08日,0.43,11月28日,6.10
113,044616,台積電凱基42購19,3814000,3119260,108,1.18,10月18日,0.41,8月05日,0.80
113,04464T,台積電永豐37售05,528000,220860,23,0.57,1月19日,0.03,3月08日,0.36
113,044656,台積電國泰43購11,16929000,75078590,528,6.20,10月18日,2.02,8月05日,4.48
113,044657,台積電國泰43購12,5701000,26021880,158,6.65,10月18日,2.15,8月05日,4.82
113,044715,台積電凱基42購20,7501000,5385390,209,1.20,8月14日,0.31,8月05日,0.71
113,044716,台積電凱基42購21,1578000,1473660,68,1.31,10月18日,0.41,12月06日,0.91
113,044755,台積電統一48購03,4414000,3725800,83,1.09,10月18日,0.66,9月11日,0.84
113,044756,台積電統一49購09,1223000,957880,33,0.89,10月18日,0.68,11月27日,0.78
113,044757,台積電統一49購10,1749000,1189790,125,0.90,10月18日,0.42,8月05日,0.72
113,044758,台積電統一4A購04,858000,395110,42,0.64,10月18日,0.33,8月05日,0.49
113,044759,台積電統一57購05,1900000,601470,75,0.70,10月21日,0.03,1月18日,0.53
113,044760,台積電統一57購06,26403000,22889160,811,1.09,10月18日,0.64,8月05日,0.90
113,04480P,台積電中信44售06,2544000,1179660,70,0.82,9月18日,0.28,12月23日,0.48
113,044856,台積電群益42購18,,,,,7月31日,,12月12日,
113,044857,台積電群益42購19,7849000,4360570,119,1.08,8月20日,0.28,11月29日,0.66
113,044873,台積電元富38購01,517000,1880630,108,11.70,7月11日,1.07,1月19日,6.07
113,044878,台積電台新42購03,960000,2599350,58,4.44,10月18日,1.56,12月13日,2.90
113,044882,台積電國泰43購13,5901000,25397230,248,27.00,1月12日,1.84,8月05日,4.35
113,044906,台積電統一47購08,6540000,5247760,110,1.07,10月18日,0.44,8月05日,0.82
113,044907,台積電統一47購09,16839000,9914060,489,1.03,10月21日,0.43,8月05日,0.65
113,044908,台積電統一57購07,20044000,12923870,981,0.83,10月18日,0.46,8月05日,0.65
113,044946,台積電凱基42購22,4479000,5592010,129,1.56,10月18日,0.67,7月30日,1.16
113,044947,台積電凱基42購23,10135000,6701470,303,2.00,3月01日,0.19,12月31日,0.74
113,04494T,台積電統一39售03,8852000,1755810,279,0.62,1月05日,0.01,8月29日,0.18
113,044970,台積電麥證36購01,112000,1514710,40,27.50,6月05日,3.91,1月19日,13.24
113,044974,台積電國票42購15,4364000,6060750,193,2.27,10月18日,0.84,11月28日,1.46
113,044975,台積電國票42購16,4481000,3032860,227,2.14,8月16日,0.02,1月18日,0.90
113,044976,台積電國票42購17,2811000,4179390,52,2.62,10月18日,0.02,1月12日,1.91
113,044991,台積電群益42購20,13426000,8956050,154,1.13,10月18日,0.03,12月31日,0.57
113,044992,台積電群益42購21,334000,449340,33,1.89,10月21日,0.53,8月05日,1.36
113,045108,台積電永豐43購19,4322000,6132070,153,1.92,10月21日,1.05,9月09日,1.48
113,045109,台積電永豐43購20,4526000,5363260,98,1.62,10月18日,0.90,11月29日,1.21
113,045110,台積電永豐43購21,8785000,13650780,171,2.10,10月18日,1.14,9月04日,1.56
113,045111,台積電永豐43購22,5190000,6581240,172,1.75,10月21日,0.85,8月06日,1.29
113,045116,台積電群益42購22,924000,1718170,91,2.17,9月25日,1.55,9月09日,1.92
113,045117,台積電群益42購23,592000,718640,37,1.62,10月11日,0.76,8月06日,1.23
113,045118,台積電群益42購24,1182000,1829410,82,2.41,11月08日,0.95,8月05日,1.62
113,04512T,台積電群益35售38,3068000,1958670,187,1.23,1月05日,0.09,2月15日,0.64
113,045153,台積電元大43購29,7993000,6004890,184,1.13,10月18日,0.41,8月05日,0.79
113,045154,台積電元大43購30,10291000,7094370,273,1.09,10月21日,0.40,8月05日,0.75
113,045155,台積電元大47購02,19412000,17160310,718,1.19,10月18日,0.53,8月05日,0.89
113,045215,台積電凱基43購34,8368000,10086690,428,1.69,8月19日,0.79,9月04日,1.21
113,045216,台積電凱基43購35,4311000,4485860,217,1.58,8月19日,0.66,9月09日,1.07
113,045217,台積電凱基43購36,14557000,14021740,240,1.47,10月18日,0.55,8月05日,1.03
113,045250,台積電元富42購20,1895000,3024460,53,1.91,9月27日,0.65,8月05日,1.64
113,045251,台積電元富43購10,3306000,4920520,75,2.02,8月20日,0.20,1月31日,1.45
113,045252,台積電元富43購11,7131000,12110640,127,2.21,10月22日,1.08,8月05日,1.65
113,045282,台積電統一49購11,21878000,14803120,449,0.88,10月18日,0.45,8月05日,0.68
113,045283,台積電統一4C購05,181000,136450,13,0.83,10月18日,0.67,12月02日,0.74
113,045284,台積電統一4C購06,752000,559830,50,0.89,10月18日,0.55,8月05日,0.75
113,045285,台積電統一57購08,10141000,8893630,296,1.05,10月18日,0.60,8月05日,0.88
113,045317,台積電國票42購18,33104000,84922810,709,4.34,10月18日,2.00,9月09日,3.05
113,045318,台積電國票43購07,1460000,4094980,28,3.45,8月12日,1.08,11月29日,2.56
113,045319,台積電國票44購01,3054000,4079570,128,3.42,10月11日,1.01,11月28日,1.73
113,04535T,台積電凱基43售04,18049000,9183060,638,3.53,1月03日,0.02,10月17日,0.97
113,045386,台積電元富42購21,23345000,41996350,992,16.70,8月19日,0.16,12月31日,4.94
113,045414,台積電凱基43購37,1887000,3015640,166,2.18,10月21日,0.96,9月09日,1.63
113,045415,台積電凱基43購38,11271000,23868830,379,2.81,10月18日,0.78,8月05日,2.02
113,045416,台積電凱基56購07,1144000,2942250,114,3.57,10月18日,1.59,8月05日,2.83
113,045417,台積電凱基36購02,3506000,14597770,194,18.30,6月18日,2.43,1月05日,6.15
113,045473,台積電永豐43購23,4280000,4458150,103,1.38,10月15日,0.72,8月05日,1.02
113,045474,台積電永豐43購24,5326000,6288670,131,1.51,10月15日,0.83,11月29日,1.15
113,045475,台積電永豐43購25,3672000,3464610,74,1.24,10月15日,0.71,9月19日,0.94
113,045501,台積電群益43購28,356000,412310,16,1.85,10月28日,0.98,12月19日,1.23
113,045502,台積電群益46購14,60125000,24847160,2145,5.15,3月08日,0.11,1月18日,1.00
113,045543,台積電元大43購31,20329000,16786190,741,4.87,4月12日,0.46,11月28日,1.06
113,045544,台積電元大43購32,7654000,5458460,231,1.02,10月18日,0.37,8月05日,0.68
113,045545,台積電元大47購03,22752000,16710340,919,1.08,10月18日,0.47,8月05日,0.80
113,045585,台積電統一47購12,42735000,160690560,1931,4.64,10月18日,2.66,8月05日,3.76
113,045586,台積電統一52購01,7891000,6512470,166,0.91,10月18日,0.67,9月30日,0.80
113,045587,台積電統一57購09,2517000,15076580,248,8.60,10月18日,1.65,1月17日,7.12
113,04558T,台積電中信3B售02,14222000,3939970,540,1.14,1月05日,0.01,11月11日,0.27
113,045621,台積電國泰44購01,3841000,22834790,107,7.25,10月18日,3.71,11月27日,5.16
113,045708,台積電統一52購02,2749000,2965990,99,1.27,10月18日,0.84,9月04日,1.08
113,045757,台積電凱基36購03,3711000,16198430,108,13.30,5月13日,2.99,1月05日,5.54
113,045776,台積電凱基58購01,14178000,28905930,771,2.70,10月18日,0.02,3月28日,1.90
113,045777,台積電凱基58購02,11306000,23406050,450,2.45,10月18日,0.15,1月17日,1.97
113,045778,台積電凱基58購03,4401000,7875670,205,2.19,10月18日,1.23,8月05日,1.81
113,045779,台積電凱基58購04,2328000,3584500,193,2.00,10月18日,1.08,8月05日,1.67
113,045810,台積電元大43購34,7868000,8365620,348,1.40,10月18日,0.67,8月02日,1.02
113,045811,台積電元大43購35,4207000,4074390,190,1.30,10月18日,0.38,8月05日,0.96
113,045812,台積電元大44購04,7854000,8267250,319,1.38,10月18日,0.46,8月05日,1.03
113,04581T,台積電第一36售03,1158000,389440,12,0.68,1月03日,0.11,2月15日,0.33
113,04582P,台積電統一4C售10,4557000,3252290,134,0.88,9月30日,0.58,12月30日,0.73
113,045866,台積電兆豐44購01,7692000,10298290,336,2.06,8月20日,0.74,8月05日,1.32
113,045882,台積電永豐4A購01,9835000,17653080,302,2.36,8月20日,1.36,11月29日,1.84
113,045883,台積電永豐4A購02,10955000,17404400,250,2.11,10月18日,0.11,2月29日,1.56
113,045898,台積電元富42購22,2167000,19230730,222,17.90,10月18日,2.28,12月27日,9.88
113,04598T,台積電台新35售05,899000,178660,27,0.58,1月18日,0.01,4月03日,0.19
113,046035,台積電元大43購37,3826000,2945420,103,0.99,11月08日,0.38,8月05日,0.76
113,046036,台積電元大43購38,3301000,3289430,91,1.18,10月18日,0.40,8月05日,0.94
113,046037,台積電元大44購05,6925000,7110080,269,1.36,10月18日,0.40,8月05日,1.01
113,046091,台積電群益45購11,17415000,15123030,300,1.33,10月18日,0.47,8月05日,0.88
113,04609T,台積電凱基3B售03,8134000,6894250,432,3.58,1月05日,0.01,9月23日,0.96
113,046269,台積電凱基43購40,10646000,3316800,235,0.96,8月20日,0.01,3月26日,0.36
113,046270,台積電凱基43購41,3057000,2528820,46,1.01,10月18日,0.47,9月04日,0.72
113,046271,台積電凱基43購42,7960000,4359960,71,1.38,8月12日,0.28,12月27日,0.62
113,046272,台積電凱基43購43,667000,396990,11,1.12,8月19日,0.03,1月11日,0.51
113,046311,台積電元大43購40,9902000,10634810,399,1.46,10月18日,0.75,9月09日,1.03
113,046312,台積電元大43購41,8234000,8097630,213,1.54,10月18日,0.22,1月08日,0.98
113,046313,台積電元大44購06,31269000,36264240,1218,1.58,10月18日,0.77,8月06日,1.12
113,046375,台積電台新43購01,3992000,9975620,56,3.93,10月18日,2.22,9月18日,2.64
113,04639P,台積電統一49售14,963000,575570,35,0.67,10月17日,0.51,12月17日,0.59
113,046404,台積電群益44購22,1814000,6953550,104,5.00,10月15日,2.87,11月19日,3.88
113,046405,台積電群益44購23,31000,181050,7,14.60,4月10日,2.82,8月23日,7.03
113,04640P,台積電統一4C售11,2004000,1648600,115,0.97,10月07日,0.70,12月31日,0.83
113,046430,台積電統一48購04,5678000,37186050,235,7.70,10月18日,5.00,9月09日,6.41
113,046431,台積電統一4A購05,8109000,6322670,166,0.96,10月18日,0.57,9月04日,0.78
113,046432,台積電統一52購03,390000,358220,30,1.09,10月21日,0.78,9月04日,0.93
113,046433,台積電統一52購04,12897000,5588690,237,1.62,10月21日,0.07,3月28日,0.99
113,046488,台積電元大43購42,31183000,46074170,490,1.75,10月18日,0.96,9月09日,1.31
113,046489,台積電元大43購43,8752000,8264340,150,1.23,10月18日,0.60,9月04日,0.93
113,046490,台積電元大44購07,8843000,10559770,231,1.55,10月18日,0.87,9月09日,1.18
113,046532,台積電凱基43購44,2028000,3707900,61,2.43,8月12日,1.10,9月04日,1.70
113,046533,台積電凱基43購45,1779000,2422790,67,9.00,1月12日,0.10,12月10日,1.87
113,046534,台積電凱基43購46,2578000,6620100,95,2.94,8月14日,1.29,12月11日,2.10
113,046535,台積電凱基43購47,4484000,5946360,139,3.76,8月12日,0.03,2月26日,1.30
113,04654P,台積電富邦43售14,6028000,3146470,86,0.78,10月01日,0.29,12月30日,0.51
113,04655P,台積電富邦45售06,7169000,3520050,104,0.66,10月08日,0.34,12月18日,0.48
113,046579,台積電凱基44購04,18742000,47011360,452,5.80,1月22日,1.98,9月09日,2.59
113,046603,台積電統一4A購06,1018000,1746260,40,2.03,10月16日,1.49,9月04日,1.70
113,046604,台積電統一4B購01,1182000,293580,52,1.57,10月18日,0.04,1月05日,1.21
113,046605,台積電統一4C購09,1534000,3011070,63,2.42,10月21日,1.66,9月09日,2.03
113,046609,台積電永豐4C購01,3389000,16688700,331,5.90,10月28日,3.88,9月09日,4.83
113,046610,台積電永豐4C購02,13249000,25387290,396,2.47,10月18日,1.40,9月09日,1.96
113,046612,台積電台新43購02,995000,11710250,38,14.30,10月18日,7.95,8月08日,10.96
113,046623,台積電國泰44購02,1872000,6365150,104,4.80,10月18日,0.22,1月26日,3.32
113,046627,台積電凱基3C購04,24060000,115108690,1141,14.10,7月11日,2.15,1月19日,6.05
113,046641,台積電群益42購25,562000,2337380,59,4.66,8月16日,3.31,9月05日,4.05
113,046642,台積電群益42購26,318000,1325780,40,4.55,8月16日,3.09,9月05日,4.02
