buy,date,name,sell
25273486120,2017-11-23,Foreign_Investor,23523150759
7150233650,2017-11-23,Dealer_Hedging,7255250835
35889323060,2017-11-23,total,33871982936
2036154520,2017-11-23,Investment_Trust,2102974880
1429448770,2017-11-23,Dealer_self,990606462
34526288913,2017-11-24,total,38722585914
1264219670,2017-11-24,Investment_Trust,1474573170
1107774630,2017-11-24,Dealer_self,1286755140
24772118727,2017-11-24,Foreign_Investor,27831710572
7382175886,2017-11-24,Dealer_Hedging,8129547032
6616779696,2017-11-27,Dealer_Hedging,7923581682
596840360,2017-11-27,Investment_Trust,1217934858
1077178007,2017-11-27,Dealer_self,1684638090
26415197290,2017-11-27,Foreign_Investor,34703736151
34705995353,2017-11-27,total,45529890781
6745278470,2017-11-28,Dealer_Hedging,6985024271
923839390,2017-11-28,Investment_Trust,2385366645
43899630872,2017-11-28,total,54292093056
35029242012,2017-11-28,Foreign_Investor,43618882510
1201271000,2017-11-28,Dealer_self,1302819630
28721841562,2017-11-29,Foreign_Investor,35402414227
1213856430,2017-11-29,Investment_Trust,1419630620
1046858950,2017-11-29,Dealer_self,991925707
37212336151,2017-11-29,total,44333336142
6229779209,2017-11-29,Dealer_Hedging,6519365588
102369631443,2017-11-30,Foreign_Investor,116055182246
1314547790,2017-11-30,Dealer_self,2278157114
7178475102,2017-11-30,Dealer_Hedging,7591616998
1020271960,2017-11-30,Investment_Trust,2639692428
111882926295,2017-11-30,total,128564648786
757477440,2017-12-01,Investment_Trust,1558793489
7073228763,2017-12-01,Dealer_Hedging,9503704933
1530878450,2017-12-01,Dealer_self,2227618350
39670146076,2017-12-01,Foreign_Investor,47357575722
49031730729,2017-12-01,total,60647692494
38717877871,2017-12-04,total,41379547429
6282177052,2017-12-04,Dealer_Hedging,6166827766
1027268130,2017-12-04,Investment_Trust,1970535081
30280335819,2017-12-04,Foreign_Investor,31696498906
1128096870,2017-12-04,Dealer_self,1545685676
5584704854,2017-12-05,Dealer_Hedging,6861820604
36559678464,2017-12-05,Foreign_Investor,37127925892
2568982560,2017-12-05,Investment_Trust,3925869797
45999380578,2017-12-05,total,50049772601
1286014700,2017-12-05,Dealer_self,2134156308
1459539950,2017-12-06,Dealer_self,2061031427
39137776276,2017-12-06,Foreign_Investor,50175483786
1305540620,2017-12-06,Investment_Trust,1795709404
48461132416,2017-12-06,total,63225890493
6558275570,2017-12-06,Dealer_Hedging,9193665876
36114691805,2017-12-07,Foreign_Investor,42870503814
1021508500,2017-12-07,Investment_Trust,1881014175
44817118800,2017-12-07,total,53707972786
6476196265,2017-12-07,Dealer_Hedging,7169511766
1204722230,2017-12-07,Dealer_self,1786943031
6577738836,2017-12-08,Dealer_Hedging,5616127357
45285791057,2017-12-08,total,47417883844
1344991840,2017-12-08,Investment_Trust,1330328785
36456584761,2017-12-08,Foreign_Investor,38825167841
906475620,2017-12-08,Dealer_self,1646259861
1513322510,2017-12-11,Investment_Trust,926240592
36886347542,2017-12-11,total,38077459475
7043540736,2017-12-11,Dealer_Hedging,4861297160
27181490324,2017-12-11,Foreign_Investor,30956664357
1147993972,2017-12-11,Dealer_self,1333257366
895333019,2017-12-12,Dealer_self,1656345837
35298636950,2017-12-12,total,41194138450
28291825972,2017-12-12,Foreign_Investor,33202816195
1217812650,2017-12-12,Investment_Trust,720426820
4893665309,2017-12-12,Dealer_Hedging,5614549598
911665370,2017-12-13,Dealer_self,1156889760
4756913812,2017-12-13,Dealer_Hedging,4662853706
25535118803,2017-12-13,Foreign_Investor,26773043227
32497466272,2017-12-13,total,33676624648
1293768287,2017-12-13,Investment_Trust,1083837955
29107233097,2017-12-14,Foreign_Investor,26129481883
37421723608,2017-12-14,total,34670419910
1240117617,2017-12-14,Dealer_self,1389848427
2009933240,2017-12-14,Investment_Trust,1765150574
5064439654,2017-12-14,Dealer_Hedging,5385939026
730982985,2017-12-15,Dealer_self,1018702931
3438839098,2017-12-15,Investment_Trust,3585595276
46753892254,2017-12-15,Foreign_Investor,51034339314
3700310104,2017-12-15,Dealer_Hedging,6402695186
54624024441,2017-12-15,total,62041332707
860063090,2017-12-18,Dealer_self,907953564
4416511374,2017-12-18,Dealer_Hedging,4547458130
2410895840,2017-12-18,Investment_Trust,1394980250
0,2017-12-18,Foreign_Dealer_Self,0
30900142875,2017-12-18,total,30189225148
23212672571,2017-12-18,Foreign_Investor,23338833204
36644971752,2017-12-19,total,40365768827
0,2017-12-19,Foreign_Dealer_Self,0
4775540262,2017-12-19,Dealer_Hedging,4188511192
3160326170,2017-12-19,Investment_Trust,2388492943
1314503870,2017-12-19,Dealer_self,1071005280
27394601450,2017-12-19,Foreign_Investor,32717759412
26103436316,2017-12-20,Foreign_Investor,26177936143
0,2017-12-20,Foreign_Dealer_Self,0
4971180072,2017-12-20,Dealer_Hedging,4617822478
1242284990,2017-12-20,Dealer_self,1168249316
1227130730,2017-12-20,Investment_Trust,1157737478
33544032108,2017-12-20,total,33121745415
21097720735,2017-12-21,Foreign_Investor,23555924525
0,2017-12-21,Foreign_Dealer_Self,0
5239893982,2017-12-21,Dealer_Hedging,4572599796
1042518610,2017-12-21,Dealer_self,790060745
1328128430,2017-12-21,Investment_Trust,1047049299
28708261757,2017-12-21,total,29965634365
3893931562,2017-12-22,Dealer_Hedging,4158826346
740714560,2017-12-22,Dealer_self,894303280
27332227960,2017-12-22,total,26322808178
1057167450,2017-12-22,Investment_Trust,862563803
21640414388,2017-12-22,Foreign_Investor,20407114749
0,2017-12-22,Foreign_Dealer_Self,0
924748900,2017-12-25,Investment_Trust,1038394373
3633170833,2017-12-25,Dealer_Hedging,4170323547
0,2017-12-25,Foreign_Dealer_Self,0
14092403892,2017-12-25,total,14253493452
8787208179,2017-12-25,Foreign_Investor,8125665606
747275980,2017-12-25,Dealer_self,919109926
17811009716,2017-12-26,total,24206260208
1229331232,2017-12-26,Investment_Trust,1861327318
0,2017-12-26,Foreign_Dealer_Self,0
12150637678,2017-12-26,Foreign_Investor,14669363074
629410690,2017-12-26,Dealer_self,1654734538
3801630116,2017-12-26,Dealer_Hedging,6020835278
4469430064,2017-12-27,Dealer_Hedging,4284559889
0,2017-12-27,Foreign_Dealer_Self,0
24956043480,2017-12-27,total,22046344222
17838615035,2017-12-27,Foreign_Investor,15262772286
1073416380,2017-12-27,Dealer_self,907241847
1574582001,2017-12-27,Investment_Trust,1591770200
1278290700,2017-12-28,Dealer_self,1391926133
1516269290,2017-12-28,Investment_Trust,1122681600
0,2017-12-28,Foreign_Dealer_Self,0
39202205418,2017-12-28,total,31806315568
5937678374,2017-12-28,Dealer_Hedging,5323940574
30469967054,2017-12-28,Foreign_Investor,23967767261
35225005620,2017-12-29,total,27714009879
5194357184,2017-12-29,Dealer_Hedging,5204441533
26811372776,2017-12-29,Foreign_Investor,20250737021
1421262940,2017-12-29,Dealer_self,1181349218
1798012720,2017-12-29,Investment_Trust,1077482107
0,2017-12-29,Foreign_Dealer_Self,0
1332369040,2018-01-02,Investment_Trust,1406614651
1743586820,2018-01-02,Dealer_self,858324112
6173074631,2018-01-02,Dealer_Hedging,4080805984
22562840332,2018-01-02,Foreign_Investor,13914595215
0,2018-01-02,Foreign_Dealer_Self,0
31811870823,2018-01-02,total,20260339962
6925086359,2018-01-03,Dealer_Hedging,5418599941
42289357636,2018-01-03,total,34377804675
30237742257,2018-01-03,Foreign_Investor,26511979901
2324575730,2018-01-03,Investment_Trust,1324997160
2801953290,2018-01-03,Dealer_self,1122227673
0,2018-01-03,Foreign_Dealer_Self,0
0,2018-01-04,Foreign_Dealer_Self,0
2281916670,2018-01-04,Dealer_self,1261888420
1982049550,2018-01-04,Investment_Trust,2123703524
6704793578,2018-01-04,Dealer_Hedging,5886947719
32492922176,2018-01-04,Foreign_Investor,27018662163
43461681974,2018-01-04,total,36291201826
0,2018-01-05,Foreign_Dealer_Self,0
6231400598,2018-01-05,Dealer_Hedging,5543117083
1640093100,2018-01-05,Investment_Trust,1975012786
43516732810,2018-01-05,total,38735639662
33579706392,2018-01-05,Foreign_Investor,30099439003
2065532720,2018-01-05,Dealer_self,1118070790
5642404831,2018-01-08,Dealer_Hedging,6174663747
0,2018-01-08,Foreign_Dealer_Self,0
42185958161,2018-01-08,total,36255208655
2288623900,2018-01-08,Investment_Trust,1354063431
32323346960,2018-01-08,Foreign_Investor,27313828957
1931582470,2018-01-08,Dealer_self,1412652520
0,2018-01-09,Foreign_Dealer_Self,0
1943160560,2018-01-09,Dealer_self,1727929319
1914228660,2018-01-09,Investment_Trust,1438106363
5934763405,2018-01-09,Dealer_Hedging,5917649355
41459951850,2018-01-09,total,41872932603
31667799225,2018-01-09,Foreign_Investor,32789247566
2414296600,2018-01-10,Investment_Trust,1887789525
28898877106,2018-01-10,Foreign_Investor,32119835719
39729568731,2018-01-10,total,42320478237
0,2018-01-10,Foreign_Dealer_Self,0
2080805790,2018-01-10,Dealer_self,1904838314
6335589235,2018-01-10,Dealer_Hedging,6408014679
5564057275,2018-01-11,Dealer_Hedging,6104191377
0,2018-01-11,Foreign_Dealer_Self,0
40713505979,2018-01-11,total,42816182080
31895349794,2018-01-11,Foreign_Investor,33508545282
1410268160,2018-01-11,Dealer_self,1646448116
1843830750,2018-01-11,Investment_Trust,1556997305
0,2018-01-12,Foreign_Dealer_Self,0
40119203986,2018-01-12,total,37868536640
1678370420,2018-01-12,Investment_Trust,1266758082
6714562488,2018-01-12,Dealer_Hedging,4980255353
1763216060,2018-01-12,Dealer_self,1477459627
29963055018,2018-01-12,Foreign_Investor,30144063578
2085520220,2018-01-15,Dealer_self,1645780950
2158550250,2018-01-15,Investment_Trust,1783399345
28349442970,2018-01-15,Foreign_Investor,25923086213
8329662809,2018-01-15,Dealer_Hedging,5692090194
40923176249,2018-01-15,total,35044356702
0,2018-01-15,Foreign_Dealer_Self,0
7331176959,2018-01-16,Dealer_Hedging,5945642461
32484455192,2018-01-16,Foreign_Investor,28804004776
1920647530,2018-01-16,Dealer_self,1243918367
43508309041,2018-01-16,total,37298973507
1772029360,2018-01-16,Investment_Trust,1305407903
0,2018-01-16,Foreign_Dealer_Self,0
56560067420,2018-01-17,total,45737686516
9312560174,2018-01-17,Dealer_Hedging,9268380332
1822064240,2018-01-17,Dealer_self,2090044850
0,2018-01-17,Foreign_Dealer_Self,73970
44357140136,2018-01-17,Foreign_Investor,33280702109
1068302870,2018-01-17,Investment_Trust,1098559225
7846805953,2018-01-18,Dealer_Hedging,7672774553
51709192541,2018-01-18,total,43778048624
40503240498,2018-01-18,Foreign_Investor,31830727820
37260,2018-01-18,Foreign_Dealer_Self,7313960
1280867720,2018-01-18,Investment_Trust,2343784457
2078278370,2018-01-18,Dealer_self,1930761794
37962317129,2018-01-19,Foreign_Investor,29344961809
7392808852,2018-01-19,Dealer_Hedging,6329938602
881768800,2018-01-19,Investment_Trust,1752240494
47850000891,2018-01-19,total,39387871775
6483910,2018-01-19,Foreign_Dealer_Self,12544310
1613106110,2018-01-19,Dealer_self,1960730870
1726181900,2018-01-22,Investment_Trust,2103184169
7456935494,2018-01-22,Dealer_Hedging,7241338812
49308944882,2018-01-22,total,47058729688
12100120,2018-01-22,Foreign_Dealer_Self,39036000
1829430870,2018-01-22,Dealer_self,1972808553
38296396618,2018-01-22,Foreign_Investor,35741398154
32513280,2018-01-23,Foreign_Dealer_Self,50944360
1276848550,2018-01-23,Investment_Trust,1619967937
9355166502,2018-01-23,Dealer_Hedging,8496854561
57416675274,2018-01-23,total,52231296235
1739211780,2018-01-23,Dealer_self,2231835480
45045448442,2018-01-23,Foreign_Investor,39882638257
1158251840,2018-01-24,Investment_Trust,1709708851
8815500816,2018-01-24,Dealer_Hedging,8172556601
50116990466,2018-01-24,total,46599946441
37424530,2018-01-24,Foreign_Dealer_Self,73476270
38447303320,2018-01-24,Foreign_Investor,34924099489
1695934490,2018-01-24,Dealer_self,1793581500
7844393766,2018-01-25,Dealer_Hedging,9672325511
1442656370,2018-01-25,Investment_Trust,1592151907
47713335705,2018-01-25,Foreign_Investor,41899102084
1535847050,2018-01-25,Dealer_self,1964863875
67067880,2018-01-25,Foreign_Dealer_Self,82724400
58536232891,2018-01-25,total,55128443377
79627610,2018-01-26,Foreign_Dealer_Self,84446580
7699202873,2018-01-26,Dealer_Hedging,7015130487
1040089180,2018-01-26,Investment_Trust,2954950461
46203484463,2018-01-26,total,45371335511
36001501130,2018-01-26,Foreign_Investor,33865888852
1462691280,2018-01-26,Dealer_self,1535365711
76389130,2018-01-29,Foreign_Dealer_Self,114177780
39113080861,2018-01-29,total,37024890418
28934297807,2018-01-29,Foreign_Investor,26921761846
1552442670,2018-01-29,Dealer_self,1339946720
7123398984,2018-01-29,Dealer_Hedging,7661428884
1502941400,2018-01-29,Investment_Trust,1101752968
1484297320,2018-01-30,Dealer_self,1930709732
102184420,2018-01-30,Foreign_Dealer_Self,92265150
6988813699,2018-01-30,Dealer_Hedging,8579900017
33126649281,2018-01-30,Foreign_Investor,35773016249
1290657050,2018-01-30,Investment_Trust,1162956591
42890417350,2018-01-30,total,47446582589
40086905911,2018-01-31,Foreign_Investor,37577956363
819899850,2018-01-31,Investment_Trust,1241609865
51857154930,2018-01-31,total,46739167813
81405030,2018-01-31,Foreign_Dealer_Self,157843870
2552020160,2018-01-31,Dealer_self,1712703874
8398329009,2018-01-31,Dealer_Hedging,6206897711
30229271383,2018-02-01,Foreign_Investor,28850886786
6869020813,2018-02-01,Dealer_Hedging,7102076828
1384096150,2018-02-01,Dealer_self,1264086694
814467200,2018-02-01,Investment_Trust,989797112
160949780,2018-02-01,Foreign_Dealer_Self,161463960
39296855546,2018-02-01,total,38206847420
142616300,2018-02-02,Foreign_Dealer_Self,130633570
1217022240,2018-02-02,Dealer_self,1430602336
736091800,2018-02-02,Investment_Trust,1047406462
29908961776,2018-02-02,Foreign_Investor,30349340746
6499780865,2018-02-02,Dealer_Hedging,6730373620
38361856681,2018-02-02,total,39557723164
711834800,2018-02-05,Investment_Trust,1162084874
31541279023,2018-02-05,Foreign_Investor,39885234660
93711780,2018-02-05,Foreign_Dealer_Self,96131590
6882624407,2018-02-05,Dealer_Hedging,7712964019
1470817495,2018-02-05,Dealer_self,2636620570
40606555725,2018-02-05,total,51396904123
13925590400,2018-02-06,Dealer_Hedging,13794380643
1439029850,2018-02-06,Investment_Trust,2271277632
3147417970,2018-02-06,Dealer_self,5547844515
50044789936,2018-02-06,Foreign_Investor,81380542935
68556828156,2018-02-06,total,102994045725
72443970,2018-02-06,Foreign_Dealer_Self,126163050
1632680840,2018-02-07,Dealer_self,2579906300
9584017562,2018-02-07,Dealer_Hedging,11022312838
63555268297,2018-02-07,total,80693076186
3337168480,2018-02-07,Investment_Trust,1448386039
92511880,2018-02-07,Foreign_Dealer_Self,117325290
49001401415,2018-02-07,Foreign_Investor,65642471009
29211021130,2018-02-08,Foreign_Investor,37640539008
6290819835,2018-02-08,Dealer_Hedging,9234742101
987735000,2018-02-08,Investment_Trust,1665317417
121174760,2018-02-08,Foreign_Dealer_Self,59980600
37488623375,2018-02-08,total,49547979156
999047410,2018-02-08,Dealer_self,1007380630
10501662504,2018-02-09,Dealer_Hedging,10520603215
58437090,2018-02-09,Foreign_Dealer_Self,24942140
2266273630,2018-02-09,Dealer_self,2200009784
49789961762,2018-02-09,total,68892074297
35980746438,2018-02-09,Foreign_Investor,54759909279
1041279190,2018-02-09,Investment_Trust,1411552019
28184410,2018-02-12,Foreign_Dealer_Self,9262460
4763733298,2018-02-12,Dealer_Hedging,5485427494
33677346663,2018-02-12,total,53542629660
26840656025,2018-02-12,Foreign_Investor,46217674659
1042671150,2018-02-12,Investment_Trust,748972868
1030286190,2018-02-12,Dealer_self,1090554639
72233013946,2018-02-21,Foreign_Investor,63019389834
7258058083,2018-02-21,Dealer_Hedging,5629989660
28540090,2018-02-21,Foreign_Dealer_Self,265362920
1437368500,2018-02-21,Investment_Trust,1030476902
2084686690,2018-02-21,Dealer_self,2001708610
83013127219,2018-02-21,total,71681565006
1500809390,2018-02-22,Dealer_self,1008802447
5126937860,2018-02-22,Dealer_Hedging,6009291069
50994165475,2018-02-22,total,58250795857
247992940,2018-02-22,Foreign_Dealer_Self,156228450
1143036000,2018-02-22,Investment_Trust,1126134252
43223382225,2018-02-22,Foreign_Investor,50106568089
159366610,2018-02-23,Foreign_Dealer_Self,194880740
1513414560,2018-02-23,Investment_Trust,815401572
34572071532,2018-02-23,Foreign_Investor,32447975077
6211001514,2018-02-23,Dealer_Hedging,5613874279
43481238156,2018-02-23,total,40082390255
1184750550,2018-02-23,Dealer_self,1205139327
1478302950,2018-02-26,Dealer_self,1119094064
181446890,2018-02-26,Foreign_Dealer_Self,234731430
5773311795,2018-02-26,Dealer_Hedging,6133769913
30186749043,2018-02-26,Foreign_Investor,29921598238
1765879150,2018-02-26,Investment_Trust,982489871
39204242938,2018-02-26,total,38156952086
5471733586,2018-02-27,Dealer_Hedging,8020636271
42985188403,2018-02-27,Foreign_Investor,45077074454
1233905220,2018-02-27,Investment_Trust,705582374
51258186554,2018-02-27,total,54984107170
241759240,2018-02-27,Foreign_Dealer_Self,154034920
1567359345,2018-02-27,Dealer_self,1180814071
42277675269,2018-03-01,Foreign_Investor,45157613530
5769622937,2018-03-01,Dealer_Hedging,7263511502
1422192730,2018-03-01,Dealer_self,1222687560
711660200,2018-03-01,Investment_Trust,937898484
137012640,2018-03-01,Foreign_Dealer_Self,271687630
50181151136,2018-03-01,total,54581711076
25450575100,2018-03-02,Foreign_Investor,41026866421
1027725310,2018-03-02,Investment_Trust,958687891
1291679490,2018-03-02,Dealer_self,1061553568
251180710,2018-03-02,Foreign_Dealer_Self,142561860
5287487942,2018-03-02,Dealer_Hedging,5738516589
33057467842,2018-03-02,total,48785624469
135009860,2018-03-05,Foreign_Dealer_Self,176330770
31909037018,2018-03-05,total,44422396338
1107314392,2018-03-05,Investment_Trust,1302130047
24900194483,2018-03-05,Foreign_Investor,35113305878
1110905280,2018-03-05,Dealer_self,1400079692
4790622863,2018-03-05,Dealer_Hedging,6606880721
1198115900,2018-03-06,Investment_Trust,1435708136
31524806919,2018-03-06,Foreign_Investor,27793427021
4920171732,2018-03-06,Dealer_Hedging,5855374984
1450653350,2018-03-06,Dealer_self,1196282117
39093747901,2018-03-06,total,36280792258
172079780,2018-03-06,Foreign_Dealer_Self,177289480
33157032335,2018-03-07,Foreign_Investor,33787481371
42056865089,2018-03-07,total,41897122614
183619030,2018-03-07,Foreign_Dealer_Self,184576020
1483547600,2018-03-07,Investment_Trust,1049527058
5581499344,2018-03-07,Dealer_Hedging,5664837705
1834785810,2018-03-07,Dealer_self,1395276480
5822239480,2018-03-08,Dealer_Hedging,5236477838
1638258030,2018-03-08,Dealer_self,1246763980
950106650,2018-03-08,Investment_Trust,1209114065
27862388805,2018-03-08,Foreign_Investor,28814279442
36272992965,2018-03-08,total,36506635325
175807430,2018-03-08,Foreign_Dealer_Self,258868550
6336452598,2018-03-09,Dealer_Hedging,5244365670
28198059062,2018-03-09,Foreign_Investor,30178551362
37627300730,2018-03-09,total,37995303832
273938770,2018-03-09,Foreign_Dealer_Self,216583090
1454113790,2018-03-09,Dealer_self,1208554450
1638675280,2018-03-09,Investment_Trust,1363832350
6411767732,2018-03-12,Dealer_Hedging,6405154365
39546053000,2018-03-12,Foreign_Investor,27174879348
50078062072,2018-03-12,total,36041813733
1550034400,2018-03-12,Investment_Trust,1299393850
229336940,2018-03-12,Foreign_Dealer_Self,361721550
2570206940,2018-03-12,Dealer_self,1162386170
6254318259,2018-03-13,Dealer_Hedging,7015591600
341635840,2018-03-13,Foreign_Dealer_Self,292880810
1843837260,2018-03-13,Dealer_self,1369201510
1088920950,2018-03-13,Investment_Trust,1264750774
39311975477,2018-03-13,Foreign_Investor,31627255903
48499051946,2018-03-13,total,41276799787
4836042419,2018-03-14,Dealer_Hedging,6174526599
1092801050,2018-03-14,Investment_Trust,1329749009
2101786130,2018-03-14,Dealer_self,1514085480
24656050785,2018-03-14,Foreign_Investor,32974862224
275636790,2018-03-14,Foreign_Dealer_Self,271387310
32686680384,2018-03-14,total,41993223312
253466370,2018-03-15,Foreign_Dealer_Self,288673160
33425555592,2018-03-15,total,37007660474
1299348950,2018-03-15,Dealer_self,988877620
25492161503,2018-03-15,Foreign_Investor,27549289621
1157651650,2018-03-15,Investment_Trust,1867729394
5476393489,2018-03-15,Dealer_Hedging,6601763839
76079869038,2018-03-16,Foreign_Investor,74515723631
306310070,2018-03-16,Foreign_Dealer_Self,185545150
85602688289,2018-03-16,total,85328459578
4636206621,2018-03-16,Dealer_Hedging,6065328674
1728209950,2018-03-16,Dealer_self,1524373090
3158402680,2018-03-16,Investment_Trust,3223034183
34829292902,2018-03-19,total,33711913666
182978690,2018-03-19,Foreign_Dealer_Self,339165600
1160629420,2018-03-19,Dealer_self,1131389684
5022839606,2018-03-19,Dealer_Hedging,5884558568
1392584560,2018-03-19,Investment_Trust,1725639460
27253239316,2018-03-19,Foreign_Investor,24970325954
1279913630,2018-03-20,Dealer_self,995940337
4814551885,2018-03-20,Dealer_Hedging,5267495290
1116317450,2018-03-20,Investment_Trust,1747796908
37248674851,2018-03-20,total,37877153983
30037891886,2018-03-20,Foreign_Investor,29865921448
303951040,2018-03-20,Foreign_Dealer_Self,305030470
6407643425,2018-03-21,Dealer_Hedging,5909029706
2369382025,2018-03-21,Dealer_self,1640024680
34719913988,2018-03-21,Foreign_Investor,35340842974
45481826667,2018-03-21,total,44681576920
303084050,2018-03-21,Foreign_Dealer_Self,353186400
1984887229,2018-03-21,Investment_Trust,1791679560
45118797045,2018-03-22,total,46837223060
374342760,2018-03-22,Foreign_Dealer_Self,272041080
5646705437,2018-03-22,Dealer_Hedging,10267034885
36705669398,2018-03-22,Foreign_Investor,33563347158
1335134740,2018-03-22,Dealer_self,1707592830
1431287470,2018-03-22,Investment_Trust,1299248187
1430300490,2018-03-23,Dealer_self,2682280120
827904850,2018-03-23,Investment_Trust,1596601660
44409197184,2018-03-23,total,56217359287
238864640,2018-03-23,Foreign_Dealer_Self,104333480
6585260329,2018-03-23,Dealer_Hedging,10109419286
35565731515,2018-03-23,Foreign_Investor,41829058221
1314048630,2018-03-26,Dealer_self,1669868450
5569105581,2018-03-26,Dealer_Hedging,7253577063
89312610,2018-03-26,Foreign_Dealer_Self,276691200
32394741803,2018-03-26,total,44120748848
24281571972,2018-03-26,Foreign_Investor,33187734564
1230015620,2018-03-26,Investment_Trust,2009568771
31655778094,2018-03-27,Foreign_Investor,29113436570
41164791366,2018-03-27,total,40006322105
6635977907,2018-03-27,Dealer_Hedging,7080276252
1415682995,2018-03-27,Investment_Trust,1729696810
1457352370,2018-03-27,Dealer_self,2082912473
286718890,2018-03-27,Foreign_Dealer_Self,320498850
4525202896,2018-03-28,Dealer_Hedging,8891758711
290615410,2018-03-28,Foreign_Dealer_Self,185672090
1070093260,2018-03-28,Dealer_self,2015328914
1151824560,2018-03-28,Investment_Trust,1667164483
22296302331,2018-03-28,Foreign_Investor,31716227525
29043423047,2018-03-28,total,44290479633
185789850,2018-03-29,Foreign_Dealer_Self,225797560
31827590239,2018-03-29,total,45488354955
781765350,2018-03-29,Investment_Trust,1308593730
1381822460,2018-03-29,Dealer_self,1246340790
5266016266,2018-03-29,Dealer_Hedging,6029727719
24397986163,2018-03-29,Foreign_Investor,36903692716
30318029334,2018-03-30,total,28536217358
233487630,2018-03-30,Foreign_Dealer_Self,267836290
1363463280,2018-03-30,Dealer_self,2051729519
5886687328,2018-03-30,Dealer_Hedging,4921653265
1432709696,2018-03-30,Investment_Trust,1884595723
21635169030,2018-03-30,Foreign_Investor,19678238851
943140430,2018-03-31,Dealer_self,944696301
6728314194,2018-03-31,total,7107108226
939053250,2018-03-31,Investment_Trust,983518988
3494917105,2018-03-31,Dealer_Hedging,3763125695
250185270,2018-03-31,Foreign_Dealer_Self,138953260
1351203409,2018-03-31,Foreign_Investor,1415767242
1335596870,2018-04-02,Dealer_self,1352466850
16729913873,2018-04-02,Foreign_Investor,18839357363
1119585900,2018-04-02,Investment_Trust,1393401480
4847110815,2018-04-02,Dealer_Hedging,5949424569
140539490,2018-04-02,Foreign_Dealer_Self,245214820
24032207458,2018-04-02,total,27534650262
877499250,2018-04-03,Investment_Trust,1641700150
33375128910,2018-04-03,total,44031353501
5053878133,2018-04-03,Dealer_Hedging,5848013670
1332075890,2018-04-03,Dealer_self,1527085313
236373220,2018-04-03,Foreign_Dealer_Self,52695290
26111675637,2018-04-03,Foreign_Investor,35014554368
47777350,2018-04-09,Foreign_Dealer_Self,407890070
49844837060,2018-04-09,total,50757016219
685372100,2018-04-09,Investment_Trust,707343304
1414184320,2018-04-09,Dealer_self,1340139827
5298492041,2018-04-09,Dealer_Hedging,5299911535
42446788599,2018-04-09,Foreign_Investor,43409621553
926773700,2018-04-10,Investment_Trust,1032489033
1963214980,2018-04-10,Dealer_self,1421378390
39118645102,2018-04-10,Foreign_Investor,37370448795
402478170,2018-04-10,Foreign_Dealer_Self,319545470
6141724000,2018-04-10,Dealer_Hedging,5765781996
48150357782,2018-04-10,total,45590098214
30984810741,2018-04-11,Foreign_Investor,31587733896
921151170,2018-04-11,Investment_Trust,854794039
338280770,2018-04-11,Foreign_Dealer_Self,227189840
40699324434,2018-04-11,total,39649821321
2715716410,2018-04-11,Dealer_self,1482865565
6077646113,2018-04-11,Dealer_Hedging,5724427821
24151743362,2018-04-12,Foreign_Investor,30683053287
209585820,2018-04-12,Foreign_Dealer_Self,284315590
31628470151,2018-04-12,total,38574984080
4875474669,2018-04-12,Dealer_Hedging,5626471423
1237679610,2018-04-12,Dealer_self,1130045520
1363572510,2018-04-12,Investment_Trust,1135413850
38800193416,2018-04-13,total,39818981353
29373734847,2018-04-13,Foreign_Investor,31606317890
1611561270,2018-04-13,Dealer_self,973861450
5669189099,2018-04-13,Dealer_Hedging,6034766671
299431270,2018-04-13,Foreign_Dealer_Self,240269680
2145708200,2018-04-13,Investment_Trust,1204035342
2063656890,2018-04-16,Investment_Trust,1699647760
1468167560,2018-04-16,Dealer_self,1388445380
34077789810,2018-04-16,total,39276984395
228751600,2018-04-16,Foreign_Dealer_Self,326049440
25533104700,2018-04-16,Foreign_Investor,28332070895
5012860660,2018-04-16,Dealer_Hedging,7856820360
33461496718,2018-04-17,Foreign_Investor,42672937517
42176122620,2018-04-17,total,54560179666
316549980,2018-04-17,Foreign_Dealer_Self,236182220
2455902700,2018-04-17,Investment_Trust,2573710510
1517030580,2018-04-17,Dealer_self,1952170624
4741692622,2018-04-17,Dealer_Hedging,7361361015
6462541053,2018-04-18,Dealer_Hedging,8310638316
1998966520,2018-04-18,Investment_Trust,1376897290
1933726540,2018-04-18,Dealer_self,2312854280
35313583279,2018-04-18,Foreign_Investor,37078291013
233783700,2018-04-18,Foreign_Dealer_Self,316707430
45708817392,2018-04-18,total,49078680899
43850021828,2018-04-19,Foreign_Investor,38080480981
6880540695,2018-04-19,Dealer_Hedging,5866281414
54679874313,2018-04-19,total,46837113274
2034871380,2018-04-19,Dealer_self,1460310833
1914440410,2018-04-19,Investment_Trust,1430040046
347847530,2018-04-19,Foreign_Dealer_Self,442767030
5869801294,2018-04-20,Dealer_Hedging,6809495134
2038122040,2018-04-20,Dealer_self,1933165177
35781743795,2018-04-20,Foreign_Investor,56604784871
45016406949,2018-04-20,total,67296464438
384457190,2018-04-20,Foreign_Dealer_Self,236697670
1326739820,2018-04-20,Investment_Trust,1949019256
1441015420,2018-04-23,Investment_Trust,1802262137
35045759692,2018-04-23,total,48770332013
5336952329,2018-04-23,Dealer_Hedging,5817541605
27028767943,2018-04-23,Foreign_Investor,39266371413
181003340,2018-04-23,Foreign_Dealer_Self,297078690
1239024000,2018-04-23,Dealer_self,1884156858
