stock_id,ymonth,max,min,trading_volume,trading_money,trading_turnover,date,close,open,spread
0050,2015M01,60.95,55.6,715907034,41058757370,228951,2016-01-01,59.0,60.8,-1.75
0051,2015M01,25.0,22.07,2093574,48733894,1266,2016-01-01,23.75,25.0,-1.02
0052,2015M01,37.45,0.0,909000,32473280,135,2016-01-01,37.45,37.19,37.45
0053,2015M01,25.57,23.94,1110070,27265060,281,2016-01-01,25.37,25.39,-0.63
0054,2015M01,19.83,0.0,643040,12186190,163,2016-01-01,19.41,19.83,19.41
0055,2015M01,13.04,11.14,26095368,308928422,9540,2016-01-01,11.91,13.02,-1.11
0056,2015M01,21.9,20.14,160268605,3333203284,67694,2016-01-01,21.34,21.85,-0.51
0057,2015M01,37.54,0.0,4324000,154059830,292,2016-01-01,36.52,37.54,36.52
0058,2015M01,34.95,0.0,574000,19187140,110,2016-01-01,0.0,34.95,-34.95
0059,2015M01,29.86,0.0,506204,13723660,138,2016-01-01,27.3,0.0,-3.15
0060,2015M01,27.48,0.0,340542,9059910,151,2016-01-01,26.26,27.39,-1.72
0061,2015M01,18.21,14.6,456217407,7311364476,97401,2016-01-01,14.98,18.21,-3.29
006201,2015M01,11.27,9.96,2182000,22776060,837,2016-01-01,10.73,11.24,-0.49
006203,2015M01,28.96,0.0,3356020,89411954,228,2016-01-01,27.68,0.0,27.68
006204,2015M01,40.43,0.0,1097478,42522388,262,2016-01-01,39.83,40.43,39.83
006205,2015M01,31.95,25.29,345763210,9637698924,73942,2016-01-01,25.94,31.94,-6.07
006206,2015M01,29.46,24.1,137106530,3609857493,25266,2016-01-01,24.66,29.4,-4.82
006207,2015M01,24.11,18.94,183335292,3867653646,29236,2016-01-01,19.38,24.11,-4.83
006208,2015M01,34.0,0.0,492020,15914734,226,2016-01-01,33.25,0.0,-1.43
00631L,2015M01,18.05,15.1,806333509,12962661379,149737,2016-01-01,16.92,17.92,-1.05
00632R,2015M01,21.71,19.87,1856677426,38955504212,251757,2016-01-01,20.3,19.91,0.39
00633L,2015M01,35.44,23.99,4727234885,132786466645,763795,2016-01-01,25.53,35.4,-9.92
00634R,2015M01,12.31,10.23,632623658,7206052388,67718,2016-01-01,11.85,10.24,1.64
00635U,2015M01,18.84,17.6,22192300,408468562,7264,2016-01-01,18.7,17.6,0.93
00636,2015M01,18.2,15.1,170158184,2785955856,17223,2016-01-01,15.44,18.2,-2.68
00637L,2015M01,13.08,8.89,6281904208,65363451703,668026,2016-01-01,9.48,13.04,-3.61
00638R,2015M01,22.98,19.01,179287260,3794906460,17635,2016-01-01,22.24,19.01,3.23
00639,2015M01,12.05,9.17,199691059,2052398176,31426,2016-01-01,9.5,12.05,-2.55
00640L,2015M01,21.11,15.22,317848696,5469510230,45312,2016-01-01,17.42,20.96,-3.56
00641R,2015M01,22.32,19.06,230376000,4813698598,23855,2016-01-01,20.63,19.12,1.49
00642U,2015M01,16.95,13.45,1065569379,15568604544,220526,2016-01-01,15.69,16.71,-0.74
00643,2015M01,19.37,14.2,185250810,2994191086,31135,2016-01-01,14.52,19.37,-4.91
00645,2015M01,19.8,16.96,114508000,2067559700,6058,2016-01-01,18.1,19.74,-1.63
00646,2015M01,20.06,18.44,90701394,1725502272,7739,2016-01-01,18.96,20.06,-1.1
00647L,2015M01,20.04,16.44,123339392,2184151000,12902,2016-01-01,17.43,20.04,-2.75
00648R,2015M01,22.56,19.94,166832414,3596915854,20494,2016-01-01,21.79,19.99,1.91
00649,2015M01,15.09,14.38,43577030,647124378,4777,2016-01-01,15.02,14.38,0.0
00650L,2015M01,15.55,14.25,28858000,432036920,3526,2016-01-01,15.35,14.35,0.0
00651R,2015M01,15.24,14.55,32282026,486449224,3693,2016-01-01,14.76,14.9,0.0
008201,2015M01,87.2,71.55,634400,49400425,1659,2016-01-01,73.4,87.2,-14.6
01001T,2015M01,16.0,0.0,2030294,31331474,315,2016-01-01,0.0,0.0,-16.0
01002T,2015M01,17.59,16.0,7408056,124768446,1623,2016-01-01,16.96,17.59,-0.76
01003T,2015M01,14.7,0.0,261529000,3686086440,1964,2016-01-01,14.09,14.7,-0.91
01004T,2015M01,12.58,12.4,1497000,18669490,255,2016-01-01,12.45,12.46,-0.32
01007T,2015M01,15.87,0.0,387800,5968920,125,2016-01-01,15.47,15.87,-0.42
03001X,2015M01,60.0,0.0,122000,7092000,62,2016-01-01,0.0,57.0,-57.5
03002X,2015M01,5.9,0.0,578000,2926240,102,2016-01-01,4.4,5.4,-1.25
03003X,2015M01,47.5,0.0,366000,17195400,38,2016-01-01,47.5,0.0,47.5
03004X,2015M01,6.1,0.0,88000,511700,34,2016-01-01,0.0,5.8,0.0
030055,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
030056,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.01
03005X,2015M01,10.1,7.7,692000,6041600,124,2016-01-01,9.85,9.95,-0.35
03006X,2015M01,22.5,11.9,3662000,54146200,1382,2016-01-01,13.7,22.5,-8.5
030071,2015M01,0.02,0.01,23708000,242500,276,2016-01-01,0.01,0.01,0.0
03007X,2015M01,8.2,5.95,1526000,10246200,232,2016-01-01,6.9,8.2,-1.55
03008X,2015M01,16.5,12.2,488000,7042800,120,2016-01-01,12.2,15.9,-5.0
030090,2015M01,0.01,0.01,400000,4000,4,2016-01-01,0.01,0.01,0.01
03009X,2015M01,15.8,0.0,414000,5572800,64,2016-01-01,0.0,15.8,-15.9
03010X,2015M01,28.4,24.0,306000,8059000,182,2016-01-01,26.6,28.4,-2.4
03011X,2015M01,2.27,1.2,6788000,10511680,390,2016-01-01,1.61,2.23,-0.88
03012X,2015M01,9.8,0.0,3446000,17375500,210,2016-01-01,5.55,9.8,-3.65
03013X,2015M01,3.7,2.27,3494000,9344020,186,2016-01-01,3.17,3.7,-0.53
030146,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.01
03014X,2015M01,7.6,0.0,264000,1788800,68,2016-01-01,7.5,0.0,7.5
03015X,2015M01,11.1,0.0,1938000,16926900,78,2016-01-01,8.8,0.0,8.8
030160,2015M01,0.02,0.0,1294000,19420,50,2016-01-01,0.0,0.02,-0.02
03016X,2015M01,1.52,0.9,9148000,10854840,476,2016-01-01,1.4,1.52,1.4
03017X,2015M01,1.45,0.82,8218000,8333700,340,2016-01-01,1.22,1.45,-0.24
03018X,2015M01,1.93,1.53,13116000,21496200,284,2016-01-01,1.79,1.93,1.79
03019X,2015M01,1.75,0.0,4870000,7469620,210,2016-01-01,1.73,0.0,1.73
03020X,2015M01,2.05,0.0,806000,1500520,26,2016-01-01,2.05,0.0,2.05
030214,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
030216,2015M01,4.15,0.0,328000,923920,50,2016-01-01,0.0,3.17,-3.23
030218,2015M01,0.03,0.0,220000,6600,4,2016-01-01,0.0,0.03,-0.18
03021X,2015M01,8.4,0.0,346000,2613000,68,2016-01-01,7.8,8.2,7.8
03022X,2015M01,14.4,0.0,152000,1986800,40,2016-01-01,0.0,0.0,-14.8
03023X,2015M01,15.5,0.0,252000,3404600,36,2016-01-01,13.3,0.0,-6.1
03024X,2015M01,25.5,0.0,32000,805200,18,2016-01-01,0.0,25.5,0.0
03025X,2015M01,14.9,0.0,506000,6947200,214,2016-01-01,14.1,14.9,14.1
03026X,2015M01,5.1,3.5,1560000,6290400,154,2016-01-01,3.65,5.05,-1.65
03027X,2015M01,9.6,0.0,316000,2520600,84,2016-01-01,7.1,9.6,-3.1
030288,2015M01,0.47,0.45,4000,1840,4,2016-01-01,0.47,0.45,0.47
03028X,2015M01,13.2,0.0,158000,2081000,12,2016-01-01,0.0,0.0,0.0
03029X,2015M01,7.9,0.0,144000,1073900,28,2016-01-01,0.0,7.9,0.0
03030X,2015M01,2.93,1.39,9416000,20001500,560,2016-01-01,1.5,2.57,-1.28
03031X,2015M01,6.15,0.0,442000,2466600,56,2016-01-01,5.65,5.95,-0.35
030323,2015M01,0.01,0.0,788000,7880,14,2016-01-01,0.0,0.0,0.0
030324,2015M01,0.05,0.0,19874000,301040,236,2016-01-01,0.0,0.04,-0.06
03032X,2015M01,3.13,0.0,1034000,2876060,60,2016-01-01,0.0,2.98,0.0
03033X,2015M01,8.05,0.0,5060000,26834600,506,2016-01-01,6.6,7.9,6.6
03034X,2015M01,2.81,0.52,4486000,6286160,482,2016-01-01,0.58,2.8,-2.37
03035X,2015M01,5.75,0.0,662000,3293700,48,2016-01-01,4.72,5.4,4.72
030362,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.01
03037X,2015M01,6.3,0.0,1260000,7167800,78,2016-01-01,5.0,0.0,-1.2
03038X,2015M01,8.95,0.0,876000,6590900,120,2016-01-01,8.95,8.1,8.95
03039X,2015M01,5.3,0.0,168000,854220,26,2016-01-01,4.97,0.0,4.97
03040X,2015M01,5.2,0.0,3746000,16269220,134,2016-01-01,5.15,0.0,0.55
030419,2015M01,0.02,0.0,2332000,29320,88,2016-01-01,0.0,0.02,-0.04
03041X,2015M01,4.44,2.61,1812000,6294640,206,2016-01-01,3.62,4.37,3.62
03042F,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03042X,2015M01,7.0,0.0,48000,329500,8,2016-01-01,0.0,0.0,0.0
03043F,2015M01,0.59,0.0,5350000,1679700,80,2016-01-01,0.0,0.0,0.0
03043X,2015M01,9.75,0.0,280000,2692800,34,2016-01-01,0.0,9.65,-9.7
03044F,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03044X,2015M01,7.2,0.0,392000,2523700,50,2016-01-01,7.2,6.65,7.2
030453,2015M01,0.11,0.0,2862000,60600,38,2016-01-01,0.0,0.1,0.0
03046X,2015M01,3.37,0.0,1986000,5680380,146,2016-01-01,3.37,3.36,-0.07
03047X,2015M01,1.47,1.15,8142000,10381360,234,2016-01-01,1.35,1.47,-0.18
03048X,2015M01,2.14,1.48,4562000,7960320,206,2016-01-01,1.78,2.14,-0.38
03049X,2015M01,2.66,0.0,1690000,4083500,106,2016-01-01,2.38,2.66,2.38
03050X,2015M01,2.74,1.88,21672000,48986240,1464,2016-01-01,2.1,2.74,-0.63
03051X,2015M01,10.4,0.0,130000,1248700,54,2016-01-01,10.3,10.0,10.3
030529,2015M01,0.03,0.0,7544000,78520,74,2016-01-01,0.01,0.0,0.0
03052X,2015M01,10.6,0.0,98000,986200,18,2016-01-01,10.6,0.0,10.6
030535,2015M01,0.01,0.0,136000,1360,4,2016-01-01,0.0,0.01,-0.01
030536,2015M01,0.01,0.0,462000,4620,8,2016-01-01,0.0,0.0,-0.01
030537,2015M01,0.7,0.0,1260000,641200,60,2016-01-01,0.0,0.7,0.0
03053X,2015M01,5.3,0.0,528000,2742600,70,2016-01-01,5.3,5.2,5.3
03054X,2015M01,9.5,0.0,108000,959300,30,2016-01-01,9.25,8.5,0.45
030557,2015M01,0.02,0.0,6200000,62100,32,2016-01-01,0.0,0.01,-0.03
030559,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.05
03055X,2015M01,7.05,0.0,132000,757800,20,2016-01-01,0.0,0.0,-7.35
03057X,2015M01,3.65,0.0,2068000,4937140,132,2016-01-01,1.92,3.65,1.92
03058X,2015M01,19.7,0.0,276000,5323400,32,2016-01-01,19.7,19.4,19.7
03059X,2015M01,9.05,0.0,216000,1897700,18,2016-01-01,9.05,8.7,0.05
03060X,2015M01,7.3,0.0,90000,636000,16,2016-01-01,0.0,0.0,0.0
03061X,2015M01,26.7,0.0,6000,159000,6,2016-01-01,0.0,0.0,0.0
03062X,2015M01,12.8,0.0,288000,3263200,32,2016-01-01,12.8,0.0,-0.4
030636,2015M01,0.05,0.0,6842000,98980,156,2016-01-01,0.0,0.05,-0.09
030638,2015M01,0.01,0.0,260000,2600,2,2016-01-01,0.0,0.01,0.0
030639,2015M01,0.09,0.01,966000,11260,16,2016-01-01,0.01,0.01,-0.03
03063X,2015M01,16.4,7.35,3894000,39120500,706,2016-01-01,15.7,13.8,1.8
03064X,2015M01,6.6,0.0,116000,661680,22,2016-01-01,0.0,0.0,0.0
03065X,2015M01,13.0,0.0,26000,321200,22,2016-01-01,0.0,0.0,0.0
030665,2015M01,0.01,0.0,20000,200,20,2016-01-01,0.0,0.0,-0.01
03066X,2015M01,5.55,0.0,816000,4111100,64,2016-01-01,0.0,0.0,0.0
030679,2015M01,0.01,0.0,4460000,44600,36,2016-01-01,0.0,0.01,0.0
03067X,2015M01,9.8,0.0,470000,3434900,236,2016-01-01,7.5,0.0,7.5
030680,2015M01,0.32,0.0,364000,104080,6,2016-01-01,0.13,0.0,-0.75
03068X,2015M01,15.0,0.0,148000,2021200,52,2016-01-01,13.9,0.0,13.9
03069X,2015M01,11.8,0.0,82000,954800,16,2016-01-01,0.0,0.0,0.0
030706,2015M01,0.03,0.0,3328000,33780,38,2016-01-01,0.01,0.01,0.0
03070X,2015M01,9.0,0.0,228000,1970700,24,2016-01-01,7.9,0.0,7.9
03071X,2015M01,11.5,0.0,914000,9790200,148,2016-01-01,10.8,0.0,0.0
03072X,2015M01,9.4,0.0,226000,2035400,20,2016-01-01,9.3,0.0,0.0
03073X,2015M01,21.4,0.0,1010000,18261200,110,2016-01-01,21.2,15.1,0.0
030740,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
030776,2015M01,0.01,0.0,60000,600,60,2016-01-01,0.01,0.0,0.01
030784,2015M01,0.03,0.0,3882000,43720,32,2016-01-01,0.0,0.03,-0.02
030815,2015M01,0.07,0.0,6586000,113160,72,2016-01-01,0.0,0.03,-0.01
030871,2015M01,0.01,0.0,40000,400,40,2016-01-01,0.0,0.0,0.0
030872,2015M01,0.04,0.0,818000,22780,10,2016-01-01,0.0,0.0,0.0
030889,2015M01,5.0,0.0,56000,247980,8,2016-01-01,4.25,0.0,4.25
030905,2015M01,0.02,0.0,14400000,148200,138,2016-01-01,0.01,0.02,-0.03
030906,2015M01,0.03,0.01,7058000,70680,100,2016-01-01,0.01,0.01,-0.02
030907,2015M01,0.11,0.02,13632000,805780,476,2016-01-01,0.06,0.07,-0.03
030922,2015M01,0.43,0.0,1152000,131340,68,2016-01-01,0.0,0.43,0.0
030932,2015M01,0.01,0.0,18000,180,18,2016-01-01,0.01,0.0,0.01
030934,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031020,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.01
031047,2015M01,0.08,0.0,220000,12800,6,2016-01-01,0.0,0.08,0.0
031074,2015M01,2.78,0.0,2950000,6963460,132,2016-01-01,0.0,0.0,0.0
031075,2015M01,2.4,1.42,5560000,10665960,584,2016-01-01,1.54,1.45,0.18
031157,2015M01,0.01,0.0,9018000,90180,48,2016-01-01,0.0,0.0,0.0
031158,2015M01,0.01,0.0,20000,200,2,2016-01-01,0.0,0.0,0.0
031159,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.02
031161,2015M01,1.55,0.0,328000,407720,28,2016-01-01,0.0,0.9,-0.68
031170,2015M01,0.01,0.0,13744000,137440,70,2016-01-01,0.01,0.01,0.0
031196,2015M01,0.01,0.0,250000,2500,6,2016-01-01,0.0,0.01,0.0
031225,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031231,2015M01,0.13,0.0,1666000,162780,158,2016-01-01,0.06,0.13,-0.06
031262,2015M01,0.81,0.09,7786000,3134720,604,2016-01-01,0.34,0.63,-0.4
031264,2015M01,0.1,0.0,1262000,32060,8,2016-01-01,0.0,0.1,-0.11
031265,2015M01,0.02,0.0,16048000,162480,108,2016-01-01,0.01,0.01,0.0
031323,2015M01,0.01,0.0,402000,4020,8,2016-01-01,0.0,0.0,0.0
031438,2015M01,0.15,0.0,16004000,848960,376,2016-01-01,0.03,0.14,-0.13
031473,2015M01,0.01,0.0,2710000,27100,16,2016-01-01,0.0,0.0,-0.06
031475,2015M01,3.67,1.99,7298000,20218840,472,2016-01-01,2.35,1.99,0.32
031506,2015M01,0.01,0.0,538000,5380,4,2016-01-01,0.0,0.0,0.0
031552,2015M01,0.02,0.0,270000,2720,14,2016-01-01,0.0,0.0,-0.01
031573,2015M01,0.1,0.0,11460000,172580,72,2016-01-01,0.01,0.0,-0.09
031583,2015M01,0.25,0.0,3168000,448840,234,2016-01-01,0.14,0.23,-0.1
031606,2015M01,0.03,0.0,2018000,42780,30,2016-01-01,0.0,0.01,-0.02
031644,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031663,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031672,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031673,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.01
031733,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.01
031739,2015M01,0.14,0.0,1644000,178880,44,2016-01-01,0.0,0.0,-0.14
031740,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031741,2015M01,0.01,0.01,398000,3980,12,2016-01-01,0.01,0.01,0.0
031742,2015M01,0.01,0.01,470000,4700,8,2016-01-01,0.01,0.01,0.01
031743,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031744,2015M01,0.01,0.01,1020000,10200,8,2016-01-01,0.01,0.01,-0.01
031745,2015M01,0.1,0.01,2672000,26900,18,2016-01-01,0.01,0.01,0.0
031746,2015M01,0.01,0.0,864000,8640,12,2016-01-01,0.0,0.01,-0.01
031747,2015M01,0.01,0.0,200000,2000,2,2016-01-01,0.0,0.01,-0.01
031748,2015M01,0.02,0.0,3444000,35720,56,2016-01-01,0.0,0.0,0.0
031759,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031764,2015M01,0.01,0.0,20000,200,20,2016-01-01,0.0,0.01,-0.01
031765,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031767,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.01
031771,2015M01,0.04,0.0,130000,3400,4,2016-01-01,0.0,0.04,0.0
03177B,2015M01,3.63,0.0,136000,469980,26,2016-01-01,3.27,0.0,3.27
03178B,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031800,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031801,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031802,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031803,2015M01,0.1,0.0,312000,4500,18,2016-01-01,0.0,0.0,0.0
031804,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03180B,2015M01,3.69,3.11,2654000,9155220,190,2016-01-01,3.24,3.11,0.2
03182B,2015M01,2.7,0.0,56000,140780,8,2016-01-01,2.7,0.0,0.45
031838,2015M01,0.31,0.0,5912000,931800,188,2016-01-01,0.13,0.31,0.13
03184B,2015M01,4.34,0.0,20076000,76979500,94,2016-01-01,0.0,3.58,-3.36
03185B,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
031866,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03186B,2015M01,5.35,0.0,852000,4436720,22,2016-01-01,0.0,4.38,0.0
03187B,2015M01,4.4,3.64,10386000,39558700,192,2016-01-01,3.8,3.64,0.35
031884,2015M01,0.16,0.0,2912000,194160,112,2016-01-01,0.0,0.16,-0.14
03188B,2015M01,2.35,0.0,56000,115120,10,2016-01-01,0.0,1.99,0.0
03189B,2015M01,2.17,0.0,2772000,5270760,102,2016-01-01,1.98,1.63,0.44
03190B,2015M01,4.99,0.0,974000,4473080,88,2016-01-01,0.0,3.75,-3.74
031917,2015M01,0.02,0.01,1938000,19400,28,2016-01-01,0.01,0.01,0.0
031918,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.01
031919,2015M01,0.01,0.0,330000,3300,8,2016-01-01,0.0,0.01,-0.01
031920,2015M01,0.02,0.0,290000,3600,8,2016-01-01,0.01,0.0,-0.09
03192B,2015M01,1.86,1.18,37192000,59627240,1238,2016-01-01,1.38,1.18,0.12
031937,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03193B,2015M01,1.87,1.2,22296000,36106560,408,2016-01-01,1.36,1.2,0.15
031940,2015M01,0.01,0.0,684000,6840,4,2016-01-01,0.0,0.01,0.0
03194B,2015M01,2.01,0.0,384000,681340,26,2016-01-01,0.0,1.58,0.0
031953,2015M01,0.01,0.0,808000,8080,10,2016-01-01,0.0,0.01,-0.01
031965,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03197B,2015M01,1.81,1.13,160598000,250968560,7622,2016-01-01,1.32,1.13,0.12
03198B,2015M01,1.9,0.0,414000,676500,12,2016-01-01,0.0,1.5,0.0
031991,2015M01,0.49,0.0,5438000,1295220,332,2016-01-01,0.29,0.49,0.29
03199B,2015M01,2.08,0.0,6000,12000,4,2016-01-01,0.0,1.96,0.0
032002,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032003,2015M01,0.08,0.0,704000,16820,58,2016-01-01,0.02,0.08,-0.09
032004,2015M01,0.31,0.0,2260000,443800,56,2016-01-01,0.1,0.31,-0.29
032008,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03200B,2015M01,2.09,1.53,8046000,14722360,488,2016-01-01,1.67,1.53,0.2
03201B,2015M01,2.37,0.0,408000,843760,30,2016-01-01,0.0,2.02,-1.82
03202B,2015M01,2.56,1.94,3600000,8055840,216,2016-01-01,2.09,1.94,0.2
03203B,2015M01,2.07,0.0,40000,79600,4,2016-01-01,0.0,0.0,0.0
032044,2015M01,0.81,0.0,442000,340380,8,2016-01-01,0.53,0.0,0.53
032045,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03204B,2015M01,2.12,0.0,7034000,12352460,202,2016-01-01,1.67,1.64,0.25
03205B,2015M01,4.02,0.0,524000,1854460,146,2016-01-01,0.0,2.97,-2.81
032061,2015M01,1.32,0.0,174000,125040,12,2016-01-01,0.3,1.32,0.3
032065,2015M01,0.02,0.0,5282000,54000,102,2016-01-01,0.01,0.0,0.0
03206B,2015M01,4.5,0.0,112000,472900,28,2016-01-01,0.0,3.75,0.0
032078,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032079,2015M01,0.01,0.0,16000,160,16,2016-01-01,0.0,0.0,0.0
03207B,2015M01,1.93,0.0,11272000,19842460,582,2016-01-01,1.51,0.0,1.51
032088,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
03208B,2015M01,3.47,2.23,7818000,21283440,512,2016-01-01,2.53,2.23,0.49
03209B,2015M01,3.6,2.57,2334000,6933360,156,2016-01-01,2.8,2.57,2.8
03210B,2015M01,2.22,0.0,7324000,14928160,394,2016-01-01,1.74,2.05,0.0
032113,2015M01,0.02,0.0,160000,3200,8,2016-01-01,0.0,0.02,-0.04
03211B,2015M01,2.05,0.0,6362000,11624100,570,2016-01-01,1.61,0.0,0.0
032124,2015M01,0.01,0.0,3050000,30500,24,2016-01-01,0.01,0.0,-0.07
032125,2015M01,0.01,0.0,496000,4960,8,2016-01-01,0.0,0.0,0.0
03212B,2015M01,1.71,1.26,1352000,2012220,86,2016-01-01,1.28,1.71,0.0
03213B,2015M01,3.02,0.0,562000,1506240,66,2016-01-01,2.25,3.02,0.0
03214B,2015M01,1.88,0.0,8000,15040,2,2016-01-01,1.88,0.0,0.0
032171,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032184,2015M01,0.15,0.0,160000,8520,14,2016-01-01,0.01,0.11,0.01
032272,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032283,2015M01,0.01,0.0,48000,480,10,2016-01-01,0.01,0.0,0.01
032284,2015M01,0.06,0.0,2566000,138320,38,2016-01-01,0.0,0.0,-0.08
032285,2015M01,0.12,0.0,4106000,45320,34,2016-01-01,0.12,0.01,0.12
032286,2015M01,0.08,0.0,2842000,154960,88,2016-01-01,0.0,0.07,-0.07
032292,2015M01,0.01,0.0,8000,80,2,2016-01-01,0.0,0.01,0.0
032314,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032318,2015M01,0.01,0.0,140000,1400,4,2016-01-01,0.0,0.0,0.0
032339,2015M01,0.01,0.0,3176000,31760,38,2016-01-01,0.0,0.01,0.0
032340,2015M01,0.02,0.0,326000,3480,34,2016-01-01,0.0,0.0,-0.01
032352,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032388,2015M01,0.06,0.0,4176000,74840,60,2016-01-01,0.02,0.05,-0.04
032409,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032457,2015M01,0.1,0.0,680000,24600,22,2016-01-01,0.02,0.1,-0.06
032458,2015M01,0.01,0.0,12000,120,2,2016-01-01,0.0,0.0,-0.01
032459,2015M01,0.14,0.0,1158000,118720,18,2016-01-01,0.0,0.12,-0.17
032460,2015M01,0.01,0.0,10000,100,2,2016-01-01,0.0,0.0,-0.01
032461,2015M01,0.01,0.0,918000,9180,12,2016-01-01,0.0,0.0,0.0
032493,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032520,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032521,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032536,2015M01,0.02,0.0,634000,7340,18,2016-01-01,0.0,0.0,0.0
032547,2015M01,0.02,0.0,1926000,19740,26,2016-01-01,0.01,0.0,0.01
032548,2015M01,0.02,0.0,9004000,90700,92,2016-01-01,0.01,0.01,0.01
032569,2015M01,0.01,0.0,68000,680,50,2016-01-01,0.0,0.0,-0.01
032585,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032594,2015M01,0.01,0.0,206000,2060,8,2016-01-01,0.0,0.0,0.0
032595,2015M01,0.04,0.0,2194000,41660,82,2016-01-01,0.02,0.0,-0.04
032596,2015M01,0.01,0.0,20000,200,2,2016-01-01,0.0,0.0,-0.05
032597,2015M01,0.38,0.0,528000,192720,6,2016-01-01,0.0,0.0,0.0
032616,2015M01,0.02,0.0,250000,2600,16,2016-01-01,0.0,0.0,0.0
032617,2015M01,0.11,0.0,1194000,57140,20,2016-01-01,0.0,0.11,0.0
032618,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032675,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032677,2015M01,3.22,0.0,100000,283500,14,2016-01-01,0.0,0.0,0.0
032684,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
032693,2015M01,0.1,0.0,9308000,675660,358,2016-01-01,0.08,0.09,0.0
032694,2015M01,0.39,0.0,840000,151800,58,2016-01-01,0.03,0.39,-0.49
032695,2015M01,2.98,0.0,18000,50400,8,2016-01-01,2.98,0.0,2.98
032696,2015M01,0.68,0.0,160000,100000,4,2016-01-01,0.0,0.24,-0.36
032697,2015M01,0.19,0.0,5490000,238380,64,2016-01-01,0.01,0.19,-0.24
032715,2015M01,0.77,0.0,2332000,1475120,60,2016-01-01,0.0,0.58,-0.62
032758,2015M01,0.01,0.0,20000,200,4,2016-01-01,0.0,0.0,0.0
032771,2015M01,0.02,0.0,4400000,44040,48,2016-01-01,0.0,0.0,0.0
032783,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
